deces_annee,sexe,age,deces_dep,n
2018,1,37,73,3
2018,1,37,74,8
2018,1,37,75,28
2018,1,37,76,13
2018,1,37,77,9
2018,1,37,78,3
2018,1,37,79,1
2018,1,37,80,7
2018,1,37,81,4
2018,1,37,82,4
2018,1,37,83,7
2018,1,37,84,2
2018,1,37,85,1
2018,1,37,86,3
2018,1,37,87,2
2018,1,37,88,1
2018,1,37,89,4
2018,1,37,90,2
2018,1,37,91,5
2018,1,37,92,7
2018,1,37,93,9
2018,1,37,94,8
2018,1,37,95,4
2018,1,37,971,6
2018,1,37,972,1
2018,1,37,973,2
2018,1,37,974,7
2018,1,37,976,1
2018,1,37,NA,17
2018,1,38,,2
2018,1,38,01,4
2018,1,38,02,3
2018,1,38,03,4
2018,1,38,04,2
2018,1,38,05,2
2018,1,38,06,4
2018,1,38,07,1
2018,1,38,08,3
2018,1,38,09,1
2018,1,38,10,2
2018,1,38,11,4
2018,1,38,12,3
2018,1,38,13,8
2018,1,38,14,5
2018,1,38,15,3
2018,1,38,16,1
2018,1,38,17,6
2018,1,38,19,2
2018,1,38,22,8
2018,1,38,23,1
2018,1,38,24,3
2018,1,38,25,8
2018,1,38,26,3
2018,1,38,27,3
2018,1,38,28,1
2018,1,38,29,8
2018,1,38,2A,3
2018,1,38,30,5
2018,1,38,31,14
2018,1,38,32,1
2018,1,38,33,13
2018,1,38,34,14
2018,1,38,35,13
2018,1,38,36,1
2018,1,38,37,7
2018,1,38,38,8
2018,1,38,39,2
2018,1,38,40,1
2018,1,38,41,3
2018,1,38,42,6
2018,1,38,43,4
2018,1,38,44,10
2018,1,38,45,8
2018,1,38,46,4
2018,1,38,47,3
2018,1,38,49,5
2018,1,38,50,4
2018,1,38,51,6
2018,1,38,52,1
2018,1,38,53,3
2018,1,38,54,6
2018,1,38,55,4
2018,1,38,56,8
2018,1,38,57,7
2018,1,38,58,3
2018,1,38,59,19
2018,1,38,60,3
2018,1,38,62,8
2018,1,38,63,5
2018,1,38,64,2
2018,1,38,65,5
2018,1,38,66,6
2018,1,38,67,11
2018,1,38,68,4
2018,1,38,69,11
2018,1,38,71,1
2018,1,38,72,4
2018,1,38,73,1
2018,1,38,74,9
2018,1,38,75,30
2018,1,38,76,6
2018,1,38,77,10
2018,1,38,78,2
2018,1,38,79,4
2018,1,38,80,4
2018,1,38,81,3
2018,1,38,82,2
2018,1,38,83,8
2018,1,38,84,11
2018,1,38,85,3
2018,1,38,86,2
2018,1,38,87,5
2018,1,38,88,11
2018,1,38,89,3
2018,1,38,91,8
2018,1,38,92,7
2018,1,38,93,13
2018,1,38,94,12
2018,1,38,95,9
2018,1,38,971,7
2018,1,38,972,3
2018,1,38,973,2
2018,1,38,974,15
2018,1,38,976,6
2018,1,38,NA,17
2018,1,39,,3
2018,1,39,01,7
2018,1,39,02,6
2018,1,39,03,4
2018,1,39,04,1
2018,1,39,05,1
2018,1,39,06,5
2018,1,39,07,5
2018,1,39,09,2
2018,1,39,11,1
2018,1,39,12,1
2018,1,39,13,16
2018,1,39,14,9
2018,1,39,15,2
2018,1,39,16,2
2018,1,39,17,3
2018,1,39,19,1
2018,1,39,21,6
2018,1,39,22,5
2018,1,39,23,1
2018,1,39,24,2
2018,1,39,25,8
2018,1,39,26,3
2018,1,39,27,9
2018,1,39,28,3
2018,1,39,29,13
2018,1,39,2B,1
2018,1,39,30,6
2018,1,39,31,8
2018,1,39,32,3
2018,1,39,33,14
2018,1,39,34,13
2018,1,39,35,12
2018,1,39,36,2
2018,1,39,37,4
2018,1,39,38,9
2018,1,39,39,2
2018,1,39,40,3
2018,1,39,41,3
2018,1,39,42,5
2018,1,39,43,4
2018,1,39,44,8
2018,1,39,45,6
2018,1,39,46,1
2018,1,39,47,4
2018,1,39,48,1
2018,1,39,49,5
2018,1,39,50,5
2018,1,39,51,8
2018,1,39,53,2
2018,1,39,54,6
2018,1,39,55,1
2018,1,39,56,11
2018,1,39,57,8
2018,1,39,59,23
2018,1,39,60,8
2018,1,39,61,2
2018,1,39,62,15
2018,1,39,63,5
2018,1,39,64,2
2018,1,39,65,4
2018,1,39,66,3
2018,1,39,67,9
2018,1,39,68,9
2018,1,39,69,14
2018,1,39,70,2
2018,1,39,71,7
2018,1,39,72,4
2018,1,39,73,6
2018,1,39,74,5
2018,1,39,75,26
2018,1,39,76,19
2018,1,39,77,4
2018,1,39,78,10
2018,1,39,79,4
2018,1,39,80,11
2018,1,39,81,5
2018,1,39,82,3
2018,1,39,83,10
2018,1,39,84,2
2018,1,39,85,6
2018,1,39,86,6
2018,1,39,87,5
2018,1,39,88,3
2018,1,39,91,4
2018,1,39,92,9
2018,1,39,93,9
2018,1,39,94,17
2018,1,39,95,9
2018,1,39,971,5
2018,1,39,972,1
2018,1,39,973,2
2018,1,39,974,7
2018,1,39,976,4
2018,1,39,NA,30
2018,1,40,,3
2018,1,40,01,6
2018,1,40,02,9
2018,1,40,03,5
2018,1,40,04,2
2018,1,40,05,3
2018,1,40,06,6
2018,1,40,07,5
2018,1,40,10,6
2018,1,40,11,1
2018,1,40,12,1
2018,1,40,13,20
2018,1,40,14,6
2018,1,40,15,2
2018,1,40,16,4
2018,1,40,17,6
2018,1,40,18,5
2018,1,40,19,4
2018,1,40,21,8
2018,1,40,22,6
2018,1,40,24,2
2018,1,40,25,5
2018,1,40,26,6
2018,1,40,27,2
2018,1,40,28,2
2018,1,40,29,12
2018,1,40,2A,4
2018,1,40,2B,2
2018,1,40,30,5
2018,1,40,31,14
2018,1,40,32,2
2018,1,40,33,16
2018,1,40,34,13
2018,1,40,35,9
2018,1,40,36,3
2018,1,40,37,7
2018,1,40,38,4
2018,1,40,39,2
2018,1,40,40,4
2018,1,40,41,1
2018,1,40,42,8
2018,1,40,43,1
2018,1,40,44,12
2018,1,40,45,3
2018,1,40,47,1
2018,1,40,49,6
2018,1,40,50,7
2018,1,40,51,6
2018,1,40,52,2
2018,1,40,53,1
2018,1,40,54,8
2018,1,40,55,4
2018,1,40,56,8
2018,1,40,57,9
2018,1,40,58,1
2018,1,40,59,35
2018,1,40,60,4
2018,1,40,62,12
2018,1,40,63,10
2018,1,40,64,7
2018,1,40,65,3
2018,1,40,66,6
2018,1,40,67,6
2018,1,40,68,6
2018,1,40,69,14
2018,1,40,71,2
2018,1,40,72,3
2018,1,40,73,2
2018,1,40,74,5
2018,1,40,75,18
2018,1,40,76,15
2018,1,40,77,6
2018,1,40,78,7
2018,1,40,79,6
2018,1,40,80,7
2018,1,40,81,3
2018,1,40,82,4
2018,1,40,83,7
2018,1,40,84,3
2018,1,40,85,2
2018,1,40,86,4
2018,1,40,87,5
2018,1,40,88,6
2018,1,40,89,1
2018,1,40,91,8
2018,1,40,92,8
2018,1,40,93,7
2018,1,40,94,12
2018,1,40,95,7
2018,1,40,971,6
2018,1,40,972,1
2018,1,40,973,3
2018,1,40,974,11
2018,1,40,NA,19
2018,1,41,,1
2018,1,41,01,5
2018,1,41,02,10
2018,1,41,03,2
2018,1,41,04,2
2018,1,41,05,1
2018,1,41,06,10
2018,1,41,07,1
2018,1,41,08,1
2018,1,41,09,4
2018,1,41,10,2
2018,1,41,11,6
2018,1,41,12,4
2018,1,41,13,21
2018,1,41,14,6
2018,1,41,16,6
2018,1,41,17,6
2018,1,41,18,3
2018,1,41,19,2
2018,1,41,21,2
2018,1,41,22,6
2018,1,41,23,2
2018,1,41,25,6
2018,1,41,26,2
2018,1,41,27,3
2018,1,41,28,1
2018,1,41,29,10
2018,1,41,2A,1
2018,1,41,2B,1
2018,1,41,30,13
2018,1,41,31,8
2018,1,41,33,18
2018,1,41,34,10
2018,1,41,35,16
2018,1,41,36,2
2018,1,41,37,2
2018,1,41,38,7
2018,1,41,40,11
2018,1,41,41,3
2018,1,41,42,4
2018,1,41,43,1
2018,1,41,44,14
2018,1,41,45,6
2018,1,41,46,1
2018,1,41,47,1
2018,1,41,49,8
2018,1,41,50,5
2018,1,41,51,4
2018,1,41,53,3
2018,1,41,54,11
2018,1,41,55,1
2018,1,41,56,5
2018,1,41,57,12
2018,1,41,58,1
2018,1,41,59,30
2018,1,41,60,7
2018,1,41,62,16
2018,1,41,63,7
2018,1,41,64,5
2018,1,41,65,2
2018,1,41,66,4
2018,1,41,67,12
2018,1,41,68,4
2018,1,41,69,19
2018,1,41,70,2
2018,1,41,71,4
2018,1,41,72,5
2018,1,41,73,2
2018,1,41,74,2
2018,1,41,75,28
2018,1,41,76,13
2018,1,41,77,7
2018,1,41,78,5
2018,1,41,79,3
2018,1,41,80,5
2018,1,41,81,5
2018,1,41,82,4
2018,1,41,83,9
2018,1,41,84,8
2018,1,41,85,7
2018,1,41,86,3
2018,1,41,87,6
2018,1,41,88,4
2018,1,41,89,1
2018,1,41,90,2
2018,1,41,91,9
2018,1,41,92,19
2018,1,41,93,15
2018,1,41,94,8
2018,1,41,95,4
2018,1,41,971,4
2018,1,41,972,3
2018,1,41,973,8
2018,1,41,974,8
2018,1,41,976,2
2018,1,41,NA,24
2018,1,42,,2
2018,1,42,01,5
2018,1,42,02,6
2018,1,42,03,2
2018,1,42,04,1
2018,1,42,06,5
2018,1,42,07,5
2018,1,42,08,1
2018,1,42,10,1
2018,1,42,11,4
2018,1,42,12,2
2018,1,42,13,25
2018,1,42,14,4
2018,1,42,15,2
2018,1,42,16,5
2018,1,42,17,6
2018,1,42,18,3
2018,1,42,19,2
2018,1,42,21,7
2018,1,42,22,5
2018,1,42,23,2
2018,1,42,24,3
2018,1,42,25,10
2018,1,42,26,5
2018,1,42,27,7
2018,1,42,28,3
2018,1,42,29,15
2018,1,42,2A,1
2018,1,42,2B,1
2018,1,42,30,7
2018,1,42,31,10
2018,1,42,32,3
2018,1,42,33,17
2018,1,42,34,14
2018,1,42,35,9
2018,1,42,36,1
2018,1,42,37,4
2018,1,42,38,10
2018,1,42,39,1
2018,1,42,40,2
2018,1,42,42,5
2018,1,42,43,3
2018,1,42,44,13
2018,1,42,45,6
2018,1,42,46,1
2018,1,42,47,2
2018,1,42,49,5
2018,1,42,50,7
2018,1,42,51,3
2018,1,42,52,1
2018,1,42,53,3
2018,1,42,54,12
2018,1,42,55,4
2018,1,42,56,15
2018,1,42,57,5
2018,1,42,58,4
2018,1,42,59,32
2018,1,42,60,8
2018,1,42,61,4
2018,1,42,62,18
2018,1,42,63,6
2018,1,42,64,6
2018,1,42,65,2
2018,1,42,66,13
2018,1,42,67,7
2018,1,42,68,4
2018,1,42,69,15
2018,1,42,70,1
2018,1,42,71,2
2018,1,42,72,9
2018,1,42,73,3
2018,1,42,74,9
2018,1,42,75,33
2018,1,42,76,19
2018,1,42,77,11
2018,1,42,78,4
2018,1,42,79,2
2018,1,42,80,5
2018,1,42,81,5
2018,1,42,82,1
2018,1,42,83,16
2018,1,42,84,6
2018,1,42,85,6
2018,1,42,86,8
2018,1,42,87,1
2018,1,42,88,3
2018,1,42,89,1
2018,1,42,90,1
2018,1,42,91,11
2018,1,42,92,10
2018,1,42,93,13
2018,1,42,94,15
2018,1,42,95,8
2018,1,42,971,2
2018,1,42,972,2
2018,1,42,973,3
2018,1,42,974,16
2018,1,42,976,1
2018,1,42,NA,21
2018,1,43,,1
2018,1,43,01,3
2018,1,43,02,1
2018,1,43,03,5
2018,1,43,05,1
2018,1,43,06,18
2018,1,43,07,2
2018,1,43,08,5
2018,1,43,09,3
2018,1,43,10,4
2018,1,43,11,2
2018,1,43,12,3
2018,1,43,13,19
2018,1,43,14,12
2018,1,43,16,3
2018,1,43,17,5
2018,1,43,18,4
2018,1,43,19,5
2018,1,43,21,4
2018,1,43,22,5
2018,1,43,24,3
2018,1,43,25,6
2018,1,43,26,3
2018,1,43,27,2
2018,1,43,28,3
2018,1,43,29,12
2018,1,43,2A,1
2018,1,43,2B,2
2018,1,43,30,12
2018,1,43,31,7
2018,1,43,32,2
2018,1,43,33,20
2018,1,43,34,13
2018,1,43,35,14
2018,1,43,36,2
2018,1,43,37,5
2018,1,43,38,6
2018,1,43,39,5
2018,1,43,40,1
2018,1,43,41,3
2018,1,43,42,9
2018,1,43,43,2
2018,1,43,44,19
2018,1,43,45,9
2018,1,43,46,2
2018,1,43,47,1
2018,1,43,49,13
2018,1,43,50,4
2018,1,43,51,7
2018,1,43,52,2
2018,1,43,53,1
2018,1,43,54,18
2018,1,43,55,4
2018,1,43,56,15
2018,1,43,57,10
2018,1,43,58,4
2018,1,43,59,39
2018,1,43,60,11
2018,1,43,61,2
2018,1,43,62,14
2018,1,43,63,5
2018,1,43,64,7
2018,1,43,65,2
2018,1,43,66,7
2018,1,43,67,8
2018,1,43,68,8
2018,1,43,69,19
2018,1,43,70,3
2018,1,43,71,1
2018,1,43,72,5
2018,1,43,73,1
2018,1,43,74,8
2018,1,43,75,33
2018,1,43,76,21
2018,1,43,77,15
2018,1,43,78,12
2018,1,43,79,3
2018,1,43,80,15
2018,1,43,81,4
2018,1,43,82,2
2018,1,43,83,13
2018,1,43,84,4
2018,1,43,85,7
2018,1,43,86,3
2018,1,43,87,6
2018,1,43,88,6
2018,1,43,89,4
2018,1,43,91,8
2018,1,43,92,11
2018,1,43,93,11
2018,1,43,94,11
2018,1,43,95,6
2018,1,43,971,7
2018,1,43,972,2
2018,1,43,973,3
2018,1,43,974,12
2018,1,43,976,3
2018,1,43,NA,30
2018,1,44,,2
2018,1,44,01,6
2018,1,44,02,7
2018,1,44,03,4
2018,1,44,04,1
2018,1,44,06,18
2018,1,44,07,2
2018,1,44,08,2
2018,1,44,09,4
2018,1,44,10,2
2018,1,44,11,7
2018,1,44,12,3
2018,1,44,13,31
2018,1,44,14,11
2018,1,44,15,1
2018,1,44,16,6
2018,1,44,17,9
2018,1,44,18,4
2018,1,44,19,2
2018,1,44,21,9
2018,1,44,22,10
2018,1,44,24,4
2018,1,44,25,6
2018,1,44,26,12
2018,1,44,27,7
2018,1,44,28,7
2018,1,44,29,13
2018,1,44,2B,4
2018,1,44,30,4
2018,1,44,31,13
2018,1,44,32,1
2018,1,44,33,27
2018,1,44,34,11
2018,1,44,35,16
2018,1,44,36,3
2018,1,44,37,4
2018,1,44,38,9
2018,1,44,39,5
2018,1,44,40,3
2018,1,44,41,4
2018,1,44,42,12
2018,1,44,44,14
2018,1,44,45,11
2018,1,44,46,1
2018,1,44,47,3
2018,1,44,49,7
2018,1,44,50,6
2018,1,44,51,14
2018,1,44,53,3
2018,1,44,54,12
2018,1,44,55,3
2018,1,44,56,13
2018,1,44,57,15
2018,1,44,58,3
2018,1,44,59,37
2018,1,44,60,5
2018,1,44,61,5
2018,1,44,62,24
2018,1,44,63,9
2018,1,44,64,13
2018,1,44,65,4
2018,1,44,66,5
2018,1,44,67,15
2018,1,44,68,9
2018,1,44,69,19
2018,1,44,71,7
2018,1,44,72,5
2018,1,44,73,15
2018,1,44,74,12
2018,1,44,75,40
2018,1,44,76,24
2018,1,44,77,18
2018,1,44,78,7
2018,1,44,79,4
2018,1,44,80,7
2018,1,44,81,3
2018,1,44,82,2
2018,1,44,83,13
2018,1,44,84,8
2018,1,44,85,6
2018,1,44,86,7
2018,1,44,87,6
2018,1,44,88,6
2018,1,44,89,6
2018,1,44,90,2
2018,1,44,91,11
2018,1,44,92,12
2018,1,44,93,11
2018,1,44,94,10
2018,1,44,95,4
2018,1,44,971,9
2018,1,44,972,3
2018,1,44,973,7
2018,1,44,974,25
2018,1,44,976,4
2018,1,44,NA,13
2018,1,45,,4
2018,1,45,01,5
2018,1,45,02,13
2018,1,45,03,9
2018,1,45,04,2
2018,1,45,05,1
2018,1,45,06,27
2018,1,45,07,3
2018,1,45,08,5
2018,1,45,09,3
2018,1,45,10,4
2018,1,45,11,5
2018,1,45,12,3
2018,1,45,13,30
2018,1,45,14,8
2018,1,45,15,1
2018,1,45,16,7
2018,1,45,17,20
2018,1,45,18,2
2018,1,45,19,2
2018,1,45,21,7
2018,1,45,22,16
2018,1,45,23,2
2018,1,45,24,4
2018,1,45,25,4
2018,1,45,26,10
2018,1,45,27,8
2018,1,45,28,3
2018,1,45,29,14
2018,1,45,2A,4
2018,1,45,2B,5
2018,1,45,30,13
2018,1,45,31,11
2018,1,45,32,1
2018,1,45,33,23
2018,1,45,34,17
2018,1,45,35,14
2018,1,45,36,3
2018,1,45,37,10
2018,1,45,38,11
2018,1,45,39,2
2018,1,45,40,4
2018,1,45,41,7
2018,1,45,42,10
2018,1,45,43,2
2018,1,45,44,23
2018,1,45,45,7
2018,1,45,46,2
2018,1,45,48,2
2018,1,45,49,14
2018,1,45,50,10
2018,1,45,51,15
2018,1,45,52,3
2018,1,45,53,6
2018,1,45,54,10
2018,1,45,55,4
2018,1,45,56,15
2018,1,45,57,17
2018,1,45,58,3
2018,1,45,59,50
2018,1,45,60,6
2018,1,45,61,8
2018,1,45,62,26
2018,1,45,63,11
2018,1,45,64,13
2018,1,45,65,2
2018,1,45,66,13
2018,1,45,67,18
2018,1,45,68,12
2018,1,45,69,31
2018,1,45,70,2
2018,1,45,71,7
2018,1,45,72,11
2018,1,45,73,9
2018,1,45,74,13
2018,1,45,75,46
2018,1,45,76,34
2018,1,45,77,13
2018,1,45,78,13
2018,1,45,79,6
2018,1,45,80,16
2018,1,45,81,2
2018,1,45,82,3
2018,1,45,83,11
2018,1,45,84,4
2018,1,45,85,10
2018,1,45,86,8
2018,1,45,87,5
2018,1,45,88,5
2018,1,45,89,10
2018,1,45,90,5
2018,1,45,91,11
2018,1,45,92,14
2018,1,45,93,21
2018,1,45,94,26
2018,1,45,95,11
2018,1,45,971,10
2018,1,45,972,6
2018,1,45,973,3
2018,1,45,974,8
2018,1,45,976,2
2018,1,45,NA,25
2018,1,46,01,9
2018,1,46,02,8
2018,1,46,03,7
2018,1,46,04,2
2018,1,46,06,23
2018,1,46,07,3
2018,1,46,08,4
2018,1,46,09,1
2018,1,46,10,8
2018,1,46,11,4
2018,1,46,12,3
2018,1,46,13,38
2018,1,46,14,18
2018,1,46,15,2
2018,1,46,16,3
2018,1,46,17,16
2018,1,46,18,9
2018,1,46,19,2
2018,1,46,21,11
2018,1,46,22,10
2018,1,46,23,4
2018,1,46,24,8
2018,1,46,25,9
2018,1,46,26,6
2018,1,46,27,9
2018,1,46,28,3
2018,1,46,29,28
2018,1,46,2A,4
2018,1,46,2B,4
2018,1,46,30,13
2018,1,46,31,16
2018,1,46,33,26
2018,1,46,34,28
2018,1,46,35,24
2018,1,46,36,3
2018,1,46,37,11
2018,1,46,38,15
2018,1,46,39,4
2018,1,46,40,8
2018,1,46,41,6
2018,1,46,42,9
2018,1,46,43,3
2018,1,46,44,32
2018,1,46,45,10
2018,1,46,46,2
2018,1,46,47,7
2018,1,46,48,4
2018,1,46,49,9
2018,1,46,50,12
2018,1,46,51,18
2018,1,46,52,3
2018,1,46,53,4
2018,1,46,54,12
2018,1,46,55,4
2018,1,46,56,13
2018,1,46,57,24
2018,1,46,58,3
2018,1,46,59,51
2018,1,46,60,7
2018,1,46,61,5
2018,1,46,62,41
2018,1,46,63,9
2018,1,46,64,10
2018,1,46,65,1
2018,1,46,66,10
2018,1,46,67,17
2018,1,46,68,11
2018,1,46,69,25
2018,1,46,70,6
2018,1,46,71,9
2018,1,46,72,5
2018,1,46,73,8
2018,1,46,74,13
2018,1,46,75,30
2018,1,46,76,35
2018,1,46,77,12
2018,1,46,78,21
2018,1,46,79,7
2018,1,46,80,10
2018,1,46,81,7
2018,1,46,82,3
2018,1,46,83,13
2018,1,46,84,6
2018,1,46,85,9
2018,1,46,86,5
2018,1,46,87,6
2018,1,46,88,5
2018,1,46,89,7
2018,1,46,90,4
2018,1,46,91,12
2018,1,46,92,17
2018,1,46,93,23
2018,1,46,94,18
2018,1,46,95,12
2018,1,46,971,6
2018,1,46,972,4
2018,1,46,973,4
2018,1,46,974,17
2018,1,46,976,3
2018,1,46,NA,34
2018,1,47,,2
2018,1,47,01,6
2018,1,47,02,13
2018,1,47,03,8
2018,1,47,04,2
2018,1,47,05,4
2018,1,47,06,21
2018,1,47,07,5
2018,1,47,08,8
2018,1,47,09,6
2018,1,47,10,7
2018,1,47,11,6
2018,1,47,12,3
2018,1,47,13,33
2018,1,47,14,21
2018,1,47,16,10
2018,1,47,17,15
2018,1,47,18,7
2018,1,47,19,9
2018,1,47,21,14
2018,1,47,22,9
2018,1,47,23,1
2018,1,47,24,12
2018,1,47,25,9
2018,1,47,26,8
2018,1,47,27,17
2018,1,47,28,7
2018,1,47,29,19
2018,1,47,2A,3
2018,1,47,2B,3
2018,1,47,30,10
2018,1,47,31,25
2018,1,47,33,25
2018,1,47,34,17
2018,1,47,35,18
2018,1,47,36,4
2018,1,47,37,5
2018,1,47,38,20
2018,1,47,39,4
2018,1,47,40,7
2018,1,47,41,6
2018,1,47,42,5
2018,1,47,43,3
2018,1,47,44,23
2018,1,47,45,11
2018,1,47,46,2
2018,1,47,47,5
2018,1,47,48,2
2018,1,47,49,16
2018,1,47,50,13
2018,1,47,51,15
2018,1,47,52,7
2018,1,47,53,2
2018,1,47,54,12
2018,1,47,55,3
2018,1,47,56,24
2018,1,47,57,22
2018,1,47,58,3
2018,1,47,59,64
2018,1,47,60,15
2018,1,47,61,6
2018,1,47,62,39
2018,1,47,63,12
2018,1,47,64,16
2018,1,47,65,1
2018,1,47,66,13
2018,1,47,67,27
2018,1,47,68,14
2018,1,47,69,23
2018,1,47,70,4
2018,1,47,71,8
2018,1,47,72,12
2018,1,47,73,2
2018,1,47,74,11
2018,1,47,75,48
2018,1,47,76,36
2018,1,47,77,21
2018,1,47,78,12
2018,1,47,79,6
2018,1,47,80,9
2018,1,47,81,3
2018,1,47,82,2
2018,1,47,83,23
2018,1,47,84,12
2018,1,47,85,15
2018,1,47,86,12
2018,1,47,87,8
2018,1,47,88,7
2018,1,47,89,5
2018,1,47,90,2
2018,1,47,91,16
2018,1,47,92,21
2018,1,47,93,18
2018,1,47,94,23
2018,1,47,95,8
2018,1,47,971,7
2018,1,47,972,5
2018,1,47,973,4
2018,1,47,974,23
2018,1,47,976,4
2018,1,47,NA,30
2018,1,48,,4
2018,1,48,01,7
2018,1,48,02,7
2018,1,48,03,6
2018,1,48,04,4
2018,1,48,05,2
2018,1,48,06,23
2018,1,48,07,2
2018,1,48,08,11
2018,1,48,09,4
2018,1,48,10,6
2018,1,48,11,11
2018,1,48,12,8
2018,1,48,13,39
2018,1,48,14,22
2018,1,48,15,4
2018,1,48,16,9
2018,1,48,17,13
2018,1,48,18,5
2018,1,48,19,4
2018,1,48,21,14
2018,1,48,22,11
2018,1,48,23,4
2018,1,48,24,6
2018,1,48,25,15
2018,1,48,26,9
2018,1,48,27,8
2018,1,48,28,8
2018,1,48,29,24
2018,1,48,2A,3
2018,1,48,2B,6
2018,1,48,30,18
2018,1,48,31,32
2018,1,48,32,2
2018,1,48,33,33
2018,1,48,34,20
2018,1,48,35,26
2018,1,48,36,4
2018,1,48,37,20
2018,1,48,38,16
2018,1,48,39,1
2018,1,48,40,3
2018,1,48,41,5
2018,1,48,42,20
2018,1,48,43,5
2018,1,48,44,33
2018,1,48,45,15
2018,1,48,46,2
2018,1,48,47,4
2018,1,48,49,6
2018,1,48,50,12
2018,1,48,51,12
2018,1,48,52,2
2018,1,48,53,6
2018,1,48,54,17
2018,1,48,55,4
2018,1,48,56,17
2018,1,48,57,18
2018,1,48,58,3
2018,1,48,59,50
2018,1,48,60,17
2018,1,48,61,5
2018,1,48,62,37
2018,1,48,63,16
2018,1,48,64,12
2018,1,48,65,6
2018,1,48,66,9
2018,1,48,67,19
2018,1,48,68,13
2018,1,48,69,33
2018,1,48,70,3
2018,1,48,71,11
2018,1,48,72,16
2018,1,48,73,4
2018,1,48,74,7
2018,1,48,75,49
2018,1,48,76,25
2018,1,48,77,19
2018,1,48,78,16
2018,1,48,79,6
2018,1,48,80,12
2018,1,48,81,4
2018,1,48,82,6
2018,1,48,83,18
2018,1,48,84,9
2018,1,48,85,14
2018,1,48,86,12
2018,1,48,87,12
2018,1,48,88,12
2018,1,48,89,13
2018,1,48,90,1
2018,1,48,91,8
2018,1,48,92,13
2018,1,48,93,28
2018,1,48,94,23
2018,1,48,95,18
2018,1,48,971,18
2018,1,48,972,12
2018,1,48,973,5
2018,1,48,974,15
2018,1,48,976,5
2018,1,48,NA,47
2018,1,49,,4
2018,1,49,01,8
2018,1,49,02,12
2018,1,49,03,10
2018,1,49,04,3
2018,1,49,05,2
2018,1,49,06,18
2018,1,49,07,6
2018,1,49,08,7
2018,1,49,09,5
2018,1,49,10,4
2018,1,49,11,12
2018,1,49,12,9
2018,1,49,13,50
2018,1,49,14,13
2018,1,49,15,5
2018,1,49,16,8
2018,1,49,17,11
2018,1,49,18,6
2018,1,49,19,6
2018,1,49,21,15
2018,1,49,22,15
2018,1,49,24,10
2018,1,49,25,17
2018,1,49,26,9
2018,1,49,27,10
2018,1,49,28,12
2018,1,49,29,28
2018,1,49,2A,7
2018,1,49,2B,5
2018,1,49,30,12
2018,1,49,31,21
2018,1,49,32,3
2018,1,49,33,26
2018,1,49,34,25
2018,1,49,35,18
2018,1,49,36,11
2018,1,49,37,20
2018,1,49,38,23
2018,1,49,39,6
2018,1,49,40,7
2018,1,49,41,7
2018,1,49,42,11
2018,1,49,43,4
2018,1,49,44,31
2018,1,49,45,10
2018,1,49,46,4
2018,1,49,47,6
2018,1,49,48,2
2018,1,49,49,15
2018,1,49,50,11
2018,1,49,51,22
2018,1,49,52,5
2018,1,49,53,7
2018,1,49,54,21
2018,1,49,55,5
2018,1,49,56,20
2018,1,49,57,15
2018,1,49,58,4
2018,1,49,59,63
2018,1,49,60,20
2018,1,49,61,6
2018,1,49,62,44
2018,1,49,63,16
2018,1,49,64,16
2018,1,49,65,10
2018,1,49,66,19
2018,1,49,67,20
2018,1,49,68,18
2018,1,49,69,28
2018,1,49,70,8
2018,1,49,71,15
2018,1,49,72,10
2018,1,49,73,16
2018,1,49,74,21
2018,1,49,75,52
2018,1,49,76,28
2018,1,49,77,22
2018,1,49,78,20
2018,1,49,79,5
2018,1,49,80,30
2018,1,49,81,7
2018,1,49,82,6
2018,1,49,83,20
2018,1,49,84,11
2018,1,49,85,7
2018,1,49,86,6
2018,1,49,87,11
2018,1,49,88,6
2018,1,49,89,10
2018,1,49,90,5
2018,1,49,91,17
2018,1,49,92,25
2018,1,49,93,27
2018,1,49,94,28
2018,1,49,95,20
2018,1,49,971,12
2018,1,49,972,3
2018,1,49,973,4
2018,1,49,974,26
2018,1,49,976,4
2018,1,49,NA,46
2018,1,50,,3
2018,1,50,01,11
2018,1,50,02,16
2018,1,50,03,7
2018,1,50,04,4
2018,1,50,05,3
2018,1,50,06,23
2018,1,50,07,3
2018,1,50,08,6
2018,1,50,09,3
2018,1,50,10,5
2018,1,50,11,5
2018,1,50,12,6
2018,1,50,13,36
2018,1,50,14,20
2018,1,50,15,5
2018,1,50,16,13
2018,1,50,17,7
2018,1,50,18,7
2018,1,50,19,5
2018,1,50,21,8
2018,1,50,22,11
2018,1,50,23,1
2018,1,50,24,10
2018,1,50,25,20
2018,1,50,26,17
2018,1,50,27,9
2018,1,50,28,9
2018,1,50,29,28
2018,1,50,2A,8
2018,1,50,2B,7
2018,1,50,30,13
2018,1,50,31,24
2018,1,50,32,2
2018,1,50,33,35
2018,1,50,34,29
2018,1,50,35,24
2018,1,50,36,8
2018,1,50,37,27
2018,1,50,38,19
2018,1,50,39,9
2018,1,50,40,8
2018,1,50,41,5
2018,1,50,42,20
2018,1,50,43,4
2018,1,50,44,35
2018,1,50,45,10
2018,1,50,46,3
2018,1,50,47,9
2018,1,50,48,4
2018,1,50,49,7
2018,1,50,50,5
2018,1,50,51,24
2018,1,50,52,6
2018,1,50,53,10
2018,1,50,54,15
2018,1,50,55,7
2018,1,50,56,17
