deces_annee,sexe,age,deces_dep,n
2020,1,18,22,4
2020,1,18,25,2
2020,1,18,27,1
2020,1,18,29,2
2020,1,18,30,3
2020,1,18,31,4
2020,1,18,32,1
2020,1,18,33,5
2020,1,18,34,1
2020,1,18,35,2
2020,1,18,36,1
2020,1,18,37,2
2020,1,18,38,1
2020,1,18,39,1
2020,1,18,40,3
2020,1,18,44,6
2020,1,18,45,2
2020,1,18,48,1
2020,1,18,49,1
2020,1,18,50,1
2020,1,18,51,1
2020,1,18,54,2
2020,1,18,56,2
2020,1,18,57,3
2020,1,18,58,1
2020,1,18,59,3
2020,1,18,60,3
2020,1,18,62,2
2020,1,18,63,2
2020,1,18,64,2
2020,1,18,67,2
2020,1,18,68,1
2020,1,18,69,2
2020,1,18,72,3
2020,1,18,73,2
2020,1,18,74,1
2020,1,18,75,5
2020,1,18,76,5
2020,1,18,77,4
2020,1,18,78,4
2020,1,18,79,2
2020,1,18,82,1
2020,1,18,83,2
2020,1,18,84,1
2020,1,18,85,1
2020,1,18,86,1
2020,1,18,87,1
2020,1,18,92,2
2020,1,18,93,2
2020,1,18,94,6
2020,1,18,95,2
2020,1,18,971,3
2020,1,18,972,1
2020,1,18,973,3
2020,1,18,974,2
2020,1,18,NA,3
2020,1,19,02,3
2020,1,19,06,2
2020,1,19,07,3
2020,1,19,10,2
2020,1,19,11,2
2020,1,19,12,1
2020,1,19,13,13
2020,1,19,14,4
2020,1,19,16,2
2020,1,19,19,1
2020,1,19,21,4
2020,1,19,22,3
2020,1,19,25,3
2020,1,19,27,1
2020,1,19,29,6
2020,1,19,2A,1
2020,1,19,30,4
2020,1,19,31,1
2020,1,19,32,1
2020,1,19,34,2
2020,1,19,35,2
2020,1,19,37,4
2020,1,19,38,3
2020,1,19,41,3
2020,1,19,42,2
2020,1,19,44,5
2020,1,19,45,4
2020,1,19,47,2
2020,1,19,49,1
2020,1,19,50,1
2020,1,19,51,1
2020,1,19,52,1
2020,1,19,54,4
2020,1,19,56,4
2020,1,19,57,4
2020,1,19,59,8
2020,1,19,60,4
2020,1,19,62,4
2020,1,19,63,2
2020,1,19,64,1
2020,1,19,67,3
2020,1,19,68,3
2020,1,19,69,7
2020,1,19,70,1
2020,1,19,71,1
2020,1,19,72,2
2020,1,19,73,5
2020,1,19,74,2
2020,1,19,75,11
2020,1,19,76,2
2020,1,19,77,4
2020,1,19,78,2
2020,1,19,80,3
2020,1,19,81,1
2020,1,19,82,3
2020,1,19,83,2
2020,1,19,84,1
2020,1,19,85,1
2020,1,19,86,2
2020,1,19,87,3
2020,1,19,89,1
2020,1,19,92,3
2020,1,19,93,2
2020,1,19,94,5
2020,1,19,95,3
2020,1,19,971,4
2020,1,19,972,1
2020,1,19,973,3
2020,1,19,974,4
2020,1,19,NA,4
2020,1,20,02,1
2020,1,20,03,3
2020,1,20,05,1
2020,1,20,06,2
2020,1,20,07,1
2020,1,20,08,1
2020,1,20,10,3
2020,1,20,13,7
2020,1,20,14,3
2020,1,20,16,1
2020,1,20,17,2
2020,1,20,18,1
2020,1,20,21,1
2020,1,20,22,2
2020,1,20,24,1
2020,1,20,25,3
2020,1,20,26,2
2020,1,20,27,3
2020,1,20,29,4
2020,1,20,30,1
2020,1,20,31,5
2020,1,20,33,3
2020,1,20,34,4
2020,1,20,35,3
2020,1,20,36,1
2020,1,20,38,6
2020,1,20,39,1
2020,1,20,41,1
2020,1,20,42,3
2020,1,20,43,1
2020,1,20,44,4
2020,1,20,45,6
2020,1,20,47,1
2020,1,20,48,2
2020,1,20,49,3
2020,1,20,50,1
2020,1,20,51,4
2020,1,20,54,6
2020,1,20,55,1
2020,1,20,57,3
2020,1,20,59,8
2020,1,20,60,3
2020,1,20,61,1
2020,1,20,62,5
2020,1,20,63,3
2020,1,20,64,1
2020,1,20,66,1
2020,1,20,67,1
2020,1,20,68,2
2020,1,20,69,8
2020,1,20,71,3
2020,1,20,72,4
2020,1,20,74,1
2020,1,20,75,12
2020,1,20,76,4
2020,1,20,77,3
2020,1,20,79,3
2020,1,20,80,3
2020,1,20,83,3
2020,1,20,84,2
2020,1,20,85,3
2020,1,20,86,5
2020,1,20,87,2
2020,1,20,89,1
2020,1,20,90,1
2020,1,20,91,1
2020,1,20,92,1
2020,1,20,93,5
2020,1,20,94,6
2020,1,20,95,1
2020,1,20,971,1
2020,1,20,972,2
2020,1,20,973,1
2020,1,20,974,2
2020,1,20,976,3
2020,1,20,NA,7
2020,1,21,03,1
2020,1,21,04,2
2020,1,21,10,2
2020,1,21,11,4
2020,1,21,12,3
2020,1,21,13,14
2020,1,21,14,3
2020,1,21,15,1
2020,1,21,17,2
2020,1,21,18,1
2020,1,21,21,2
2020,1,21,22,1
2020,1,21,23,1
2020,1,21,24,1
2020,1,21,25,2
2020,1,21,26,2
2020,1,21,27,2
2020,1,21,28,2
2020,1,21,29,2
2020,1,21,2A,1
2020,1,21,2B,1
2020,1,21,30,3
2020,1,21,31,5
2020,1,21,33,2
2020,1,21,34,5
2020,1,21,35,2
2020,1,21,36,1
2020,1,21,37,3
2020,1,21,38,4
2020,1,21,39,2
2020,1,21,40,2
2020,1,21,41,1
2020,1,21,42,4
2020,1,21,44,1
2020,1,21,45,3
2020,1,21,47,1
2020,1,21,49,2
2020,1,21,50,3
2020,1,21,51,2
2020,1,21,53,2
2020,1,21,54,5
2020,1,21,56,2
2020,1,21,57,3
2020,1,21,58,1
2020,1,21,59,6
2020,1,21,60,1
2020,1,21,61,1
2020,1,21,62,1
2020,1,21,63,1
2020,1,21,64,4
2020,1,21,65,1
2020,1,21,66,1
2020,1,21,68,2
2020,1,21,69,10
2020,1,21,71,1
2020,1,21,72,2
2020,1,21,73,1
2020,1,21,74,4
2020,1,21,75,18
2020,1,21,76,3
2020,1,21,77,2
2020,1,21,78,5
2020,1,21,79,1
2020,1,21,80,2
2020,1,21,81,1
2020,1,21,82,1
2020,1,21,83,4
2020,1,21,84,1
2020,1,21,85,1
2020,1,21,86,1
2020,1,21,87,1
2020,1,21,88,1
2020,1,21,89,1
2020,1,21,91,6
2020,1,21,92,2
2020,1,21,93,4
2020,1,21,94,2
2020,1,21,95,3
2020,1,21,971,5
2020,1,21,972,5
2020,1,21,973,1
2020,1,21,974,5
2020,1,21,976,2
2020,1,21,NA,7
2020,1,22,01,1
2020,1,22,02,4
2020,1,22,03,1
2020,1,22,04,1
2020,1,22,06,3
2020,1,22,07,2
2020,1,22,08,2
2020,1,22,09,1
2020,1,22,11,1
2020,1,22,13,8
2020,1,22,14,2
2020,1,22,17,3
2020,1,22,19,1
2020,1,22,22,1
2020,1,22,24,3
2020,1,22,25,2
2020,1,22,26,1
2020,1,22,27,1
2020,1,22,28,3
2020,1,22,29,8
2020,1,22,30,1
2020,1,22,31,5
2020,1,22,32,1
2020,1,22,33,5
2020,1,22,34,2
2020,1,22,35,3
2020,1,22,36,1
2020,1,22,37,2
2020,1,22,38,6
2020,1,22,39,2
2020,1,22,40,2
2020,1,22,42,4
2020,1,22,44,3
2020,1,22,47,1
2020,1,22,49,4
2020,1,22,51,3
2020,1,22,52,1
2020,1,22,54,2
2020,1,22,56,2
2020,1,22,57,2
2020,1,22,58,1
2020,1,22,59,4
2020,1,22,60,2
2020,1,22,61,1
2020,1,22,62,1
2020,1,22,63,2
2020,1,22,64,2
2020,1,22,66,2
2020,1,22,67,2
2020,1,22,68,5
2020,1,22,69,10
2020,1,22,71,2
2020,1,22,72,1
2020,1,22,73,1
2020,1,22,74,3
2020,1,22,75,18
2020,1,22,76,3
2020,1,22,77,4
2020,1,22,78,8
2020,1,22,80,3
2020,1,22,81,1
2020,1,22,82,1
2020,1,22,83,6
2020,1,22,84,1
2020,1,22,86,4
2020,1,22,88,2
2020,1,22,89,1
2020,1,22,91,7
2020,1,22,92,4
2020,1,22,93,2
2020,1,22,94,4
2020,1,22,971,2
2020,1,22,972,1
2020,1,22,973,6
2020,1,22,974,1
2020,1,22,976,2
2020,1,22,NA,5
2020,1,23,01,2
2020,1,23,02,2
2020,1,23,03,2
2020,1,23,04,1
2020,1,23,06,3
2020,1,23,07,1
2020,1,23,11,1
2020,1,23,13,6
2020,1,23,14,2
2020,1,23,17,3
2020,1,23,19,1
2020,1,23,21,1
2020,1,23,22,2
2020,1,23,24,3
2020,1,23,25,6
2020,1,23,28,1
2020,1,23,29,3
2020,1,23,2A,1
2020,1,23,30,7
2020,1,23,31,5
2020,1,23,32,2
2020,1,23,33,5
2020,1,23,34,6
2020,1,23,35,2
2020,1,23,36,1
2020,1,23,37,2
2020,1,23,38,6
2020,1,23,40,2
2020,1,23,41,1
2020,1,23,42,2
2020,1,23,44,5
2020,1,23,46,1
2020,1,23,47,2
2020,1,23,49,2
2020,1,23,50,3
2020,1,23,51,3
2020,1,23,53,1
2020,1,23,54,3
2020,1,23,56,1
2020,1,23,57,1
2020,1,23,58,1
2020,1,23,59,7
2020,1,23,60,2
2020,1,23,62,3
2020,1,23,63,3
2020,1,23,64,1
2020,1,23,67,6
2020,1,23,69,10
2020,1,23,71,2
2020,1,23,72,2
2020,1,23,73,1
2020,1,23,74,4
2020,1,23,75,12
2020,1,23,76,3
2020,1,23,77,2
2020,1,23,78,1
2020,1,23,79,1
2020,1,23,80,5
2020,1,23,81,1
2020,1,23,82,1
2020,1,23,83,6
2020,1,23,85,3
2020,1,23,86,1
2020,1,23,88,1
2020,1,23,89,1
2020,1,23,90,1
2020,1,23,91,4
2020,1,23,92,3
2020,1,23,93,5
2020,1,23,94,7
2020,1,23,95,2
2020,1,23,971,3
2020,1,23,973,4
2020,1,23,974,2
2020,1,23,976,4
2020,1,23,NA,8
2020,1,24,01,1
2020,1,24,02,3
2020,1,24,03,1
2020,1,24,04,2
2020,1,24,05,1
2020,1,24,06,3
2020,1,24,07,2
2020,1,24,08,1
2020,1,24,09,1
2020,1,24,11,1
2020,1,24,13,9
2020,1,24,14,2
2020,1,24,15,1
2020,1,24,16,1
2020,1,24,17,3
2020,1,24,18,2
2020,1,24,21,1
2020,1,24,22,4
2020,1,24,24,2
2020,1,24,25,2
2020,1,24,27,2
2020,1,24,29,4
2020,1,24,30,1
2020,1,24,31,1
2020,1,24,33,8
2020,1,24,34,7
2020,1,24,35,2
2020,1,24,37,2
2020,1,24,38,1
2020,1,24,39,1
2020,1,24,40,1
2020,1,24,41,1
2020,1,24,42,4
2020,1,24,44,2
2020,1,24,45,2
2020,1,24,49,1
2020,1,24,50,2
2020,1,24,51,3
2020,1,24,53,2
2020,1,24,54,3
2020,1,24,56,1
2020,1,24,57,2
2020,1,24,58,1
2020,1,24,59,10
2020,1,24,60,4
2020,1,24,61,1
2020,1,24,62,1
2020,1,24,63,1
2020,1,24,64,2
2020,1,24,66,1
2020,1,24,68,2
2020,1,24,69,7
2020,1,24,71,2
2020,1,24,72,1
2020,1,24,73,3
2020,1,24,74,1
2020,1,24,75,11
2020,1,24,76,3
2020,1,24,77,1
2020,1,24,78,5
2020,1,24,80,3
2020,1,24,82,2
2020,1,24,83,4
2020,1,24,84,1
2020,1,24,85,1
2020,1,24,86,1
2020,1,24,87,1
2020,1,24,88,2
2020,1,24,89,2
2020,1,24,91,5
2020,1,24,92,2
2020,1,24,93,8
2020,1,24,94,6
2020,1,24,95,3
2020,1,24,971,5
2020,1,24,973,3
2020,1,24,974,1
2020,1,24,976,1
2020,1,24,NA,8
2020,1,25,01,1
2020,1,25,02,2
2020,1,25,03,1
2020,1,25,07,1
2020,1,25,11,1
2020,1,25,12,3
2020,1,25,13,11
2020,1,25,14,4
2020,1,25,15,1
2020,1,25,16,2
2020,1,25,17,2
2020,1,25,19,2
2020,1,25,21,5
2020,1,25,22,1
2020,1,25,25,2
2020,1,25,26,3
2020,1,25,28,1
2020,1,25,29,2
2020,1,25,2A,1
2020,1,25,30,3
2020,1,25,31,3
2020,1,25,33,6
2020,1,25,34,4
2020,1,25,35,3
2020,1,25,38,2
2020,1,25,39,2
2020,1,25,40,2
2020,1,25,42,1
2020,1,25,44,8
2020,1,25,45,4
2020,1,25,46,1
2020,1,25,47,1
2020,1,25,49,3
2020,1,25,51,3
2020,1,25,52,1
2020,1,25,53,1
2020,1,25,54,6
2020,1,25,55,1
2020,1,25,56,4
2020,1,25,57,2
2020,1,25,59,7
2020,1,25,60,3
2020,1,25,62,5
2020,1,25,63,3
2020,1,25,64,2
2020,1,25,65,1
2020,1,25,66,1
2020,1,25,67,5
2020,1,25,68,1
2020,1,25,69,8
2020,1,25,71,1
2020,1,25,72,3
2020,1,25,73,4
2020,1,25,74,1
2020,1,25,75,17
2020,1,25,76,3
2020,1,25,77,1
2020,1,25,78,1
2020,1,25,79,1
2020,1,25,80,2
2020,1,25,82,2
2020,1,25,83,2
2020,1,25,85,2
2020,1,25,86,2
2020,1,25,87,2
2020,1,25,88,2
2020,1,25,89,2
2020,1,25,90,2
2020,1,25,91,4
2020,1,25,92,7
2020,1,25,93,3
2020,1,25,94,3
2020,1,25,95,3
2020,1,25,971,4
2020,1,25,972,2
2020,1,25,973,2
2020,1,25,974,6
2020,1,25,NA,12
2020,1,26,01,2
2020,1,26,02,2
2020,1,26,03,1
2020,1,26,04,2
2020,1,26,05,1
2020,1,26,06,3
2020,1,26,07,4
2020,1,26,08,1
2020,1,26,13,11
2020,1,26,14,3
2020,1,26,17,3
2020,1,26,21,3
2020,1,26,22,3
2020,1,26,23,1
2020,1,26,25,1
2020,1,26,26,3
2020,1,26,29,6
2020,1,26,2B,1
2020,1,26,30,1
2020,1,26,31,4
2020,1,26,33,4
2020,1,26,34,5
2020,1,26,35,3
2020,1,26,37,3
2020,1,26,38,6
2020,1,26,39,1
2020,1,26,40,1
2020,1,26,41,2
2020,1,26,42,1
2020,1,26,43,2
2020,1,26,44,1
2020,1,26,45,1
2020,1,26,47,2
2020,1,26,49,2
2020,1,26,51,1
2020,1,26,53,1
2020,1,26,54,3
2020,1,26,56,2
2020,1,26,57,4
2020,1,26,59,17
2020,1,26,60,4
2020,1,26,61,1
2020,1,26,62,7
2020,1,26,63,2
2020,1,26,64,1
2020,1,26,66,2
2020,1,26,67,2
2020,1,26,68,2
2020,1,26,69,13
2020,1,26,72,4
2020,1,26,73,1
2020,1,26,74,2
2020,1,26,75,12
2020,1,26,76,8
2020,1,26,77,3
2020,1,26,80,3
2020,1,26,83,3
2020,1,26,85,3
2020,1,26,86,1
2020,1,26,87,2
2020,1,26,89,3
2020,1,26,90,1
2020,1,26,91,7
2020,1,26,92,5
2020,1,26,93,3
2020,1,26,94,5
2020,1,26,95,4
2020,1,26,972,2
2020,1,26,973,2
2020,1,26,974,2
2020,1,26,NA,8
2020,1,27,02,1
2020,1,27,03,1
2020,1,27,04,3
2020,1,27,05,1
2020,1,27,06,5
2020,1,27,07,1
2020,1,27,12,1
2020,1,27,13,15
2020,1,27,14,1
2020,1,27,18,1
2020,1,27,21,2
2020,1,27,22,1
2020,1,27,24,3
2020,1,27,25,3
2020,1,27,26,2
2020,1,27,27,2
2020,1,27,28,1
2020,1,27,29,4
2020,1,27,30,5
2020,1,27,31,9
2020,1,27,32,1
2020,1,27,33,5
2020,1,27,34,3
2020,1,27,35,4
2020,1,27,36,1
2020,1,27,37,3
2020,1,27,38,4
2020,1,27,39,3
2020,1,27,42,4
2020,1,27,44,5
2020,1,27,45,2
2020,1,27,47,1
2020,1,27,50,3
2020,1,27,51,2
2020,1,27,52,1
2020,1,27,54,1
2020,1,27,55,1
2020,1,27,56,1
2020,1,27,57,2
2020,1,27,59,12
2020,1,27,60,5
2020,1,27,61,1
2020,1,27,62,3
2020,1,27,63,2
2020,1,27,64,3
2020,1,27,65,1
2020,1,27,66,1
2020,1,27,67,4
2020,1,27,68,2
2020,1,27,69,11
2020,1,27,71,5
2020,1,27,72,2
2020,1,27,74,6
2020,1,27,75,18
2020,1,27,76,6
2020,1,27,77,4
2020,1,27,78,2
2020,1,27,79,2
2020,1,27,80,3
2020,1,27,82,2
2020,1,27,83,1
2020,1,27,84,3
2020,1,27,85,2
2020,1,27,86,1
2020,1,27,87,1
2020,1,27,88,2
2020,1,27,89,1
2020,1,27,91,1
2020,1,27,92,5
2020,1,27,93,4
2020,1,27,94,4
2020,1,27,95,3
2020,1,27,971,1
2020,1,27,972,1
2020,1,27,973,2
2020,1,27,974,5
2020,1,27,976,3
2020,1,27,NA,6
2020,1,28,01,4
2020,1,28,02,1
2020,1,28,03,2
2020,1,28,05,1
2020,1,28,06,6
2020,1,28,08,2
2020,1,28,10,1
2020,1,28,12,1
2020,1,28,13,5
2020,1,28,14,2
2020,1,28,15,1
2020,1,28,16,1
2020,1,28,17,4
2020,1,28,18,1
2020,1,28,19,1
2020,1,28,21,4
2020,1,28,24,2
2020,1,28,25,3
2020,1,28,26,2
2020,1,28,27,2
2020,1,28,29,4
2020,1,28,2A,1
2020,1,28,30,4
2020,1,28,31,7
2020,1,28,33,4
2020,1,28,34,5
2020,1,28,35,2
2020,1,28,36,2
2020,1,28,37,4
2020,1,28,38,9
2020,1,28,41,1
2020,1,28,42,1
2020,1,28,44,1
2020,1,28,45,2
2020,1,28,46,1
2020,1,28,48,1
2020,1,28,49,7
2020,1,28,50,1
2020,1,28,51,5
2020,1,28,52,1
2020,1,28,53,2
2020,1,28,54,6
2020,1,28,55,3
2020,1,28,56,1
2020,1,28,57,2
2020,1,28,58,1
2020,1,28,59,8
2020,1,28,60,3
2020,1,28,61,4
2020,1,28,62,7
2020,1,28,63,5
2020,1,28,64,3
2020,1,28,67,7
2020,1,28,68,3
2020,1,28,69,7
2020,1,28,70,2
2020,1,28,72,2
2020,1,28,73,1
2020,1,28,74,2
2020,1,28,75,10
2020,1,28,76,4
2020,1,28,77,5
2020,1,28,78,3
2020,1,28,79,1
2020,1,28,80,3
2020,1,28,81,2
2020,1,28,82,1
2020,1,28,83,3
2020,1,28,84,2
2020,1,28,85,2
2020,1,28,86,1
2020,1,28,87,1
2020,1,28,88,1
2020,1,28,89,1
2020,1,28,90,1
2020,1,28,91,3
2020,1,28,92,9
2020,1,28,93,2
2020,1,28,94,4
2020,1,28,95,4
2020,1,28,971,3
2020,1,28,972,3
2020,1,28,973,2
2020,1,28,974,6
2020,1,28,976,2
2020,1,28,NA,8
2020,1,29,02,1
2020,1,29,04,1
2020,1,29,06,3
2020,1,29,07,1
2020,1,29,08,1
2020,1,29,10,1
2020,1,29,11,1
2020,1,29,13,10
2020,1,29,14,2
2020,1,29,16,4
2020,1,29,17,3
2020,1,29,18,1
2020,1,29,24,1
2020,1,29,25,5
2020,1,29,26,1
2020,1,29,27,3
2020,1,29,28,1
2020,1,29,29,5
2020,1,29,2A,1
2020,1,29,30,8
2020,1,29,31,7
2020,1,29,33,8
2020,1,29,34,4
2020,1,29,35,4
2020,1,29,37,1
2020,1,29,38,4
2020,1,29,40,2
2020,1,29,41,2
2020,1,29,42,5
2020,1,29,43,2
2020,1,29,44,7
2020,1,29,45,2
2020,1,29,49,1
2020,1,29,50,2
2020,1,29,51,3
2020,1,29,53,1
2020,1,29,54,2
2020,1,29,56,3
2020,1,29,57,1
2020,1,29,59,17
2020,1,29,60,2
2020,1,29,62,3
2020,1,29,63,6
2020,1,29,64,2
2020,1,29,65,3
2020,1,29,66,1
2020,1,29,67,3
2020,1,29,68,3
2020,1,29,69,6
2020,1,29,70,3
2020,1,29,72,2
2020,1,29,73,3
2020,1,29,74,3
2020,1,29,75,20
2020,1,29,76,4
2020,1,29,77,6
2020,1,29,78,2
2020,1,29,79,4
2020,1,29,81,1
2020,1,29,82,1
2020,1,29,83,5
2020,1,29,85,3
2020,1,29,86,5
2020,1,29,88,3
2020,1,29,89,1
2020,1,29,91,4
2020,1,29,92,7
2020,1,29,93,9
2020,1,29,94,5
2020,1,29,95,4
2020,1,29,971,3
2020,1,29,972,2
2020,1,29,973,1
2020,1,29,974,3
2020,1,29,976,1
2020,1,29,NA,8
2020,1,30,01,1
2020,1,30,02,1
2020,1,30,03,1
2020,1,30,04,3
2020,1,30,06,5
2020,1,30,08,1
2020,1,30,10,2
2020,1,30,11,1
2020,1,30,13,9
2020,1,30,14,1
2020,1,30,16,1
2020,1,30,17,2
2020,1,30,18,2
2020,1,30,21,5
2020,1,30,22,3
2020,1,30,24,3
2020,1,30,25,3
2020,1,30,26,2
2020,1,30,27,4
2020,1,30,29,4
2020,1,30,2A,1
2020,1,30,2B,2
2020,1,30,30,1
2020,1,30,31,7
2020,1,30,32,2
2020,1,30,33,7
2020,1,30,34,6
2020,1,30,35,6
2020,1,30,37,6
2020,1,30,38,4
2020,1,30,39,3
2020,1,30,40,2
2020,1,30,41,2
2020,1,30,42,2
2020,1,30,43,1
2020,1,30,44,7
2020,1,30,45,3
2020,1,30,46,1
2020,1,30,49,3
2020,1,30,50,4
2020,1,30,51,1
2020,1,30,52,1
2020,1,30,54,1
2020,1,30,56,7
2020,1,30,57,4
2020,1,30,58,1
2020,1,30,59,8
2020,1,30,60,3
2020,1,30,61,1
2020,1,30,62,2
2020,1,30,63,1
2020,1,30,64,4
2020,1,30,66,1
2020,1,30,67,5
2020,1,30,68,2
2020,1,30,69,11
2020,1,30,72,2
2020,1,30,73,5
2020,1,30,74,5
2020,1,30,75,15
2020,1,30,76,1
2020,1,30,77,4
2020,1,30,78,7
2020,1,30,79,4
2020,1,30,80,2
2020,1,30,81,1
2020,1,30,82,2
2020,1,30,83,5
2020,1,30,84,2
2020,1,30,85,1
2020,1,30,86,4
2020,1,30,87,1
2020,1,30,88,3
2020,1,30,89,2
2020,1,30,90,1
2020,1,30,91,2
2020,1,30,92,6
2020,1,30,93,5
2020,1,30,94,2
2020,1,30,95,9
2020,1,30,971,4
2020,1,30,972,2
2020,1,30,973,5
2020,1,30,974,7
2020,1,30,976,4
2020,1,30,NA,7
2020,1,31,01,3
2020,1,31,03,1
2020,1,31,05,2
2020,1,31,06,6
2020,1,31,08,1
2020,1,31,09,1
2020,1,31,11,4
2020,1,31,13,10
2020,1,31,14,3
2020,1,31,15,1
2020,1,31,17,2
2020,1,31,18,1
2020,1,31,19,3
2020,1,31,21,5
2020,1,31,22,2
2020,1,31,23,1
2020,1,31,25,4
2020,1,31,27,1
2020,1,31,28,2
2020,1,31,29,5
2020,1,31,2A,1
2020,1,31,2B,1
2020,1,31,30,3
2020,1,31,31,11
2020,1,31,32,1
2020,1,31,33,6
2020,1,31,34,6
2020,1,31,35,7
2020,1,31,36,2
2020,1,31,37,5
2020,1,31,38,8
2020,1,31,39,1
2020,1,31,40,2
2020,1,31,41,1
2020,1,31,42,5
2020,1,31,43,2
2020,1,31,44,9
2020,1,31,45,1
2020,1,31,47,2
2020,1,31,48,1
2020,1,31,49,5
2020,1,31,50,4
2020,1,31,51,4
2020,1,31,52,1
2020,1,31,53,1
2020,1,31,54,7
2020,1,31,56,5
2020,1,31,57,9
2020,1,31,58,1
2020,1,31,59,16
2020,1,31,60,4
2020,1,31,61,1
2020,1,31,62,5
2020,1,31,63,1
2020,1,31,64,3
2020,1,31,65,2
2020,1,31,67,5
2020,1,31,68,2
2020,1,31,69,4
2020,1,31,70,1
2020,1,31,71,1
2020,1,31,72,2
2020,1,31,73,1
2020,1,31,74,5
2020,1,31,75,18
2020,1,31,76,7
2020,1,31,77,3
2020,1,31,78,3
2020,1,31,79,3
2020,1,31,80,1
2020,1,31,81,1
2020,1,31,82,1
2020,1,31,83,4
2020,1,31,84,2
2020,1,31,85,5
2020,1,31,86,2
2020,1,31,87,1
2020,1,31,91,4
2020,1,31,92,7
2020,1,31,93,11
2020,1,31,94,5
2020,1,31,972,2
2020,1,31,973,2
2020,1,31,974,4
2020,1,31,976,3
2020,1,31,NA,13
2020,1,32,01,2
2020,1,32,02,3
2020,1,32,03,3
2020,1,32,04,3
2020,1,32,05,1
2020,1,32,06,7
2020,1,32,07,3
2020,1,32,08,2
2020,1,32,11,1
2020,1,32,12,2
2020,1,32,13,6
2020,1,32,14,3
2020,1,32,16,3
2020,1,32,17,3
2020,1,32,21,2
2020,1,32,22,2
2020,1,32,24,2
2020,1,32,25,11
2020,1,32,26,2
2020,1,32,27,2
2020,1,32,28,1
2020,1,32,29,8
2020,1,32,30,3
2020,1,32,31,4
2020,1,32,33,4
2020,1,32,34,8
2020,1,32,35,6
2020,1,32,37,3
2020,1,32,38,5
2020,1,32,39,1
2020,1,32,40,2
2020,1,32,41,1
2020,1,32,42,4
2020,1,32,44,3
2020,1,32,45,2
2020,1,32,46,1
2020,1,32,47,2
2020,1,32,48,1
2020,1,32,49,4
2020,1,32,50,1
2020,1,32,51,4
2020,1,32,53,1
2020,1,32,54,8
2020,1,32,55,1
2020,1,32,56,3
2020,1,32,57,2
2020,1,32,59,12
2020,1,32,60,7
2020,1,32,61,1
2020,1,32,62,4
2020,1,32,63,3
2020,1,32,64,2
2020,1,32,65,1
2020,1,32,66,5
2020,1,32,67,4
2020,1,32,68,1
2020,1,32,69,7
2020,1,32,70,1
2020,1,32,71,4
2020,1,32,72,4
2020,1,32,73,2
2020,1,32,74,2
2020,1,32,75,16
2020,1,32,76,4
2020,1,32,77,3
2020,1,32,78,3
2020,1,32,79,2
2020,1,32,80,8
2020,1,32,81,3
2020,1,32,82,1
2020,1,32,83,1
2020,1,32,84,3
2020,1,32,85,2
2020,1,32,86,5
2020,1,32,87,2
2020,1,32,88,3
2020,1,32,89,1
2020,1,32,90,1
2020,1,32,91,1
2020,1,32,92,7
2020,1,32,93,6
2020,1,32,94,10
2020,1,32,95,3
2020,1,32,971,3
2020,1,32,972,5
2020,1,32,973,3
2020,1,32,974,2
2020,1,32,976,4
2020,1,32,NA,12
2020,1,33,01,2
2020,1,33,02,4
2020,1,33,03,2
2020,1,33,06,5
2020,1,33,08,3
2020,1,33,10,5
2020,1,33,11,1
2020,1,33,13,12
2020,1,33,14,3
2020,1,33,15,1
2020,1,33,16,3
2020,1,33,17,4
2020,1,33,18,3
2020,1,33,19,2
2020,1,33,21,5
2020,1,33,22,1
2020,1,33,23,1
2020,1,33,25,6
2020,1,33,26,4
2020,1,33,27,5
2020,1,33,29,3
2020,1,33,2A,1
2020,1,33,30,3
2020,1,33,31,9
2020,1,33,32,1
2020,1,33,33,4
2020,1,33,34,6
2020,1,33,35,6
2020,1,33,36,1
2020,1,33,37,3
2020,1,33,38,3
2020,1,33,39,1
2020,1,33,40,1
2020,1,33,41,3
2020,1,33,42,5
2020,1,33,43,4
2020,1,33,44,10
2020,1,33,45,3
2020,1,33,46,1
2020,1,33,47,1
2020,1,33,48,1
2020,1,33,49,2
2020,1,33,51,7
2020,1,33,53,2
2020,1,33,54,3
2020,1,33,56,7
2020,1,33,57,4
2020,1,33,58,3
2020,1,33,59,14
2020,1,33,62,5
2020,1,33,63,2
2020,1,33,64,3
2020,1,33,66,3
2020,1,33,67,6
2020,1,33,68,4
2020,1,33,69,6
2020,1,33,70,2
2020,1,33,71,5
2020,1,33,73,4
2020,1,33,74,4
2020,1,33,75,16
2020,1,33,76,4
2020,1,33,77,5
2020,1,33,78,2
2020,1,33,79,2
2020,1,33,80,6
2020,1,33,81,1
2020,1,33,82,1
2020,1,33,83,5
2020,1,33,84,8
2020,1,33,85,2
2020,1,33,86,4
2020,1,33,87,5
2020,1,33,88,1
2020,1,33,90,1
2020,1,33,91,7
2020,1,33,92,5
2020,1,33,93,7
2020,1,33,94,9
2020,1,33,95,4
2020,1,33,971,2
2020,1,33,972,5
2020,1,33,973,7
2020,1,33,974,7
2020,1,33,976,3
2020,1,33,NA,13
2020,1,34,01,1
2020,1,34,02,3
2020,1,34,03,3
2020,1,34,04,3
2020,1,34,05,2
2020,1,34,06,5
2020,1,34,07,3
2020,1,34,08,2
2020,1,34,09,1
2020,1,34,10,2
2020,1,34,11,3
2020,1,34,12,2
2020,1,34,13,12
2020,1,34,14,6
