SITE	NUMERO_SITE	SEXE	ANNEE	PA	CAS_PRED	CAS_PRED_INF	CAS_PRED_SUP	TSM_I_PRED	TSM_I_PRED_INF	TSM_I_PRED_SUP	TSE_I_PRED	TSE_I_PRED_INF	TSE_I_PRED_SUP	TB_I_PRED	TB_I_PRED_INF	TB_I_PRED_SUP
bloro	01.40	2	2014	33078234.5	1013	915	1120	1.9	1.7	2.1	2.6	2.3	2.8	3.1	2.8	3.4
bloro	01.40	2	2015	33219169.5	1057	949	1178	1.9	1.7	2.1	2.6	2.4	2.9	3.2	2.9	3.5
bloro	01.40	2	2016	33346795	1102	982	1241	2	1.8	2.2	2.7	2.4	3.1	3.3	2.9	3.7
bloro	01.40	2	2017	33463250.5	1153	1016	1310	2	1.8	2.3	2.8	2.5	3.2	3.4	3	3.9
bloro	01.40	2	2018	33517815	1200	1045	1378	2.1	1.8	2.4	2.9	2.5	3.3	3.6	3.1	4.1
naso	01.50	1	1990	27606178	212	178	253	0.6	0.5	0.8	0.8	0.7	1	0.8	0.6	0.9
naso	01.50	1	1991	27731738.5	212	180	253	0.6	0.5	0.8	0.8	0.7	1	0.8	0.6	0.9
naso	01.50	1	1992	27855283	214	181	253	0.6	0.5	0.7	0.8	0.7	0.9	0.8	0.7	0.9
naso	01.50	1	1993	27957444	216	183	253	0.6	0.5	0.7	0.8	0.7	0.9	0.8	0.7	0.9
naso	01.50	1	1994	28038749.5	214	184	253	0.6	0.5	0.7	0.8	0.7	0.9	0.8	0.7	0.9
naso	01.50	1	1995	28116753.5	216	186	253	0.6	0.5	0.7	0.8	0.7	0.9	0.8	0.7	0.9
naso	01.50	1	1996	28195599	218	187	253	0.6	0.5	0.7	0.8	0.7	0.9	0.8	0.7	0.9
naso	01.50	1	1997	28275964	219	189	253	0.6	0.5	0.7	0.8	0.7	0.9	0.8	0.7	0.9
naso	01.50	1	1998	28361163	220	190	254	0.6	0.5	0.7	0.8	0.7	0.9	0.8	0.7	0.9
naso	01.50	1	1999	28486063	220	192	254	0.6	0.5	0.7	0.8	0.7	0.9	0.8	0.7	0.9
naso	01.50	1	2000	28657893.5	222	194	256	0.6	0.5	0.7	0.8	0.7	0.9	0.8	0.7	0.9
naso	01.50	1	2001	28844405	224	195	257	0.6	0.5	0.7	0.8	0.7	0.9	0.8	0.7	0.9
naso	01.50	1	2002	29033407.5	224	197	258	0.6	0.5	0.7	0.7	0.7	0.9	0.8	0.7	0.9
naso	01.50	1	2003	29220241.5	226	199	260	0.6	0.5	0.7	0.7	0.7	0.9	0.8	0.7	0.9
naso	01.50	1	2004	29415016.5	228	200	262	0.6	0.5	0.7	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2005	29615886	229	202	263	0.6	0.5	0.7	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2006	29815994.5	230	203	265	0.6	0.5	0.7	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2007	30001162.5	233	204	267	0.6	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2008	30166090.5	235	205	269	0.6	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2009	30322692	236	205	270	0.6	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2010	30475789	235	206	272	0.6	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2011	30626399	237	206	274	0.6	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2012	30782589.5	239	206	276	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2013	30945466.5	240	207	278	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2014	31086155	241	207	280	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2015	31210477	239	206	282	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2016	31332989	241	206	283	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2017	31446345.5	241	206	285	0.5	0.4	0.6	0.7	0.6	0.8	0.8	0.7	0.9
naso	01.50	1	2018	31500281	241	204	286	0.5	0.4	0.6	0.7	0.6	0.8	0.8	0.6	0.9
naso	01.50	2	1990	29102652.5	69	56	79	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	1991	29243858.5	69	57	80	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	1992	29384564	68	57	81	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	1993	29509640.5	69	58	82	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	1994	29620022	70	58	83	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	1995	29727493.5	71	59	83	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	1996	29830389.5	72	60	84	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	1997	29931526	72	60	85	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	1998	30036624.5	72	61	86	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	1999	30191342.5	72	61	86	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	2000	30404491.5	73	62	87	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	2001	30631830.5	74	63	88	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	2002	30860462.5	75	63	89	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	2003	31083389.5	74	64	91	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	2004	31319326	74	65	92	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	2005	31565612.5	76	66	93	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	2006	31781491	77	66	94	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	2007	31963889.5	77	67	95	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	2008	32134197	78	68	95	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	2009	32292780	81	68	96	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.2	0.3
naso	01.50	2	2010	32442000.5	81	69	97	0.2	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.3
naso	01.50	2	2011	32596758.5	82	69	98	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.2	0.3
naso	01.50	2	2012	32754328.5	82	70	99	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.2	0.3
naso	01.50	2	2013	32917445	84	70	99	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.2	0.3
naso	01.50	2	2014	33078234.5	84	71	100	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.2	0.3
naso	01.50	2	2015	33219169.5	85	72	101	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.2	0.3
naso	01.50	2	2016	33346795	86	72	102	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.2	0.3
naso	01.50	2	2017	33463250.5	85	73	102	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.2	0.3
naso	01.50	2	2018	33517815	85	73	103	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.2	0.3
hypo	01.60	1	1990	27606178	3327	2883	3841	9.7	8.4	11.2	13.2	11.4	15.2	12.1	10.4	13.9
hypo	01.60	1	1991	27731738.5	3326	2881	3838	9.5	8.3	11	13	11.3	15	12	10.4	13.8
hypo	01.60	1	1992	27855283	3321	2875	3832	9.4	8.1	10.9	12.8	11.1	14.8	11.9	10.3	13.8
hypo	01.60	1	1993	27957444	3302	2858	3815	9.2	8	10.6	12.6	10.9	14.5	11.8	10.2	13.6
hypo	01.60	1	1994	28038749.5	3267	2828	3777	9	7.8	10.4	12.3	10.6	14.2	11.7	10.1	13.5
hypo	01.60	1	1995	28116753.5	3213	2779	3710	8.7	7.5	10.1	11.9	10.3	13.7	11.4	9.9	13.2
hypo	01.60	1	1996	28195599	3132	2711	3614	8.4	7.3	9.7	11.4	9.9	13.2	11.1	9.6	12.8
hypo	01.60	1	1997	28275964	3034	2630	3501	8	6.9	9.2	10.9	9.5	12.6	10.7	9.3	12.4
hypo	01.60	1	1998	28361163	2933	2543	3386	7.6	6.6	8.8	10.4	9	12	10.3	9	11.9
hypo	01.60	1	1999	28486063	2837	2460	3278	7.2	6.2	8.3	9.9	8.6	11.4	10	8.6	11.5
hypo	01.60	1	2000	28657893.5	2757	2387	3183	6.9	5.9	7.9	9.4	8.2	10.9	9.6	8.3	11.1
hypo	01.60	1	2001	28844405	2685	2326	3099	6.5	5.7	7.6	9	7.8	10.4	9.3	8.1	10.7
hypo	01.60	1	2002	29033407.5	2621	2274	3024	6.3	5.4	7.2	8.6	7.5	10	9	7.8	10.4
hypo	01.60	1	2003	29220241.5	2564	2224	2954	6	5.2	6.9	8.3	7.2	9.6	8.8	7.6	10.1
hypo	01.60	1	2004	29415016.5	2506	2176	2890	5.8	5	6.6	8	6.9	9.2	8.5	7.4	9.8
hypo	01.60	1	2005	29615886	2452	2127	2826	5.5	4.8	6.4	7.7	6.6	8.8	8.3	7.2	9.5
hypo	01.60	1	2006	29815994.5	2393	2077	2759	5.3	4.6	6.1	7.4	6.4	8.5	8	7	9.3
hypo	01.60	1	2007	30001162.5	2335	2029	2691	5.1	4.4	5.8	7.1	6.1	8.1	7.8	6.8	9
hypo	01.60	1	2008	30166090.5	2279	1982	2623	4.9	4.2	5.6	6.8	5.9	7.8	7.6	6.6	8.7
hypo	01.60	1	2009	30322692	2224	1936	2559	4.7	4.1	5.4	6.5	5.7	7.5	7.3	6.4	8.4
hypo	01.60	1	2010	30475789	2172	1893	2499	4.5	3.9	5.1	6.2	5.4	7.2	7.1	6.2	8.2
hypo	01.60	1	2011	30626399	2128	1853	2447	4.3	3.7	4.9	6	5.2	6.9	6.9	6.1	8
hypo	01.60	1	2012	30782589.5	2085	1816	2402	4.1	3.6	4.8	5.8	5	6.7	6.8	5.9	7.8
hypo	01.60	1	2013	30945466.5	2049	1780	2362	4	3.5	4.6	5.6	4.8	6.4	6.6	5.8	7.6
hypo	01.60	1	2014	31086155	2013	1745	2325	3.8	3.3	4.4	5.4	4.7	6.2	6.5	5.6	7.5
hypo	01.60	1	2015	31210477	1977	1710	2290	3.7	3.2	4.3	5.2	4.5	6	6.3	5.5	7.3
hypo	01.60	1	2016	31332989	1943	1674	2258	3.6	3.1	4.2	5	4.3	5.8	6.2	5.3	7.2
hypo	01.60	1	2017	31446345.5	1912	1639	2228	3.5	3	4.1	4.9	4.2	5.7	6.1	5.2	7.1
hypo	01.60	1	2018	31500281	1867	1594	2187	3.4	2.9	3.9	4.7	4	5.5	5.9	5.1	6.9
hypo	01.60	2	1990	29102652.5	123	100	152	0.3	0.3	0.4	0.4	0.3	0.5	0.4	0.3	0.5
hypo	01.60	2	1991	29243858.5	125	103	155	0.3	0.3	0.4	0.4	0.4	0.5	0.4	0.4	0.5
hypo	01.60	2	1992	29384564	131	107	158	0.3	0.3	0.4	0.4	0.4	0.5	0.4	0.4	0.5
hypo	01.60	2	1993	29509640.5	133	110	161	0.3	0.3	0.4	0.4	0.4	0.5	0.5	0.4	0.5
hypo	01.60	2	1994	29620022	137	114	164	0.3	0.3	0.4	0.5	0.4	0.5	0.5	0.4	0.6
hypo	01.60	2	1995	29727493.5	140	118	168	0.3	0.3	0.4	0.5	0.4	0.5	0.5	0.4	0.6
hypo	01.60	2	1996	29830389.5	144	122	172	0.3	0.3	0.4	0.5	0.4	0.6	0.5	0.4	0.6
hypo	01.60	2	1997	29931526	148	126	176	0.3	0.3	0.4	0.5	0.4	0.6	0.5	0.4	0.6
hypo	01.60	2	1998	30036624.5	154	131	181	0.4	0.3	0.4	0.5	0.4	0.6	0.5	0.4	0.6
hypo	01.60	2	1999	30191342.5	157	136	186	0.4	0.3	0.4	0.5	0.4	0.6	0.5	0.4	0.6
hypo	01.60	2	2000	30404491.5	164	141	191	0.4	0.3	0.4	0.5	0.4	0.6	0.5	0.5	0.6
hypo	01.60	2	2001	30631830.5	168	146	197	0.4	0.3	0.4	0.5	0.4	0.6	0.5	0.5	0.6
hypo	01.60	2	2002	30860462.5	176	152	203	0.4	0.3	0.4	0.5	0.4	0.6	0.6	0.5	0.7
hypo	01.60	2	2003	31083389.5	180	157	210	0.4	0.3	0.4	0.5	0.5	0.6	0.6	0.5	0.7
hypo	01.60	2	2004	31319326	187	163	217	0.4	0.3	0.5	0.5	0.5	0.6	0.6	0.5	0.7
hypo	01.60	2	2005	31565612.5	193	169	224	0.4	0.3	0.5	0.5	0.5	0.6	0.6	0.5	0.7
hypo	01.60	2	2006	31781491	201	174	231	0.4	0.4	0.5	0.6	0.5	0.6	0.6	0.5	0.7
hypo	01.60	2	2007	31963889.5	206	180	239	0.4	0.4	0.5	0.6	0.5	0.7	0.6	0.6	0.7
hypo	01.60	2	2008	32134197	213	185	246	0.4	0.4	0.5	0.6	0.5	0.7	0.7	0.6	0.8
hypo	01.60	2	2009	32292780	221	190	254	0.4	0.4	0.5	0.6	0.5	0.7	0.7	0.6	0.8
hypo	01.60	2	2010	32442000.5	225	196	262	0.4	0.4	0.5	0.6	0.5	0.7	0.7	0.6	0.8
hypo	01.60	2	2011	32596758.5	233	201	270	0.4	0.4	0.5	0.6	0.5	0.7	0.7	0.6	0.8
hypo	01.60	2	2012	32754328.5	238	206	279	0.5	0.4	0.5	0.6	0.5	0.7	0.7	0.6	0.9
hypo	01.60	2	2013	32917445	246	211	288	0.5	0.4	0.5	0.6	0.5	0.7	0.7	0.6	0.9
hypo	01.60	2	2014	33078234.5	254	217	298	0.5	0.4	0.6	0.6	0.5	0.7	0.8	0.7	0.9
hypo	01.60	2	2015	33219169.5	261	222	308	0.5	0.4	0.6	0.6	0.6	0.8	0.8	0.7	0.9
hypo	01.60	2	2016	33346795	268	227	318	0.5	0.4	0.6	0.7	0.6	0.8	0.8	0.7	1
hypo	01.60	2	2017	33463250.5	276	232	328	0.5	0.4	0.6	0.7	0.6	0.8	0.8	0.7	1
hypo	01.60	2	2018	33517815	281	235	338	0.5	0.4	0.6	0.7	0.6	0.8	0.8	0.7	1
oeso.epi	02.10	1	1990	27606178	4602	3947	5367	12.8	11	14.9	17.9	15.3	20.8	16.7	14.3	19.4
oeso.epi	02.10	1	1991	27731738.5	4515	3872	5266	12.4	10.6	14.4	17.3	14.8	20.2	16.3	14	19
oeso.epi	02.10	1	1992	27855283	4429	3798	5168	12	10.3	14	16.7	14.3	19.5	15.9	13.6	18.6
oeso.epi	02.10	1	1993	27957444	4339	3719	5065	11.5	9.9	13.5	16.1	13.8	18.8	15.5	13.3	18.1
oeso.epi	02.10	1	1994	28038749.5	4239	3632	4949	11.1	9.5	12.9	15.5	13.3	18.1	15.1	13	17.6
oeso.epi	02.10	1	1995	28116753.5	4124	3533	4812	10.6	9.1	12.4	14.9	12.7	17.3	14.7	12.6	17.1
oeso.epi	02.10	1	1996	28195599	3985	3418	4651	10.1	8.7	11.8	14.2	12.1	16.5	14.1	12.1	16.5
oeso.epi	02.10	1	1997	28275964	3838	3292	4478	9.6	8.2	11.2	13.4	11.5	15.7	13.6	11.6	15.8
oeso.epi	02.10	1	1998	28361163	3688	3163	4302	9.1	7.8	10.6	12.7	10.9	14.8	13	11.2	15.2
oeso.epi	02.10	1	1999	28486063	3543	3038	4135	8.6	7.3	10	12	10.3	14	12.4	10.7	14.5
oeso.epi	02.10	1	2000	28657893.5	3412	2924	3981	8.1	6.9	9.4	11.4	9.7	13.3	11.9	10.2	13.9
oeso.epi	02.10	1	2001	28844405	3291	2822	3840	7.6	6.5	8.9	10.8	9.2	12.6	11.4	9.8	13.3
oeso.epi	02.10	1	2002	29033407.5	3184	2731	3712	7.2	6.2	8.4	10.2	8.8	11.9	11	9.4	12.8
oeso.epi	02.10	1	2003	29220241.5	3086	2648	3597	6.9	5.9	8	9.7	8.3	11.3	10.6	9.1	12.3
oeso.epi	02.10	1	2004	29415016.5	3003	2576	3498	6.5	5.6	7.6	9.3	8	10.8	10.2	8.8	11.9
oeso.epi	02.10	1	2005	29615886	2928	2512	3412	6.2	5.4	7.3	8.9	7.6	10.4	9.9	8.5	11.5
oeso.epi	02.10	1	2006	29815994.5	2862	2456	3335	6	5.1	7	8.5	7.3	9.9	9.6	8.2	11.2
oeso.epi	02.10	1	2007	30001162.5	2802	2407	3266	5.7	4.9	6.7	8.2	7	9.6	9.3	8	10.9
oeso.epi	02.10	1	2008	30166090.5	2751	2363	3202	5.5	4.7	6.4	7.9	6.8	9.2	9.1	7.8	10.6
oeso.epi	02.10	1	2009	30322692	2701	2321	3143	5.3	4.6	6.2	7.6	6.5	8.9	8.9	7.7	10.4
oeso.epi	02.10	1	2010	30475789	2655	2282	3088	5.1	4.4	6	7.4	6.3	8.6	8.7	7.5	10.1
oeso.epi	02.10	1	2011	30626399	2610	2244	3037	5	4.3	5.8	7.1	6.1	8.3	8.5	7.3	9.9
oeso.epi	02.10	1	2012	30782589.5	2569	2208	2991	4.8	4.1	5.6	6.9	5.9	8	8.3	7.2	9.7
oeso.epi	02.10	1	2013	30945466.5	2532	2173	2949	4.6	4	5.4	6.6	5.7	7.7	8.2	7	9.5
oeso.epi	02.10	1	2014	31086155	2494	2138	2910	4.5	3.8	5.2	6.4	5.5	7.5	8	6.9	9.4
oeso.epi	02.10	1	2015	31210477	2455	2103	2870	4.3	3.7	5.1	6.2	5.3	7.3	7.9	6.7	9.2
oeso.epi	02.10	1	2016	31332989	2418	2066	2832	4.2	3.6	4.9	6	5.1	7	7.7	6.6	9
oeso.epi	02.10	1	2017	31446345.5	2382	2030	2796	4	3.4	4.7	5.8	5	6.8	7.6	6.5	8.9
oeso.epi	02.10	1	2018	31500281	2329	1979	2741	3.9	3.3	4.6	5.6	4.8	6.6	7.4	6.3	8.7
oeso.epi	02.10	2	1990	29102652.5	472	411	542	0.9	0.8	1.1	1.4	1.2	1.6	1.6	1.4	1.9
oeso.epi	02.10	2	1991	29243858.5	478	419	548	0.9	0.8	1.1	1.4	1.2	1.6	1.6	1.4	1.9
oeso.epi	02.10	2	1992	29384564	486	427	555	1	0.8	1.1	1.4	1.2	1.6	1.7	1.5	1.9
oeso.epi	02.10	2	1993	29509640.5	494	434	564	1	0.8	1.1	1.4	1.2	1.6	1.7	1.5	1.9
oeso.epi	02.10	2	1994	29620022	501	441	573	1	0.8	1.1	1.4	1.2	1.6	1.7	1.5	1.9
oeso.epi	02.10	2	1995	29727493.5	513	448	582	1	0.8	1.1	1.4	1.2	1.6	1.7	1.5	2
oeso.epi	02.10	2	1996	29830389.5	518	456	591	1	0.9	1.1	1.4	1.2	1.6	1.7	1.5	2
oeso.epi	02.10	2	1997	29931526	527	464	599	1	0.9	1.1	1.4	1.2	1.6	1.8	1.5	2
oeso.epi	02.10	2	1998	30036624.5	536	471	608	1	0.9	1.1	1.4	1.2	1.6	1.8	1.6	2
oeso.epi	02.10	2	1999	30191342.5	541	480	617	1	0.9	1.1	1.4	1.2	1.6	1.8	1.6	2
oeso.epi	02.10	2	2000	30404491.5	556	489	628	1	0.9	1.1	1.4	1.3	1.6	1.8	1.6	2.1
oeso.epi	02.10	2	2001	30631830.5	565	500	640	1	0.9	1.1	1.4	1.3	1.6	1.8	1.6	2.1
oeso.epi	02.10	2	2002	30860462.5	577	511	652	1	0.9	1.1	1.4	1.3	1.6	1.9	1.7	2.1
oeso.epi	02.10	2	2003	31083389.5	587	522	665	1	0.9	1.1	1.4	1.3	1.6	1.9	1.7	2.1
oeso.epi	02.10	2	2004	31319326	601	535	680	1	0.9	1.2	1.5	1.3	1.6	1.9	1.7	2.2
oeso.epi	02.10	2	2005	31565612.5	621	550	698	1	0.9	1.2	1.5	1.3	1.7	2	1.7	2.2
oeso.epi	02.10	2	2006	31781491	637	565	716	1	0.9	1.2	1.5	1.3	1.7	2	1.8	2.3
oeso.epi	02.10	2	2007	31963889.5	654	582	734	1	0.9	1.2	1.5	1.3	1.7	2	1.8	2.3
oeso.epi	02.10	2	2008	32134197	672	600	753	1.1	0.9	1.2	1.5	1.4	1.7	2.1	1.9	2.3
oeso.epi	02.10	2	2009	32292780	691	618	773	1.1	1	1.2	1.5	1.4	1.7	2.1	1.9	2.4
oeso.epi	02.10	2	2010	32442000.5	710	636	795	1.1	1	1.2	1.6	1.4	1.7	2.2	2	2.4
oeso.epi	02.10	2	2011	32596758.5	730	654	818	1.1	1	1.2	1.6	1.4	1.8	2.2	2	2.5
oeso.epi	02.10	2	2012	32754328.5	754	672	844	1.1	1	1.2	1.6	1.4	1.8	2.3	2.1	2.6
oeso.epi	02.10	2	2013	32917445	775	690	872	1.1	1	1.3	1.6	1.4	1.8	2.4	2.1	2.6
oeso.epi	02.10	2	2014	33078234.5	799	708	903	1.1	1	1.3	1.6	1.4	1.9	2.4	2.1	2.7
oeso.epi	02.10	2	2015	33219169.5	822	725	934	1.1	1	1.3	1.7	1.5	1.9	2.5	2.2	2.8
oeso.epi	02.10	2	2016	33346795	846	742	968	1.2	1	1.3	1.7	1.5	1.9	2.5	2.2	2.9
oeso.epi	02.10	2	2017	33463250.5	873	758	1005	1.2	1	1.4	1.7	1.5	2	2.6	2.3	3
oeso.epi	02.10	2	2018	33517815	895	770	1037	1.2	1	1.4	1.7	1.5	2	2.7	2.3	3.1
oeso.adk	02.20	1	1990	27606178	504	445	572	1.2	1.1	1.4	1.9	1.6	2.1	1.8	1.6	2.1
oeso.adk	02.20	1	1991	27731738.5	536	474	604	1.3	1.1	1.5	1.9	1.7	2.2	1.9	1.7	2.2
oeso.adk	02.20	1	1992	27855283	568	505	638	1.4	1.2	1.5	2	1.8	2.3	2	1.8	2.3
oeso.adk	02.20	1	1993	27957444	602	536	676	1.4	1.3	1.6	2.1	1.9	2.4	2.2	1.9	2.4
oeso.adk	02.20	1	1994	28038749.5	637	569	716	1.5	1.3	1.7	2.2	2	2.5	2.3	2	2.6
oeso.adk	02.20	1	1995	28116753.5	677	604	758	1.5	1.4	1.7	2.3	2.1	2.6	2.4	2.1	2.7
oeso.adk	02.20	1	1996	28195599	714	639	801	1.6	1.4	1.8	2.4	2.1	2.7	2.5	2.3	2.8
oeso.adk	02.20	1	1997	28275964	757	677	844	1.7	1.5	1.9	2.5	2.2	2.8	2.7	2.4	3
oeso.adk	02.20	1	1998	28361163	796	714	889	1.7	1.5	1.9	2.6	2.3	2.9	2.8	2.5	3.1
oeso.adk	02.20	1	1999	28486063	837	752	935	1.8	1.6	2	2.7	2.4	3	2.9	2.6	3.3
oeso.adk	02.20	1	2000	28657893.5	881	791	981	1.8	1.7	2	2.8	2.5	3.1	3.1	2.8	3.4
oeso.adk	02.20	1	2001	28844405	920	829	1026	1.9	1.7	2.1	2.8	2.5	3.1	3.2	2.9	3.6
oeso.adk	02.20	1	2002	29033407.5	962	867	1069	1.9	1.7	2.1	2.9	2.6	3.2	3.3	3	3.7
oeso.adk	02.20	1	2003	29220241.5	1003	904	1113	2	1.8	2.2	2.9	2.7	3.3	3.4	3.1	3.8
oeso.adk	02.20	1	2004	29415016.5	1045	942	1158	2	1.8	2.2	3	2.7	3.3	3.6	3.2	3.9
oeso.adk	02.20	1	2005	29615886	1088	981	1204	2.1	1.9	2.3	3.1	2.8	3.4	3.7	3.3	4.1
oeso.adk	02.20	1	2006	29815994.5	1130	1021	1252	2.1	1.9	2.3	3.1	2.8	3.5	3.8	3.4	4.2
oeso.adk	02.20	1	2007	30001162.5	1176	1064	1301	2.1	1.9	2.4	3.2	2.9	3.5	3.9	3.5	4.3
oeso.adk	02.20	1	2008	30166090.5	1224	1109	1351	2.2	2	2.4	3.3	3	3.6	4.1	3.7	4.5
oeso.adk	02.20	1	2009	30322692	1272	1155	1404	2.2	2	2.5	3.3	3	3.7	4.2	3.8	4.6
oeso.adk	02.20	1	2010	30475789	1325	1202	1460	2.3	2.1	2.5	3.4	3.1	3.8	4.3	3.9	4.8
oeso.adk	02.20	1	2011	30626399	1380	1252	1521	2.3	2.1	2.6	3.5	3.2	3.9	4.5	4.1	5
oeso.adk	02.20	1	2012	30782589.5	1436	1302	1585	2.4	2.2	2.7	3.6	3.2	3.9	4.7	4.2	5.1
oeso.adk	02.20	1	2013	30945466.5	1495	1354	1654	2.5	2.2	2.7	3.7	3.3	4	4.8	4.4	5.3
oeso.adk	02.20	1	2014	31086155	1559	1407	1728	2.5	2.3	2.8	3.7	3.4	4.1	5	4.5	5.6
oeso.adk	02.20	1	2015	31210477	1623	1460	1805	2.6	2.3	2.9	3.8	3.4	4.3	5.2	4.7	5.8
oeso.adk	02.20	1	2016	31332989	1688	1513	1885	2.6	2.4	3	3.9	3.5	4.4	5.4	4.8	6
oeso.adk	02.20	1	2017	31446345.5	1756	1567	1970	2.7	2.4	3	4	3.6	4.5	5.6	5	6.3
oeso.adk	02.20	1	2018	31500281	1812	1608	2042	2.8	2.5	3.1	4.1	3.6	4.6	5.8	5.1	6.5
oeso.adk	02.20	2	1990	29102652.5	100	83	121	0.1	0.1	0.2	0.2	0.2	0.3	0.3	0.3	0.4
oeso.adk	02.20	2	1991	29243858.5	104	88	125	0.2	0.1	0.2	0.2	0.2	0.3	0.4	0.3	0.4
oeso.adk	02.20	2	1992	29384564	109	93	129	0.2	0.1	0.2	0.2	0.2	0.3	0.4	0.3	0.4
oeso.adk	02.20	2	1993	29509640.5	113	97	133	0.2	0.1	0.2	0.3	0.2	0.3	0.4	0.3	0.5
oeso.adk	02.20	2	1994	29620022	118	102	138	0.2	0.1	0.2	0.3	0.2	0.3	0.4	0.3	0.5
oeso.adk	02.20	2	1995	29727493.5	123	107	142	0.2	0.1	0.2	0.3	0.2	0.3	0.4	0.4	0.5
oeso.adk	02.20	2	1996	29830389.5	128	111	147	0.2	0.2	0.2	0.3	0.2	0.3	0.4	0.4	0.5
oeso.adk	02.20	2	1997	29931526	133	116	152	0.2	0.2	0.2	0.3	0.2	0.3	0.4	0.4	0.5
oeso.adk	02.20	2	1998	30036624.5	136	120	157	0.2	0.2	0.2	0.3	0.3	0.3	0.5	0.4	0.5
oeso.adk	02.20	2	1999	30191342.5	140	125	162	0.2	0.2	0.2	0.3	0.3	0.3	0.5	0.4	0.5
oeso.adk	02.20	2	2000	30404491.5	148	130	167	0.2	0.2	0.2	0.3	0.3	0.3	0.5	0.4	0.6
oeso.adk	02.20	2	2001	30631830.5	152	135	173	0.2	0.2	0.2	0.3	0.3	0.3	0.5	0.4	0.6
oeso.adk	02.20	2	2002	30860462.5	158	140	179	0.2	0.2	0.2	0.3	0.3	0.4	0.5	0.5	0.6
oeso.adk	02.20	2	2003	31083389.5	163	146	185	0.2	0.2	0.2	0.3	0.3	0.4	0.5	0.5	0.6
oeso.adk	02.20	2	2004	31319326	170	151	191	0.2	0.2	0.2	0.3	0.3	0.4	0.5	0.5	0.6
oeso.adk	02.20	2	2005	31565612.5	177	158	198	0.2	0.2	0.2	0.3	0.3	0.4	0.6	0.5	0.6
oeso.adk	02.20	2	2006	31781491	183	164	205	0.2	0.2	0.2	0.3	0.3	0.4	0.6	0.5	0.6
oeso.adk	02.20	2	2007	31963889.5	188	170	211	0.2	0.2	0.2	0.3	0.3	0.4	0.6	0.5	0.7
