id,annee,Organisme,code zas,Zas,code site,nom site,type d'implantation,Polluant,type d'influence,discriminant,Réglementaire,type d'évaluation,procédure de mesure,type de valeur,valeur,valeur brute,unité de mesure,taux de saisie,couverture temporelle,couverture de données,code qualité,validité,Latitude,Longitude
3113,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N20,FRANCHE-COMTE-ZR,FR82060,Vesoul Pres Caillet,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,15.0,15.374792339640464,µg-m3,99.0,100,99.0,R,1,47.62,6.157611
3102,2013,QUALITAIR CORSE,FR41N10,CORSE-ZUR,FR41022,AJACCIO DIAMANT,Urbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,30.0,29.77377302589007,µg-m3,95.0,94,89.0,R,1,41.918306,8.736778
3111,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82043,Chatenois,Périurbaine,PM10,Industrielle,1,Oui,mesures fixes,,Moy. annuelle,13.0,13.269844357977163,µg-m3,100.0,100,100.0,R,1,47.14725,5.5561169999999995
3110,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82040,Dole centre,Urbaine,PM10,Fond,SPO,Oui,mesures fixes,,Moy. annuelle,27.0,27.093178394664196,µg-m3,97.0,55,53.0,N,-1,47.09672,5.496389
3109,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N20,FRANCHE-COMTE-ZR,FR82030,Montandon Baresans,Rurale nationale,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,16.0,16.319841543231494,µg-m3,99.0,100,99.0,R,1,47.29464,6.825861
3108,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82020,Belfort Octroi,Urbaine,PM10,Trafic,2,Oui,mesures fixes,,Moy. annuelle,24.0,24.123412421491352,µg-m3,98.0,100,98.0,R,1,47.640667,6.859278
3107,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82010,Montbéliard centre,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,27.0,26.682895498204275,µg-m3,99.0,100,99.0,R,1,47.510307,6.794
3106,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82006,Besancon Prevoyance,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,26.0,25.700099469496585,µg-m3,98.0,35,34.0,N,-1,47.2474,6.0154190000000005
3105,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82003,Besancon Planoise,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,27.0,27.344909136172145,µg-m3,99.0,46,46.0,N,-1,47.221973,5.971556
3104,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82002,Besancon Victor Hugo,Urbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,29.0,28.69509975498536,µg-m3,98.0,99,98.0,R,1,47.234905,6.029472
3090,2013,ATMO REUNION,FR38N20,REUNION-ZR,FR38017,Grand Coude,Rurale régionale,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,11.0,10.853731150921922,µg-m3,95.0,93,89.0,R,1,-21.29433,55.627930000000006
3103,2013,QUALITAIR CORSE,FR41N20,CORSE-ZR,FR41024,VENACO,Rurale régionale,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,11.0,11.124642409034708,µg-m3,91.0,99,91.0,R,1,42.236028000000005,9.190028
3091,2013,ATMO REUNION,FR38N20,REUNION-ZR,FR38098,Sarda Garriga,Urbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,20.0,19.825167952226604,µg-m3,93.0,99,92.0,R,1,-21.277075,55.403065000000005
3100,2013,QUALITAIR CORSE,FR41N10,CORSE-ZUR,FR41004,BASTIA LA MARANA,Périurbaine,PM10,Industrielle,,Oui,mesures fixes,,Moy. annuelle,19.0,19.37829265270705,µg-m3,92.0,100,92.0,R,1,42.535833000000004,9.475972
3099,2013,QUALITAIR CORSE,FR41N10,CORSE-ZUR,FR41003,AJACCIO PIATANICCIA,Périurbaine,PM10,Industrielle,2,Oui,mesures fixes,,Moy. annuelle,21.0,21.045782831437467,µg-m3,92.0,99,91.0,R,1,41.958028000000006,8.820278
3098,2013,QUALITAIR CORSE,FR41N10,CORSE-ZUR,FR41002,BASTIA GIRAUD,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,18.0,18.07203836930451,µg-m3,96.0,99,95.0,R,1,42.697917,9.446417
3097,2013,QUALITAIR CORSE,FR41N10,CORSE-ZUR,FR41001,AJACCIO CANETTO,Urbaine,PM10,Fond,D,Oui,mesures fixes,,Moy. annuelle,20.0,19.63407175535719,µg-m3,95.0,100,95.0,R,1,41.924694,8.735694
3096,2013,ATMO GUYANE,FR40N10,GUYANE-ZUR,FR40004,STADE NAUTIQUE CAYENNE,Urbaine,PM10,Fond,SPO,Oui,mesures fixes,,Moy. annuelle,31.0,30.71903129657069,µg-m3,83.0,92,77.0,N,-1,4.932214,-52.310226
3095,2013,MADININAIR,FR39N20,MARTINIQUE-ZR,FR39013,Robert Mansarde,Urbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,33.0,33.23421052631577,µg-m3,90.0,98,88.0,R,1,14.675557999999999,-60.94609200000001
3094,2013,MADININAIR,FR39N10,MARTINIQUE-ZUR,FR39011,Reneville,Urbaine,PM10,Trafic,C,Oui,mesures fixes,,Moy. annuelle,37.0,36.71416430594903,µg-m3,89.0,99,89.0,R,1,14.602253,-61.053642
3093,2013,MADININAIR,FR39N10,MARTINIQUE-ZUR,FR39009,Lamentin,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,29.0,28.753038869257907,µg-m3,97.0,100,97.0,R,1,14.610653,-61.002586
3101,2013,QUALITAIR CORSE,FR41N10,CORSE-ZUR,FR41020,BASTIA SAINT NICOLAS,Urbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,27.0,27.47784263366601,µg-m3,98.0,100,98.0,R,1,42.700083,9.451722
3089,2013,ATMO REUNION,FR38N10,REUNION-ZUR,FR38016,Station Bourg-Murat,Rurale régionale,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,7.0,7.0464199106575025,µg-m3,98.0,91,89.0,R,1,-21.204815,55.58262
3088,2013,ATMO REUNION,FR38N10,REUNION-ZUR,FR38014,Ligne Paradis,Périurbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,19.0,19.305197657393574,µg-m3,96.0,97,94.0,R,1,-21.312895,55.474194
3067,2013,LIG'AIR,FR34N10,CENTRE-ZUR,FR34061,Blois nord,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,18.0,18.290879440885274,µg-m3,98.0,100,98.0,R,1,47.594256,1.302667
3065,2013,LIG'AIR,FR34N20,CENTRE-ZR,FR34047,Saint-Remy,Périurbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,28.0,28.4902827466821,µg-m3,99.0,100,99.0,R,1,48.760889,1.233639
3087,2013,ATMO REUNION,FR38N10,REUNION-ZUR,FR38013,Rambaud,Urbaine,PM10,Trafic,2,Oui,mesures fixes,,Moy. annuelle,35.0,35.01108326908139,µg-m3,98.0,61,59.0,N,-1,-20.885885000000002,55.473427
3086,2013,ATMO REUNION,FR38N10,REUNION-ZUR,FR38012,Station Bonsenf,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,42.0,41.82130013831306,µg-m3,96.0,17,17.0,N,-1,-21.342914999999998,55.471928000000005
3085,2013,ATMO REUNION,FR38N10,REUNION-ZUR,FR38011,Station Luther King,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,24.0,24.220145595007736,µg-m3,95.0,81,77.0,N,-1,-21.334406,55.45906
3084,2013,ATMO REUNION,FR38N20,REUNION-ZR,FR38009,Ecole La Marine,Périurbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,18.0,17.765296584781577,µg-m3,96.0,100,95.0,R,1,-20.910585,55.618977
3083,2013,ATMO REUNION,FR38N10,REUNION-ZUR,FR38008,Ecole JOINVILLE,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,14.0,13.632570725708199,µg-m3,97.0,96,93.0,R,1,-20.884575,55.453906
3082,2013,ATMO REUNION,FR38N10,REUNION-ZUR,FR38001,LYC. LISLET GEOFFROY,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,16.0,16.306566347470195,µg-m3,97.0,95,92.0,R,1,-20.889893,55.46884
3081,2013,GWAD'AIR,FR37N10,GUADELOUPE-ZUR,FR37002,ST de Pointe à Pitre,Urbaine,PM10,Fond,A,Oui,mesures fixes,,Moy. annuelle,24.0,24.475092783504227,µg/m3,97.0,85,83.0,N,-1,16.238056,-61.537539
3080,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N20,RHONE-ALPES-ZR,FR36021,Drôme Rurale Sud-SND,Rurale nationale,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,6.0,5.713333333333317,µg-m3,83.0,3,3.0,N,-1,44.569443,5.278972
3079,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR36019,Romans-sur-Isère,Urbaine,PM10,Fond,4,Oui,mesures fixes,,Moy. annuelle,22.0,22.438885135135962,µg-m3,68.0,100,68.0,N,-1,45.0425,5.0443
3078,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N20,RHONE-ALPES-ZR,FR36005,Drôme Rurale Sud,Rurale régionale,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,17.0,16.974056924963648,µg-m3,87.0,96,84.0,N,-1,44.520744,5.089872
3077,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR36003,Valence Trafic,Urbaine,PM10,Trafic,4,Oui,mesures fixes,,Moy. annuelle,22.0,22.177460467310613,µg-m3,97.0,99,97.0,R,1,44.948941999999995,4.88975
3076,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR36001,Valence Périurb. Sud,Périurbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,25.0,25.22555362318652,µg-m3,98.0,100,98.0,R,1,44.870243,4.876289
3075,2013,ATMO NOUVELLE-AQUITAINE,FR35N20,LIMOUSIN-ZR,FR35019,SAILLAT - Ipaper,Périurbaine,PM10,Industrielle,A,Oui,mesures fixes,,Moy. annuelle,19.0,18.737113158516376,µg-m3,97.0,100,97.0,R,1,45.87583,0.823889
3074,2013,ATMO NOUVELLE-AQUITAINE,FR35N10,LIMOUSIN-ZUR,FR35010,LIMOGES - Aine,Urbaine,PM10,Trafic,D,Oui,mesures fixes,,Moy. annuelle,18.0,18.025462565862977,µg/m3,93.0,100,93.0,R,1,45.829953,1.254846
3073,2013,ATMO NOUVELLE-AQUITAINE,FR35N10,LIMOUSIN-ZUR,FR35007,PALAIS S/ V.- Garros,Périurbaine,PM10,Fond,A,Oui,mesures fixes,,Moy. annuelle,14.0,13.84828199052134,µg-m3,97.0,99,96.0,R,1,45.869995,1.31
3072,2013,ATMO NOUVELLE-AQUITAINE,FR35N20,LIMOUSIN-ZR,FR35006,TULLE - Hugo,Urbaine,PM10,Fond,A,Oui,mesures fixes,,Moy. annuelle,14.0,13.614912683824215,µg-m3,99.0,100,99.0,R,1,45.26,1.76
3071,2013,ATMO NOUVELLE-AQUITAINE,FR35N20,LIMOUSIN-ZR,FR35005,GUERET - Nicolas,Urbaine,PM10,Fond,A,Oui,mesures fixes,,Moy. annuelle,17.0,16.605397390272934,µg-m3,96.0,100,96.0,R,1,46.17,1.87
3070,2013,ATMO NOUVELLE-AQUITAINE,FR35N10,LIMOUSIN-ZUR,FR35004,BRIVE - Dalton,Urbaine,PM10,Fond,A,Oui,mesures fixes,,Moy. annuelle,16.0,15.69461915580621,µg-m3,95.0,100,95.0,R,1,45.158745,1.5372219999999999
3069,2013,ATMO NOUVELLE-AQUITAINE,FR35N10,LIMOUSIN-ZUR,FR35003,LIMOGES - Présidial,Urbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,17.0,17.066842290130772,µg-m3,98.0,100,98.0,R,1,45.8311,1.256875
3068,2013,ATMO NOUVELLE-AQUITAINE,FR35N20,LIMOUSIN-ZR,FR35002,ST JUNIEN - Fontaine,Urbaine,PM10,Fond,A,Oui,mesures fixes,,Moy. annuelle,19.0,19.087087752010213,µg-m3,98.0,100,98.0,R,1,45.89,0.9
3092,2013,MADININAIR,FR39N10,MARTINIQUE-ZUR,FR39008,Ville de Schoelcher,Urbaine,PM10,Fond,,Oui,mesures fixes,,Moy. annuelle,29.0,28.906369731798424,µg-m3,96.0,99,95.0,R,1,14.616389000000002,-61.100792000000006
3015,2013,ATMO NOUVELLE-AQUITAINE,FR31A01,AQUITAINE-BORDEAUX,FR31001,GRAND PARC,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,23.0,22.92654512097167,µg-m3,100.0,100,100.0,R,1,44.86139,-0.579444
3066,2013,LIG'AIR,FR34N10,CENTRE-ZUR,FR34051,Chateauroux Sud,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,19.0,19.11287396937571,µg-m3,97.0,100,97.0,R,1,46.798278,1.693139
3017,2013,ATMO NOUVELLE-AQUITAINE,FR31A01,AQUITAINE-BORDEAUX,FR31003,BORDEAUX-BASTIDE,Urbaine,PM10,Trafic,4,Oui,mesures fixes,,Moy. annuelle,27.0,27.377040261151794,µg-m3,94.0,100,94.0,R,1,44.849724,-0.5438890000000001
3053,2013,LIG'AIR,FR34A01,CENTRE-ORLEANS,FR34013,Gambetta,Urbaine,PM10,Trafic,3,Oui,mesures fixes,,Moy. annuelle,26.0,25.82592057761725,µg-m3,98.0,97,95.0,R,1,47.907083,1.901139
3062,2013,LIG'AIR,FR34N20,CENTRE-ZR,FR34038,Verneuil,Rurale nationale,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,10.0,9.50508474576271,µg-m3,35.0,2,1.0,N,-1,46.814694,2.6100689999999998
3061,2013,LIG'AIR,FR34N20,CENTRE-ZR,FR34034,Vierzon,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,19.0,18.863545030498813,µg-m3,96.0,99,95.0,R,1,47.222028,2.073
3060,2013,LIG'AIR,FR34N10,CENTRE-ZUR,FR34032,Leblanc,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,19.0,19.282202704264478,µg-m3,99.0,100,99.0,R,1,47.082778000000005,2.405333
3059,2013,LIG'AIR,FR34N10,CENTRE-ZUR,FR34030,Bourges-Baffier,Urbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,25.0,24.70122677465459,µg-m3,98.0,98,96.0,R,1,47.075044,2.4071830000000003
3058,2013,LIG'AIR,FR34A01,CENTRE-ORLEANS,FR34029,La_Source-CNRS,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,19.0,18.899688398849506,µg-m3,97.0,99,95.0,R,1,47.83775,1.944667
3057,2013,LIG'AIR,FR34A02,CENTRE-TOURS,FR34028,Pompidou,Urbaine,PM10,Trafic,3,Oui,mesures fixes,,Moy. annuelle,23.0,23.19414508980628,µg-m3,99.0,99,98.0,R,1,47.394639,0.704861
3056,2013,LIG'AIR,FR34A02,CENTRE-TOURS,FR34025,La Bruyère,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,23.0,22.652445152592144,µg-m3,96.0,97,93.0,R,1,47.419083,0.682944
3055,2013,LIG'AIR,FR34N10,CENTRE-ZUR,FR34018,Montargis,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,20.0,20.408989685888415,µg-m3,97.0,100,97.0,R,1,47.997889,2.7195
3041,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33120,CHAMONIX,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,23.0,22.839601509077173,µg-m3,97.0,100,97.0,R,1,45.9225,6.87
3054,2013,LIG'AIR,FR34A01,CENTRE-ORLEANS,FR34014,St Jean,Urbaine,PM10,Fond,4,Oui,mesures fixes,,Moy. annuelle,25.0,25.09205032885338,µg-m3,99.0,40,40.0,N,-1,47.917398,1.9662580000000003
3042,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33121,Albertville,Urbaine,PM10,Fond,4,Oui,mesures fixes,,Moy. annuelle,21.0,20.97221344353933,µg-m3,94.0,100,94.0,R,1,45.675,6.389722
3051,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33305,Bourg-en-Bresse,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,18.0,18.152265012291,µg-m3,98.0,100,98.0,R,1,46.211665999999994,5.226389
3050,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33302,St Germain/Rhône,Rurale près des villes,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,13.0,12.742775791286915,µg-m3,90.0,96,86.0,R,1,46.072224,5.820833
3049,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33232,BOSSONS,Urbaine,PM10,Trafic,2,Oui,mesures fixes,,Moy. annuelle,20.0,20.027483675372494,µg-m3,98.0,100,98.0,R,1,45.907222999999995,6.845833
3048,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33220,PASSY,Périurbaine,PM10,Fond,4,Oui,mesures fixes,,Moy. annuelle,31.0,30.532493291328464,µg-m3,98.0,99,98.0,R,1,45.92361,6.713611
3047,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33212,GAILLARD,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,24.0,23.55228244539317,µg-m3,99.0,100,99.0,R,1,46.193690000000004,6.214858
3046,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33211,ANNEMASSE,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,20.0,20.067201580052004,µg-m3,93.0,99,92.0,R,1,46.19583,6.240556
3045,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33202,NOVEL,Urbaine,PM10,Fond,SPO,Oui,mesures fixes,,Moy. annuelle,21.0,20.69095640858841,µg-m3,97.0,90,88.0,R,1,45.916942999999996,6.135555999999999
3044,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33201,LOVERCHY,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,25.0,25.065983366520804,µg-m3,97.0,100,97.0,R,1,45.89528,6.118333
3052,2013,LIG'AIR,FR34A01,CENTRE-ORLEANS,FR34012,La Source,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,13.0,13.367320261437905,µg-m3,91.0,2,2.0,N,-1,47.836617,1.9276939999999998
3040,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33114,St Julien trafic,Périurbaine,PM10,Trafic,4,Oui,mesures fixes,,Moy. annuelle,21.0,21.459581677961832,µg-m3,98.0,99,98.0,R,1,45.251991,6.397194
3039,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33111,SAINT JEAN,Urbaine,PM10,Fond,SPO,Oui,mesures fixes,,Moy. annuelle,17.0,16.670977318608408,µg-m3,99.0,97,96.0,R,1,45.274723,6.349722
3018,2013,ATMO NOUVELLE-AQUITAINE,FR31A01,AQUITAINE-BORDEAUX,FR31005,BORDEAUX-GAMBETTA,Urbaine,PM10,Trafic,3,Oui,mesures fixes,,Moy. annuelle,24.0,23.51762812577272,µg-m3,93.0,99,92.0,R,1,44.841390000000004,-0.5797220000000001
3063,2013,LIG'AIR,FR34N10,CENTRE-ZUR,FR34042,Lucé,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,21.0,20.669844403158415,µg-m3,98.0,100,98.0,R,1,48.439306,1.4687780000000001
3038,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33102,CHAMBERY LE HAUT,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,21.0,20.78336392840656,µg-m3,99.0,100,99.0,R,1,45.59667,5.918611
3037,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33101,PASTEUR,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,22.0,22.42501434308485,µg-m3,99.0,100,99.0,R,1,45.56472,5.928333
3036,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N20,BOURGOGNE-ZR,FR32006,Macon Paul Bert,Périurbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,17.0,17.478877808482913,µg-m3,96.0,99,95.0,R,1,46.316171999999995,4.839994
3035,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N20,BOURGOGNE-ZR,FR32005,Montceau-les-Mines,Urbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,17.0,17.068166706245783,µg-m3,96.0,100,96.0,R,1,46.678785,4.366893
3034,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N10,BOURGOGNE-ZUR,FR32002,Champforgueil,Périurbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,17.0,17.171288416075562,µg-m3,97.0,100,97.0,R,1,46.821056,4.835083
3033,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N10,BOURGOGNE-ZUR,FR32001,Chalon Centre Ville,Urbaine,PM10,Trafic,B,Oui,mesures fixes,,Moy. annuelle,19.0,19.063776307877095,µg-m3,95.0,100,95.0,R,1,46.782311,4.847322
3032,2013,ATMO NOUVELLE-AQUITAINE,FR31N20,AQUITAINE-ZR,FR31041,MONT DE MARSAN,Urbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,22.0,21.744458598725387,µg-m3,99.0,100,99.0,R,1,43.8961,-0.491403
3031,2013,ATMO NOUVELLE-AQUITAINE,FR31N20,AQUITAINE-ZR,FR31040,MARMANDE,Périurbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,24.0,24.25817926515186,µg-m3,98.0,100,98.0,R,1,44.508656,0.142503
3030,2013,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31039,PAU TOURASSE,Urbaine,PM10,Trafic,2,Oui,mesures fixes,,Moy. annuelle,25.0,25.00237239396011,µg-m3,97.0,98,95.0,R,1,43.31109,-0.352119
3029,2013,ATMO NOUVELLE-AQUITAINE,FR31N20,AQUITAINE-ZR,FR31036,DAX,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,24.0,23.96021936549043,µg-m3,97.0,100,97.0,R,1,43.704723,-1.038611
3028,2013,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31033,PERIGUEUX,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,17.0,16.913416927900048,µg-m3,92.0,99,91.0,R,1,45.18972,0.727222
3027,2013,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31032,AGEN,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,18.0,18.11377998155004,µg-m3,99.0,100,99.0,R,1,44.192223,0.623889
3026,2013,ATMO NOUVELLE-AQUITAINE,FR31N20,AQUITAINE-ZR,FR31026,TARTAS Pelletrin,Périurbaine,PM10,Industrielle,2,Oui,mesures fixes,,Moy. annuelle,19.0,19.466778484672865,µg-m3,99.0,100,99.0,R,1,43.838333,-0.810833
3025,2013,ATMO NOUVELLE-AQUITAINE,FR31N20,AQUITAINE-ZR,FR31021,LABASTIDE CEZERACQ,Rurale régionale,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,19.0,18.517808749516412,µg-m3,89.0,100,88.0,R,1,43.376276000000004,-0.538192
3024,2013,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31017,ANGLET,Urbaine,PM10,Trafic,3,Oui,mesures fixes,,Moy. annuelle,25.0,24.539490368201605,µg-m3,98.0,95,94.0,R,1,43.494031,-1.528765
3023,2013,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31016,SAINT-CROUTS,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,20.0,19.76061572597481,µg-m3,83.0,99,82.0,N,-1,43.47972,-1.488056
3022,2013,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31014,HAMEAU,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,18.0,17.805450266320108,µg-m3,92.0,100,92.0,R,1,43.307777,-0.322778
3021,2013,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31013,BILLERE,Urbaine,PM10,Fond,4,Oui,mesures fixes,,Moy. annuelle,17.0,16.567248800886244,µg-m3,97.0,96,93.0,R,1,43.310833,-0.391111
3020,2013,ATMO NOUVELLE-AQUITAINE,FR31A01,AQUITAINE-BORDEAUX,FR31007,BASSENS,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,20.0,20.056803231390578,µg-m3,99.0,100,99.0,R,1,44.900276,-0.514722
3019,2013,ATMO NOUVELLE-AQUITAINE,FR31A01,AQUITAINE-BORDEAUX,FR31006,MERIGNAC,Urbaine,PM10,Trafic,4,Oui,mesures fixes,,Moy. annuelle,24.0,23.892989336927446,µg-m3,94.0,99,93.0,R,1,44.841390000000004,-0.65
3064,2013,LIG'AIR,FR34N20,CENTRE-ZR,FR34046,Dreux Centre,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,20.0,20.115386441885335,µg-m3,97.0,99,96.0,R,1,48.729694,1.358472
3014,2013,ATMO GRAND EST,FR30A02,LORRAINE-NANCY,FR30034,Nancy-Charles III,Urbaine,PM10,Fond,F,Oui,mesures fixes,,Moy. annuelle,22.0,22.17439534883555,µg-m3,98.0,100,98.0,R,1,48.68817,6.190430999999999
2944,2013,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR22017,Volmunster,Rurale régionale,PM10,Fond,,Oui,mesures fixes,,Moy. annuelle,12.0,12.241030195382342,µg-m3,96.0,100,96.0,R,1,49.125977,7.381747
2945,2013,ATMO GRAND EST,FR30N10,LORRAINE-ZUR,FR22019,SCHOENECK (19),Périurbaine,PM10,Fond,A,Oui,mesures fixes,,Moy. annuelle,22.0,21.843239795917526,µg-m3,98.0,100,98.0,R,1,49.220364000000004,6.925833
2722,2013,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR01001,Longlaville-Ecole,Périurbaine,PM10,Fond,,Oui,mesures fixes,,Moy. annuelle,16.0,15.749093784211672,µg-m3,95.0,99,94.0,R,1,49.535004,5.804447
