,anne,Organisme,code zas,Zas,code site,nom site,type d'implantation,Polluant,type d'influence,discriminant,Réglementaire,type d'évaluation,procédure de mesure,type de valeur,valeur,valeur brute,unité de mesure,taux de saisie,couverture temporelle,couverture de données,code qualité,validité,Latitude,Longitude
371,2015,ATMO GRAND EST,FR30A02,LORRAINE-NANCY,FR30036,Nancy-Libération,Urbaine,PM2.5,Trafic,,Oui,mesures fixes,,Moy. annuelle,13.0,13.483343539498934,µg-m3,93.0,100,93.0,R,1,48.69708,6.154194
355,2015,ATMO SUD,FR24A01,PROVENCE-ALPES-COTE-D-AZUR-NICE,FR24036,NICE ARSON,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,14.0,14.294360902256054,µg-m3,97.0,100,97.0,R,1,43.702075,7.286256
372,2015,ATMO NOUVELLE-AQUITAINE,FR31A01,AQUITAINE-BORDEAUX,FR31002,TALENCE,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,14.0,14.492598967298818,µg-m3,97.0,96,93.0,R,1,44.800556,-0.588056
388,2015,LIG'AIR,FR34N20,CENTRE-ZR,FR34057,Issoudun_Trafic_ZR,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,10.0,9.653463025899423,µg-m3,98.0,99,97.0,R,1,46.942944,2.00325
374,2015,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31013,BILLERE,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,11.0,10.620711785297983,µg-m3,99.0,99,98.0,R,1,43.310833,-0.391111
404,2015,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N20,FRANCHE-COMTE-ZR,FR82050,Lons-le-Saunier CV,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,12.0,12.4446568914966,µg-m3,99.0,98,97.0,R,1,46.671307,5.556806
403,2015,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82010,Montbéliard centre,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,14.0,13.627119257205024,µg-m3,97.0,98,95.0,R,1,47.510307,6.794
402,2015,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82006,Besancon Prevoyance,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,15.0,15.041275797373647,µg-m3,98.0,99,97.0,R,1,47.2474,6.0154190000000005
401,2015,QUALITAIR CORSE,FR41N20,CORSE-ZR,FR41024,VENACO,Rurale régionale,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,8.0,7.71020484636583,µg-m3,92.0,99,91.0,R,1,42.236028000000005,9.190028
400,2015,QUALITAIR CORSE,FR41N10,CORSE-ZUR,FR41017,BASTIA MONTESORO,Périurbaine,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,9.0,9.21187500000067,µg-m3,97.0,100,97.0,R,1,42.671333000000004,9.434639
399,2015,QUALITAIR CORSE,FR41N10,CORSE-ZUR,FR41001,AJACCIO CANETTO,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,10.0,10.263232963549823,µg-m3,64.0,22,14.0,N,-1,41.924694,8.735694
398,2015,ATMO GUYANE,FR40N10,GUYANE-ZUR,FR40008,Caiena3,Urbaine,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,6.0,5.845045045045028,µg-m3,6.0,61,4.0,N,-1,4.937846700000001,-52.32093
397,2015,MADININAIR,FR39N10,MARTINIQUE-ZUR,FR39015,Fort-de-France - Hôtel de ville,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,12.0,12.356155451225867,µg-m3,97.0,90,88.0,R,1,14.607444000000001,-61.069778
396,2015,MADININAIR,FR39N10,MARTINIQUE-ZUR,FR39007,Bishop,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,10.0,9.570196078431437,µg-m3,63.0,14,9.0,N,-1,14.601889000000002,-61.057589
395,2015,ATMO REUNION,FR38N10,REUNION-ZUR,FR38020,Plateau Caillou,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,7.0,7.334668892599018,µg-m3,87.0,95,82.0,N,-1,-21.009739,55.272675
394,2015,ATMO REUNION,FR38N20,REUNION-ZR,FR38017,Grand Coude,Rurale régionale,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,3.0,2.5936146738380352,µg-m3,93.0,89,83.0,N,-1,-21.29433,55.627930000000006
393,2015,ATMO REUNION,FR38N10,REUNION-ZUR,FR38008,Ecole JOINVILLE,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,5.0,5.307126099706592,µg-m3,81.0,96,78.0,N,-1,-20.884575,55.453906
392,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR20N20,RHONE-ALPES-ZR,FR36021,Drôme Rurale Sud-SND,Rurale nationale,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,6.0,6.15706980616029,µg-m3,97.0,99,96.0,R,1,44.569443,5.278972
391,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR36003,Valence Trafic,Urbaine,PM2.5,Trafic,4,Oui,mesures fixes,,Moy. annuelle,16.0,15.500649116481444,µg-m3,95.0,100,95.0,R,1,44.948941999999995,4.88975
373,2015,ATMO NOUVELLE-AQUITAINE,FR31A01,AQUITAINE-BORDEAUX,FR31007,BASSENS,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,13.0,13.409230009872713,µg-m3,98.0,95,93.0,R,1,44.900276,-0.514722
390,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR36002,Valence Urb. Centre,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,17.0,16.610286597693673,µg-m3,96.0,100,96.0,R,1,44.933514,4.8934809999999995
340,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR20046,VAULX EN VELIN,Urbaine,PM2.5,Fond,5,Oui,mesures fixes,,Moy. annuelle,14.0,14.291551622419947,µg-m3,98.0,99,97.0,R,1,45.7789,4.9247
387,2015,LIG'AIR,FR34N10,CENTRE-ZUR,FR34042,Lucé,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,10.0,10.001888341543516,µg-m3,98.0,99,97.0,R,1,48.439306,1.4687780000000001
386,2015,LIG'AIR,FR34N20,CENTRE-ZR,FR34038,Verneuil,Rurale nationale,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,12.0,11.603114598193052,µg-m3,98.0,98,96.0,R,1,46.814694,2.6100689999999998
385,2015,LIG'AIR,FR34N20,CENTRE-ZR,FR34034,Vierzon,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,12.0,12.2311983230465,µg-m3,99.0,99,98.0,R,1,47.222028,2.073
384,2015,LIG'AIR,FR34A02,CENTRE-TOURS,FR34024,Joué lès Tours,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,13.0,13.412636374535493,µg-m3,98.0,98,95.0,R,1,47.344139,0.653778
383,2015,LIG'AIR,FR34A01,CENTRE-ORLEANS,FR34014,St Jean,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,13.0,13.195520808840762,µg-m3,98.0,99,97.0,R,1,47.917398,1.9662580000000003
382,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33302,St Germain/Rhône,Rurale près des villes,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,9.0,8.921493688640446,µg-m3,98.0,100,98.0,R,1,46.072224,5.820833
381,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33220,PASSY,Périurbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,18.0,18.45607910156285,µg-m3,79.0,59,47.0,N,-1,45.92361,6.713611
380,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33212,GAILLARD,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,31.0,31.321052631578947,µg-m3,79.0,1,0.0,N,-1,46.193690000000004,6.214858
379,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33211,ANNEMASSE,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,16.0,15.552141087650016,µg-m3,97.0,99,97.0,R,1,46.19583,6.240556
378,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33201,LOVERCHY,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,18.0,17.71094491061734,µg-m3,94.0,99,94.0,R,1,45.89528,6.118333
377,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33101,PASTEUR,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,16.0,15.873191804493823,µg-m3,93.0,99,92.0,R,1,45.56472,5.928333
376,2015,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N10,BOURGOGNE-ZUR,FR32001,Chalon Centre Ville,Urbaine,PM2.5,Trafic,B,Oui,mesures fixes,,Moy. annuelle,13.0,13.08693972179386,µg-m3,89.0,100,89.0,R,1,46.782311,4.847322
375,2015,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31016,SAINT-CROUTS,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,12.0,11.52781964330608,µg-m3,98.0,93,91.0,R,1,43.47972,-1.488056
389,2015,ATMO NOUVELLE-AQUITAINE,FR35N10,LIMOUSIN-ZUR,FR35003,LIMOGES - Présidial,Urbaine,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,10.0,10.412915345779037,µg/m3,97.0,100,97.0,R,1,45.8311,1.256875
339,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR20013,A7 SUD LYONNAIS,Périurbaine,PM2.5,Trafic,4,Oui,mesures fixes,,Moy. annuelle,22.0,22.125476937937197,µg-m3,95.0,100,95.0,R,1,45.720024,4.818156
318,2015,ATMO HAUTS DE FRANCE,FR11A01,NORD-PAS-DE-CALAIS-LILLE,FR11034,Roubaix Serres,Urbaine,PM2.5,Trafic,B,Oui,mesures fixes,,Moy. annuelle,16.0,16.123366467859405,µg-m3,87.0,99,86.0,R,1,50.706534999999995,3.18066
337,2015,AIR BREIZH,FR19N10,BRETAGNE-ZUR,FR19032,Lorient B. Bissonnet,Urbaine,PM2.5,Fond,Z,Oui,mesures fixes,,Moy. annuelle,9.0,9.010641435242952,µg-m3,93.0,100,93.0,R,1,47.7425,-3.3950099999999996
301,2015,ATMO HAUTS DE FRANCE,FR11N20,NORD-PAS-DE-CALAIS-ZR,FR06009,Cambrai Gambetta,Urbaine,PM2.5,Fond,F,Oui,mesures fixes,,Moy. annuelle,12.0,12.310677146311962,µg-m3,94.0,100,94.0,R,1,50.17249,3.2360599999999997
300,2015,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR06006,Valenciennes Wallon,Urbaine,PM2.5,Trafic,B,Oui,mesures fixes,,Moy. annuelle,15.0,14.658599567619483,µg-m3,95.0,100,95.0,R,1,50.36425,3.52273
299,2015,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR06003,Douai Theuriet,Urbaine,PM2.5,Fond,F,Oui,mesures fixes,,Moy. annuelle,16.0,16.36249755716239,µg-m3,71.0,82,58.0,N,-1,50.37822,3.06586
298,2015,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR06001,Valenciennes Acacias,Urbaine,PM2.5,Fond,F,Oui,mesures fixes,,Moy. annuelle,14.0,14.256572632564746,µg-m3,98.0,100,98.0,R,1,50.35853,3.5080400000000003
297,2015,ATMO NORMANDIE,FR05N30,HAUTE-NORMANDIE-ZI,FR05090,Le Havre ville-haute,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,10.0,10.292580823432706,µg-m3,90.0,92,83.0,N,-1,49.514686,0.100645
296,2015,ATMO NORMANDIE,FR05N30,HAUTE-NORMANDIE-ZI,FR05089,Le Havre Lafaurie-montant,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,12.0,12.156841463415704,µg-m3,94.0,100,94.0,R,1,49.500187,0.110903
295,2015,ATMO NORMANDIE,FR25N20,HAUTE-NORMANDIE-ZR,FR05087,Maison Parc Brotonne,Rurale régionale,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,10.0,10.231951887579884,µg-m3,96.0,100,96.0,R,1,49.498295,0.758833
294,2015,ATMO NORMANDIE,FR05N30,HAUTE-NORMANDIE-ZI,FR05074,Le Havre Ec. Herriot,Urbaine,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,10.0,10.436230816452856,µg-m3,93.0,100,93.0,R,1,49.48963,0.100703
293,2015,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04329,Bld peripherique Est,Urbaine,PM2.5,Trafic,B,Oui,mesures fixes,,Moy. annuelle,20.0,20.131664916579197,µg-m3,98.0,100,98.0,R,1,48.838615000000004,2.4127810000000003
292,2015,AIRPARIF,FR04N20,ILE-DE-FRANCE-ZR,FR04328,Zone Rurale SE,Rurale régionale,PM2.5,Fond,D,Oui,mesures fixes,,Moy. annuelle,9.0,9.176085691000141,µg-m3,98.0,100,98.0,R,1,48.3547,2.6453
291,2015,AIRPARIF,FR04N20,ILE-DE-FRANCE-ZR,FR04181,RAMBOUILLET,Périurbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,12.0,11.785979407652226,µg/m3,90.0,100,90.0,R,1,48.63373,1.830529
290,2015,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04156,BOBIGNY,Urbaine,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,13.0,13.441951276372569,µg-m3,98.0,100,98.0,R,1,48.902504,2.4525
289,2015,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04143,PARIS Centre,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,14.0,14.275941812756466,µg/m3,92.0,100,92.0,R,1,48.859001,2.351
288,2015,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04122,RN6-MELUN,Périurbaine,PM2.5,Trafic,,Oui,mesures fixes,,Moy. annuelle,17.0,17.14869565217396,µg/m3,98.0,100,98.0,R,1,48.528057000000004,2.653611
302,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR07A01,AUVERGNE-CLERMONT,FR07004,Montferrand,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,11.0,11.443850072780789,µg-m3,96.0,98,94.0,R,1,45.79728,3.113833
287,2015,AIRPARIF,FR04N20,ILE-DE-FRANCE-ZR,FR04066,Zone rurale Sud,Rurale régionale,PM2.5,Fond,D,Oui,mesures fixes,,Moy. annuelle,10.0,9.65117626196952,µg-m3,97.0,100,97.0,R,1,48.364166,2.236944
284,2015,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04034,VITRY-SUR-SEINE,Urbaine,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,14.0,13.657939393939396,µg-m3,95.0,99,94.0,R,1,48.7758,2.3758
283,2015,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04024,GONESSE,Périurbaine,PM2.5,Fond,D,Oui,mesures fixes,,Moy. annuelle,14.0,13.849528246942358,µg-m3,98.0,100,98.0,R,1,48.990829999999995,2.444722
282,2015,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04002,GENNEVILLIERS,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,13.0,13.274005648387842,µg-m3,97.0,100,97.0,R,1,48.92972,2.294722
281,2015,ATMO SUD,FR03A01,PROVENCE-ALPES-COTE-D-AZUR-AVIGNON,FR03080,AVIGNON   MAIRIE,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,11.0,11.205836849507484,µg-m3,32.0,100,32.0,N,-1,43.949673,4.804341
280,2015,ATMO SUD,FR03A03,PROVENCE-ALPES-COTE-D-AZUR-TOULON,FR03063,TOULON ARSENAL,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,15.0,14.834727061556304,µg-m3,61.0,48,29.0,N,-1,43.124584999999996,5.924399
279,2015,ATMO SUD,FR03A02,PROVENCE-ALPES-COTE-D-AZUR-MARSEILLE,FR03043,MARSEILLE 5 AVENUES,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,13.0,13.404054054055129,µg-m3,91.0,100,91.0,R,1,43.305287,5.394716000000001
278,2015,ATMO SUD,FR03A02,PROVENCE-ALPES-COTE-D-AZUR-MARSEILLE,FR03030,GARDANNE,Périurbaine,PM2.5,Fond,4,Oui,mesures fixes,,Moy. annuelle,15.0,15.391397211510922,µg-m3,77.0,100,77.0,N,-1,43.453584,5.466672
277,2015,ATMO SUD,FR03A02,PROVENCE-ALPES-COTE-D-AZUR-MARSEILLE,FR03029,AIX CENTRE ECOLE ART,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,13.0,12.958661066565812,µg-m3,91.0,99,90.0,R,1,43.530285,5.440912
276,2015,ATMO SUD,FR03A02,PROVENCE-ALPES-COTE-D-AZUR-MARSEILLE,FR03006,MARSEILLE RABATAU,Urbaine,PM2.5,Trafic,2,Oui,mesures fixes,,Moy. annuelle,19.0,18.613765761082046,µg-m3,88.0,100,88.0,R,1,43.276451,5.39736
275,2015,ATMO SUD,FR02N30,PROVENCE-ALPES-COTE-D-AZUR-ZI,FR02020,Rognac les Brets,Périurbaine,PM2.5,Industrielle,,Oui,mesures fixes,,Moy. annuelle,13.0,12.716310899046693,µg-m3,92.0,99,91.0,R,1,43.510802000000005,5.220046
274,2015,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR01065,Belleville sur Meuse,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,16.0,16.24036783777458,µg-m3,98.0,99,97.0,R,1,49.16778,5.387461
273,2015,ATMO GRAND EST,FR01A01,LORRAINE-METZ,FR01020,Thionville-Centre,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,14.0,14.121573543458593,µg-m3,96.0,99,96.0,R,1,49.358337,6.156942
272,2015,ATMO GRAND EST,FR01A01,LORRAINE-METZ,FR01011,Metz-Centre,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,15.0,15.034538534729945,µg-m3,96.0,100,96.0,R,1,49.119442,6.180833
338,2015,AIR BREIZH,FR19N20,BRETAGNE-ZR,FR19033,Vannes UTA,Urbaine,PM2.5,Fond,Z,Oui,mesures fixes,,Moy. annuelle,7.0,6.9958098105639275,µg-m3,92.0,99,91.0,R,1,47.648920000000004,-2.76399
285,2015,AIRPARIF,FR04N20,ILE-DE-FRANCE-ZR,FR04048,Zone Rurale Nord,Rurale régionale,PM2.5,Fond,D,Oui,mesures fixes,,Moy. annuelle,13.0,12.667039434961715,µg-m3,97.0,100,97.0,R,1,49.100277,2.343889
303,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR07A01,AUVERGNE-CLERMONT,FR07034,Clermont-Esplanade Gare,Urbaine,PM2.5,Trafic,,Oui,mesures fixes,,Moy. annuelle,13.0,13.184730711568339,µg-m3,99.0,100,99.0,R,1,45.775696,3.09625
286,2015,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04058,Auto A1 -Saint-Denis,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,25.0,24.72319323729025,µg-m3,96.0,100,96.0,R,1,48.925278000000006,2.356667
305,2015,ATMO OCCITANIE,FR08A01,LANGUEDOC-ROUSSILLON-MONTPELLIER,FR08030,Pompignane,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,17.0,16.74491696024159,µg-m3,94.0,96,91.0,R,1,43.6096,3.8987800000000004
304,2015,ATMO OCCITANIE,FR08A01,LANGUEDOC-ROUSSILLON-MONTPELLIER,FR08016,Montpellier Prés d'Arènes,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,14.0,14.061312389156273,µg-m3,93.0,97,90.0,R,1,43.5915,3.8868099999999997
335,2015,AIR BREIZH,FR19N10,BRETAGNE-ZUR,FR19012,Brest Mace,Urbaine,PM2.5,Fond,Z,Oui,mesures fixes,,Moy. annuelle,9.0,9.148020434228052,µg-m3,98.0,100,98.0,R,1,48.386179999999996,-4.4866
334,2015,AIR BREIZH,FR19A01,BRETAGNE-RENNES,FR19002,Rennes Laennec,Urbaine,PM2.5,Trafic,Z,Oui,mesures fixes,,Moy. annuelle,10.0,10.08724305997049,µg-m3,54.0,100,54.0,N,-1,48.10861,-1.66586
333,2015,ATMO HAUTS DE FRANCE,FR18N20,PICARDIE-ZR,FR18089,Trafic Beauvais 1,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,14.0,14.366821927625567,µg-m3,97.0,99,96.0,R,1,49.435932,2.084292
332,2015,ATMO HAUTS DE FRANCE,FR18N20,PICARDIE-ZR,FR18080,TRAF Saint Quent 14,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,14.0,14.189170506913545,µg-m3,99.0,100,99.0,R,1,49.84282,3.2814389999999998
331,2015,ATMO HAUTS DE FRANCE,FR18N10,PICARDIE-ZUR,FR18053,St Pierre Amiens,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,12.0,12.460876796959615,µg-m3,96.0,100,96.0,R,1,49.901666999999996,2.3045970000000002
330,2015,ATMO HAUTS DE FRANCE,FR18N10,PICARDIE-ZUR,FR18043,Faiencerie Creil,Urbaine,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,12.0,11.865695677916982,µg-m3,97.0,100,96.0,R,1,49.259552,2.474397
329,2015,ATMO HAUTS DE FRANCE,FR18N20,PICARDIE-ZR,FR18042,P. Roth St Quentin,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,13.0,13.093415937804771,µg-m3,95.0,99,94.0,R,1,49.851334,3.284
328,2015,ATMO GRAND EST,FR16A01,ALSACE-MULHOUSE,FR16066,Mulhouse Sud 2,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,14.0,14.415587558999016,µg-m3,96.0,99,94.0,R,1,47.737415000000006,7.309075
327,2015,ATMO GRAND EST,FR16A02,ALSACE-STRASBOURG,FR16038,Strasbourg Est,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,17.0,17.115651371309117,µg-m3,98.0,88,87.0,R,1,48.570374,7.766331
326,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR15A01,RHONE-ALPES-GRENOBLE,FR15043,Grenoble Les Frenes,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,16.0,15.848390844662266,µg-m3,98.0,100,98.0,R,1,45.1619,5.7356
325,2015,ATMO AUVERGNE-RHÔNE-ALPES,FR15A01,RHONE-ALPES-GRENOBLE,FR15039,Le Rondeau,Périurbaine,PM2.5,Trafic,4,Oui,mesures fixes,,Moy. annuelle,20.0,20.124971031285906,µg-m3,99.0,100,99.0,R,1,45.158363,5.703764
324,2015,ATMO GRAND EST,FR14N20,CHAMPAGNE-ARDENNE-ZR,FR14203,Pourcy,Rurale près des villes,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,11.0,11.030436979035068,µg-m3,93.0,97,90.0,R,1,49.1586,3.912613
323,2015,ATMO GRAND EST,FR14N10,CHAMPAGNE-ARDENNE-ZUR,FR14012,Jean d Aulan,Urbaine,PM2.5,Fond,G,Oui,mesures fixes,,Moy. annuelle,13.0,13.474059697496926,µg-m3,86.0,100,85.0,R,1,49.224167,4.020556
322,2015,ATMO OCCITANIE,FR12A01,MIDI-PYRENEES-TOULOUSE,FR12054,TRAFIC_TOULOUSE,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,14.0,13.733155452436213,µg/m3,98.0,100,98.0,R,1,43.643944,1.468244
336,2015,AIR BREIZH,FR19A01,BRETAGNE-RENNES,FR19017,Rennes Pays-Bas,Urbaine,PM2.5,Fond,Z,Oui,mesures fixes,,Moy. annuelle,11.0,10.849133216987244,µg-m3,98.0,100,98.0,R,1,48.08965,-1.6591099999999999
310,2015,ATMO NOUVELLE-AQUITAINE,FR09N10,POITOU-CHARENTES-ZUR,FR09103,Square Pablo Casals,Urbaine,PM2.5,Fond,F,Oui,mesures fixes,,Moy. annuelle,11.0,11.28859410162369,µg-m3,96.0,100,96.0,R,1,45.647415,0.167167
307,2015,ATMO OCCITANIE,FR08N10,LANGUEDOC-ROUSSILLON-ZUR,FR08714,Perpignan Les Carmes,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,10.0,10.051857640976328,µg-m3,98.0,97,95.0,R,1,42.6955,2.90053
308,2015,ATMO NOUVELLE-AQUITAINE,FR09N10,POITOU-CHARENTES-ZUR,FR09003,place de VERDUN,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,10.0,10.466752507454864,µg-m3,84.0,100,84.0,N,-1,46.162556,-1.1536030000000002
309,2015,ATMO NOUVELLE-AQUITAINE,FR09N10,POITOU-CHARENTES-ZUR,FR09019,Niort Ferry,Urbaine,PM2.5,Fond,F,Oui,mesures fixes,,Moy. annuelle,11.0,11.085167232187192,µg-m3,94.0,100,94.0,R,1,46.329586,-0.45888900000000005
311,2015,ATMO NOUVELLE-AQUITAINE,FR09N10,POITOU-CHARENTES-ZUR,FR09203,La Pallice3 LR,Périurbaine,PM2.5,Industrielle,C,Oui,mesures fixes,,Moy. annuelle,10.0,10.22409108552309,µg-m3,88.0,100,88.0,R,1,46.161609999999996,-1.211203
312,2015,ATMO NOUVELLE-AQUITAINE,FR09N10,POITOU-CHARENTES-ZUR,FR09404,Poitiers Centre  Augouard,Urbaine,PM2.5,Fond,C,Oui,mesures fixes,,Moy. annuelle,14.0,13.685186522263436,µg-m3,95.0,100,95.0,R,1,46.583890000000004,0.345556
314,2015,ATMO HAUTS DE FRANCE,FR11N10,NORD-PAS-DE-CALAIS-ZUR,FR10016,Calais Berthelot,Urbaine,PM2.5,Fond,F,Oui,mesures fixes,,Moy. annuelle,11.0,10.793924139545753,µg-m3,98.0,100,98.0,R,1,50.94729,1.8430799999999998
313,2015,ATMO HAUTS DE FRANCE,FR11N10,NORD-PAS-DE-CALAIS-ZUR,FR10004,Malo-les-Bains,Urbaine,PM2.5,Fond,F,Oui,mesures fixes,,Moy. annuelle,12.0,11.866320018908059,µg-m3,97.0,100,97.0,R,1,51.04858,2.42004
316,2015,ATMO HAUTS DE FRANCE,FR11N20,NORD-PAS-DE-CALAIS-ZR,FR10132,Campagne les B.,Rurale régionale,PM2.5,Fond,E,Oui,mesures fixes,,Moy. annuelle,11.0,10.644440083725822,µg-m3,91.0,96,87.0,R,1,50.610479999999995,1.99145
