,anne,Organisme,code zas,Zas,code site,nom site,type d'implantation,Polluant,type d'influence,discriminant,Réglementaire,type d'évaluation,procédure de mesure,type de valeur,valeur,valeur brute,unité de mesure,taux de saisie,couverture temporelle,couverture de données,code qualité,validité,Latitude,Longitude
0,2013,ATMO GRAND EST,FR01A01,LORRAINE-METZ,FR01011,Metz-Centre,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,18.0,18.224059608220447,µg-m3,96.0,99,95.0,R,1,49.119442,6.180833
99,2013,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR30026,Luneville,Urbaine,PM2.5,Trafic,,Oui,mesures fixes,,Moy. annuelle,17.0,16.856493196467618,µg-m3,96.0,99,96.0,R,1,48.584824,6.4839
98,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR29A01,RHONE-ALPES-ST-ETIENNE,FR29428,ST ETIENNE ROND PT,Urbaine,PM2.5,Trafic,5,Oui,mesures fixes,,Moy. annuelle,14.0,13.669491330808336,µg-m3,99.0,100,99.0,R,1,45.422079,4.412831
97,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR29A01,RHONE-ALPES-ST-ETIENNE,FR29426,SAINT-CHAMOND,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,14.0,13.589008168029158,µg-m3,98.0,99,98.0,R,1,45.475327,4.515003
96,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR29A01,RHONE-ALPES-ST-ETIENNE,FR29424,SAINT ETIENNE SUD,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,12.0,11.928201183432964,µg-m3,96.0,100,96.0,R,1,45.42009,4.395422
95,2013,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR28028,Bethune Stade,Urbaine,PM2.5,Fond,F,Oui,mesures fixes,,Moy. annuelle,18.0,18.413804387346822,µg-m3,94.0,100,94.0,R,1,50.535385,2.6356919999999997
94,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR27008,A7 Nord-Isère,Périurbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,19.0,19.343509587449148,µg-m3,98.0,100,98.0,R,1,45.35327,4.8048470000000005
93,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR27004,Vienne Centre,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,20.0,19.902788982366683,µg-m3,99.0,100,99.0,R,1,45.52597,4.875408
92,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N10,BOURGOGNE-ZUR,FR26043,Dijon-Transvaal,Urbaine,PM2.5,Trafic,B,Oui,mesures fixes,,Moy. annuelle,13.0,13.407509088630292,µg-m3,92.0,99,91.0,R,1,47.315459000000004,5.040202
91,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N10,BOURGOGNE-ZUR,FR26005,Dijon Péjoces,Périurbaine,PM2.5,Fond,B,Oui,mesures fixes,,Moy. annuelle,14.0,13.78614102118908,µg-m3,99.0,100,99.0,R,1,47.307368,5.065881
90,2013,ATMO NORMANDIE,FR25N20,HAUTE-NORMANDIE-ZR,FR25051,Dieppe prox-auto,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,0.0,0.0,µg-m3,0.0,4,0.0,N,-1,49.918007,1.073972
89,2013,ATMO NORMANDIE,FR25A01,HAUTE-NORMANDIE-ROUEN,FR25048,Petit Quevilly,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,18.0,17.863897804596917,µg-m3,89.0,100,89.0,R,1,49.42815,1.058025
88,2013,ATMO NORMANDIE,FR25A01,HAUTE-NORMANDIE-ROUEN,FR25037,Rouen Le Conquerant,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,17.0,17.003664676267988,µg-m3,98.0,100,98.0,R,1,49.441463,1.0826559999999998
87,2013,ATMO NORMANDIE,FR25A01,HAUTE-NORMANDIE-ROUEN,FR25036,Espace du Palais,Urbaine,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,16.0,15.877053140097756,µg-m3,90.0,100,90.0,R,1,49.442358,1.093789
86,2013,ATMO SUD,FR24A01,PROVENCE-ALPES-COTE-D-AZUR-NICE,FR24036,NICE ARSON,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,14.0,13.935561497326296,µg-m3,90.0,48,43.0,N,-1,43.702075,7.286256
100,2013,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR30033,Jonville en Woevre,Rurale nationale,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,16.0,15.630788062486308,µg-m3,98.0,100,98.0,R,1,49.06583,5.785556
85,2013,ATMO SUD,FR24A01,PROVENCE-ALPES-COTE-D-AZUR-NICE,FR24035,NICE PROMENADE,Urbaine,PM2.5,Trafic,2,Oui,mesures fixes,,Moy. annuelle,15.0,15.21714285714283,µg-m3,86.0,31,26.0,N,-1,43.689291,7.242074000000001
83,2013,ATMO SUD,FR24A01,PROVENCE-ALPES-COTE-D-AZUR-NICE,FR24009,CANNES BROUSSAILLES,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,18.0,17.54895728462635,µg-m3,80.0,100,79.0,N,-1,43.558389,7.0059190000000005
82,2013,AIR PAYS DE LA LOIRE,FR23A01,PAYS DE LA LOIRE-NANTES,FR23188,CIM BOUTEILLERIE,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,14.0,14.436814588116318,µg-m3,96.0,93,90.0,R,1,47.2225,-1.5375
81,2013,AIR PAYS DE LA LOIRE,FR23N10,PAYS DE LA LOIRE-ZUR,FR23182,SOURCES,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,14.0,13.521124583928742,µg-m3,96.0,100,96.0,R,1,47.971066,0.22142199999999998
80,2013,AIR PAYS DE LA LOIRE,FR23N20,PAYS DE LA LOIRE-ZR,FR23177,SAINT-DENIS D'ANJOU,Rurale régionale,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,14.0,14.015308125082795,µg-m3,91.0,96,87.0,R,1,47.787729999999996,-0.44404399999999994
79,2013,AIR PAYS DE LA LOIRE,FR23A01,PAYS DE LA LOIRE-NANTES,FR23140,VICTOR HUGO,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,18.0,17.93013794715941,µg-m3,98.0,100,98.0,R,1,47.204356,-1.552914
78,2013,AIR PAYS DE LA LOIRE,FR23N20,PAYS DE LA LOIRE-ZR,FR23124,LA TARDIERE,Rurale nationale,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,11.0,11.196971259183844,µg-m3,93.0,95,89.0,R,1,46.656684999999996,-0.743681
77,2013,AIR PAYS DE LA LOIRE,FR23N10,PAYS DE LA LOIRE-ZUR,FR23120,BEAUX ARTS,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,14.0,13.817985695862241,µg-m3,97.0,100,97.0,R,1,47.468513,-0.556053
76,2013,AIR PAYS DE LA LOIRE,FR23A01,PAYS DE LA LOIRE-NANTES,FR23110,LEON BLUM,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,13.0,12.945328980412855,µg-m3,92.0,98,91.0,R,1,47.26412,-2.249858
75,2013,ATMO NORMANDIE,FR21N20,BASSE-NORMANDIE-ZR,FR21050,La Coulonche MERA,Rurale nationale,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,13.0,12.752612931799044,µg-m3,90.0,100,90.0,R,1,48.645,-0.458333
74,2013,ATMO NORMANDIE,FR21N10,BASSE-NORMANDIE-ZUR,FR21001,Caen Chemin-Vert,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,14.0,14.072346733073552,µg-m3,96.0,100,96.0,R,1,49.19222,-0.391111
73,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR20062,LYON Centre,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,18.0,17.953465580352443,µg-m3,97.0,100,97.0,R,1,45.757732,4.854214
72,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR20061,VILLEFRANCHE Village,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,18.0,17.576406951318308,µg-m3,99.0,100,99.0,R,1,45.986219,4.7196370000000005
71,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR20046,VAULX EN VELIN,Urbaine,PM2.5,Fond,5,Oui,mesures fixes,,Moy. annuelle,16.0,15.560865974517382,µg-m3,97.0,100,97.0,R,1,45.7789,4.9247
70,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR20013,A7 SUD LYONNAIS,Périurbaine,PM2.5,Trafic,4,Oui,mesures fixes,,Moy. annuelle,23.0,22.713657434920997,µg-m3,96.0,100,96.0,R,1,45.720024,4.818156
84,2013,ATMO SUD,FR24A01,PROVENCE-ALPES-COTE-D-AZUR-NICE,FR24021,PEILLON,Périurbaine,PM2.5,Industrielle,3,Oui,mesures fixes,,Moy. annuelle,13.0,12.633298319328619,µg-m3,87.0,100,87.0,R,1,43.786583,7.373283
69,2013,AIR BREIZH,FR19N20,BRETAGNE-ZR,FR19033,Vannes UTA,Urbaine,PM2.5,Fond,Z,Oui,mesures fixes,,Moy. annuelle,12.0,11.540758293838891,µg-m3,42.0,6,2.0,N,-1,47.648920000000004,-2.76399
102,2013,ATMO GRAND EST,FR30A02,LORRAINE-NANCY,FR30036,Nancy-Libération,Urbaine,PM2.5,Trafic,,Oui,mesures fixes,,Moy. annuelle,14.0,14.189504036910026,µg-m3,99.0,100,99.0,R,1,48.69708,6.154194
104,2013,ATMO NOUVELLE-AQUITAINE,FR31A01,AQUITAINE-BORDEAUX,FR31007,BASSENS,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,13.0,12.981351644381261,µg-m3,95.0,100,95.0,R,1,44.900276,-0.514722
134,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N20,FRANCHE-COMTE-ZR,FR82050,Lons-le-Saunier CV,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,16.0,16.362333372656163,µg-m3,98.0,98,97.0,R,1,46.671307,5.556806
133,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82010,Montbéliard centre,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,20.0,20.20617640267789,µg-m3,99.0,100,99.0,R,1,47.510307,6.794
132,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82006,Besancon Prevoyance,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,15.0,15.456669976828953,µg-m3,98.0,35,34.0,N,-1,47.2474,6.0154190000000005
131,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82003,Besancon Planoise,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,16.0,16.177268965517893,µg-m3,96.0,43,41.0,N,-1,47.221973,5.971556
130,2013,QUALITAIR CORSE,FR41N20,CORSE-ZR,FR41024,VENACO,Rurale régionale,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,10.0,10.360352276503606,µg-m3,67.0,52,34.0,N,-1,42.236028000000005,9.190028
129,2013,QUALITAIR CORSE,FR41N10,CORSE-ZUR,FR41017,BASTIA MONTESORO,Périurbaine,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,10.0,9.728496332519054,µg-m3,93.0,100,93.0,R,1,42.671333000000004,9.434639
128,2013,ATMO GUYANE,FR40N10,GUYANE-ZUR,FR40004,STADE NAUTIQUE CAYENNE,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,11.0,10.525849602314237,µg-m3,65.0,98,63.0,N,-1,4.932214,-52.310226
127,2013,MADININAIR,FR39N10,MARTINIQUE-ZUR,FR39007,Bishop,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,10.0,9.585637583893284,µg-m3,94.0,99,94.0,R,1,14.601889000000002,-61.057589
126,2013,ATMO REUNION,FR38N20,REUNION-ZR,FR38017,Grand Coude,Rurale régionale,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,4.0,4.2772219981174215,µg-m3,91.0,93,85.0,R,1,-21.29433,55.627930000000006
125,2013,ATMO REUNION,FR38N10,REUNION-ZUR,FR38012,Station Bonsenf,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,11.0,10.568456375838926,µg-m3,59.0,17,10.0,N,-1,-21.342914999999998,55.471928000000005
124,2013,ATMO REUNION,FR38N10,REUNION-ZUR,FR38011,Station Luther King,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,8.0,8.344274809160662,µg-m3,93.0,81,75.0,N,-1,-21.334406,55.45906
123,2013,ATMO REUNION,FR38N10,REUNION-ZUR,FR38008,Ecole JOINVILLE,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,5.0,5.297198599299868,µg-m3,95.0,96,91.0,R,1,-20.884575,55.453906
122,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N20,RHONE-ALPES-ZR,FR36021,Drôme Rurale Sud-SND,Rurale nationale,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,5.0,5.2636363636363495,µg-m3,84.0,3,3.0,N,-1,44.569443,5.278972
121,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N20,RHONE-ALPES-ZR,FR36005,Drôme Rurale Sud,Rurale régionale,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,14.0,13.940937843785385,µg-m3,87.0,96,83.0,N,-1,44.520744,5.089872
103,2013,ATMO NOUVELLE-AQUITAINE,FR31A01,AQUITAINE-BORDEAUX,FR31002,TALENCE,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,14.0,14.484036653003301,µg-m3,95.0,100,95.0,R,1,44.800556,-0.588056
120,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR36003,Valence Trafic,Urbaine,PM2.5,Trafic,4,Oui,mesures fixes,,Moy. annuelle,18.0,18.00365404837089,µg-m3,87.0,99,87.0,R,1,44.948941999999995,4.88975
118,2013,ATMO NOUVELLE-AQUITAINE,FR35N10,LIMOUSIN-ZUR,FR35003,LIMOGES - Présidial,Urbaine,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,11.0,11.430343039020054,µg-m3,97.0,100,97.0,R,1,45.8311,1.256875
117,2013,LIG'AIR,FR34N10,CENTRE-ZUR,FR34042,Lucé,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,15.0,15.175945341029587,µg-m3,97.0,100,97.0,R,1,48.439306,1.4687780000000001
116,2013,LIG'AIR,FR34N20,CENTRE-ZR,FR34038,Verneuil,Rurale nationale,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,12.0,12.240827603143467,µg-m3,93.0,100,93.0,R,1,46.814694,2.6100689999999998
115,2013,LIG'AIR,FR34N20,CENTRE-ZR,FR34034,Vierzon,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,17.0,17.454240631163714,µg-m3,96.0,6,6.0,N,-1,47.222028,2.073
114,2013,LIG'AIR,FR34A02,CENTRE-TOURS,FR34024,Joué lès Tours,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,17.0,16.78388358449325,µg-m3,99.0,100,99.0,R,1,47.344139,0.653778
113,2013,LIG'AIR,FR34A01,CENTRE-ORLEANS,FR34014,St Jean,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,17.0,16.739997591232132,µg-m3,97.0,97,95.0,R,1,47.917398,1.9662580000000003
112,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33302,St Germain/Rhône,Rurale près des villes,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,11.0,10.882653061224485,µg-m3,51.0,2,1.0,N,-1,46.072224,5.820833
111,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33212,GAILLARD,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,16.0,15.792037387601571,µg-m3,96.0,100,96.0,R,1,46.193690000000004,6.214858
110,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33211,ANNEMASSE,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,15.0,15.281288004423502,µg-m3,95.0,87,83.0,N,-1,46.19583,6.240556
109,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33201,LOVERCHY,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,19.0,19.282928840716547,µg-m3,98.0,99,97.0,R,1,45.89528,6.118333
108,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33101,PASTEUR,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,19.0,19.155872978396953,µg-m3,97.0,100,97.0,R,1,45.56472,5.928333
107,2013,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N10,BOURGOGNE-ZUR,FR32001,Chalon Centre Ville,Urbaine,PM2.5,Trafic,B,Oui,mesures fixes,,Moy. annuelle,17.0,16.623581647756165,µg-m3,93.0,100,93.0,R,1,46.782311,4.847322
106,2013,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31016,SAINT-CROUTS,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,12.0,11.584772370487473,µg-m3,80.0,99,80.0,N,-1,43.47972,-1.488056
105,2013,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31013,BILLERE,Urbaine,PM2.5,Fond,3,Oui,mesures fixes,,Moy. annuelle,12.0,11.63312244138535,µg-m3,92.0,100,92.0,R,1,43.310833,-0.391111
119,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR36002,Valence Urb. Centre,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,17.0,16.599627163782767,µg-m3,86.0,100,86.0,R,1,44.933514,4.8934809999999995
68,2013,AIR BREIZH,FR19N10,BRETAGNE-ZUR,FR19032,Lorient B. Bissonnet,Urbaine,PM2.5,Fond,Z,Oui,mesures fixes,,Moy. annuelle,11.0,11.486702195153894,µg-m3,92.0,98,90.0,R,1,47.7425,-3.3950099999999996
101,2013,ATMO GRAND EST,FR30A02,LORRAINE-NANCY,FR30034,Nancy-Charles III,Urbaine,PM2.5,Fond,C,Oui,mesures fixes,,Moy. annuelle,15.0,15.220441669558266,µg-m3,99.0,100,99.0,R,1,48.68817,6.190430999999999
66,2013,AIR BREIZH,FR19N10,BRETAGNE-ZUR,FR19012,Brest Mace,Urbaine,PM2.5,Fond,Z,Oui,mesures fixes,,Moy. annuelle,10.0,10.441729275436881,µg-m3,93.0,97,90.0,R,1,48.386179999999996,-4.4866
31,2013,ATMO OCCITANIE,FR08A01,LANGUEDOC-ROUSSILLON-MONTPELLIER,FR08030,Pompignane,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,16.0,15.502456647398901,µg-m3,95.0,100,95.0,R,1,43.6096,3.8987800000000004
30,2013,ATMO OCCITANIE,FR08A01,LANGUEDOC-ROUSSILLON-MONTPELLIER,FR08016,Montpellier Prés d'Arènes,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,13.0,12.903319895660431,µg-m3,96.0,100,96.0,R,1,43.5915,3.8868099999999997
29,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR07A01,AUVERGNE-CLERMONT,FR07034,Clermont-Esplanade Gare,Urbaine,PM2.5,Trafic,,Oui,mesures fixes,,Moy. annuelle,14.0,14.1193462075395,µg-m3,98.0,100,98.0,R,1,45.775696,3.09625
28,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR07A01,AUVERGNE-CLERMONT,FR07008,Delille,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,14.0,13.625000000000034,µg-m3,95.0,4,4.0,N,-1,45.78089,3.094583
27,2013,ATMO AUVERGNE-RHÔNE-ALPES,FR07A01,AUVERGNE-CLERMONT,FR07004,Montferrand,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,12.0,12.440529555221085,µg-m3,98.0,100,98.0,R,1,45.79728,3.113833
26,2013,ATMO HAUTS DE FRANCE,FR11N20,NORD-PAS-DE-CALAIS-ZR,FR06009,Cambrai Gambetta,Urbaine,PM2.5,Fond,F,Oui,mesures fixes,,Moy. annuelle,16.0,16.3770742915508,µg-m3,90.0,99,89.0,R,1,50.17249,3.2360599999999997
25,2013,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR06006,Valenciennes Wallon,Urbaine,PM2.5,Trafic,B,Oui,mesures fixes,,Moy. annuelle,20.0,20.04536927095628,µg-m3,96.0,100,96.0,R,1,50.36425,3.52273
24,2013,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR06003,Douai Theuriet,Urbaine,PM2.5,Fond,F,Oui,mesures fixes,,Moy. annuelle,21.0,21.02879440258449,µg-m3,64.0,100,64.0,N,-1,50.37822,3.06586
23,2013,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR06001,Valenciennes Acacias,Urbaine,PM2.5,Fond,F,Oui,mesures fixes,,Moy. annuelle,19.0,19.167266676751968,µg-m3,76.0,99,75.0,N,-1,50.35853,3.5080400000000003
22,2013,ATMO NORMANDIE,FR05N30,HAUTE-NORMANDIE-ZI,FR05089,Le Havre Lafaurie-montant,Urbaine,PM2.5,Trafic,1,Oui,mesures fixes,,Moy. annuelle,16.0,15.748456790124571,µg-m3,91.0,90,81.0,N,-1,49.500187,0.110903
21,2013,ATMO NORMANDIE,FR25N20,HAUTE-NORMANDIE-ZR,FR05087,Maison Parc Brotonne,Rurale régionale,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,14.0,13.604365219438682,µg-m3,97.0,100,97.0,R,1,49.498295,0.758833
20,2013,ATMO NORMANDIE,FR05N30,HAUTE-NORMANDIE-ZI,FR05074,Le Havre Ec. Herriot,Urbaine,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,13.0,13.355696705042677,µg-m3,86.0,100,86.0,R,1,49.48963,0.100703
19,2013,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04329,Bld peripherique Est,Urbaine,PM2.5,Trafic,B,Oui,mesures fixes,,Moy. annuelle,22.0,22.23802352941181,µg-m3,97.0,100,97.0,R,1,48.838615000000004,2.4127810000000003
17,2013,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04156,BOBIGNY,Urbaine,PM2.5,Fond,A,Oui,mesures fixes,,Moy. annuelle,17.0,16.803127621330205,µg-m3,96.0,99,95.0,R,1,48.902504,2.4525
16,2013,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04143,PARIS Centre,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,19.0,18.66398526615985,µg-m3,96.0,100,96.0,R,1,48.859001,2.351
15,2013,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04122,RN6-MELUN,Périurbaine,PM2.5,Trafic,,Oui,mesures fixes,,Moy. annuelle,20.0,20.480393114393834,µg-m3,94.0,100,94.0,R,1,48.528057000000004,2.653611
14,2013,AIRPARIF,FR04N20,ILE-DE-FRANCE-ZR,FR04066,Zone rurale Sud,Rurale régionale,PM2.5,Fond,D,Oui,mesures fixes,,Moy. annuelle,11.0,11.14647525962124,µg-m3,94.0,99,93.0,R,1,48.364166,2.236944
67,2013,AIR BREIZH,FR19A01,BRETAGNE-RENNES,FR19017,Rennes Pays-Bas,Urbaine,PM2.5,Fond,b,Oui,mesures fixes,,Moy. annuelle,12.0,11.745430603108765,µg-m3,87.0,100,87.0,R,1,48.08965,-1.6591099999999999
1,2013,ATMO GRAND EST,FR01A01,LORRAINE-METZ,FR01020,Thionville-Centre,Urbaine,PM2.5,Fond,,Oui,mesures fixes,,Moy. annuelle,17.0,17.070782526341354,µg-m3,97.0,99,96.0,R,1,49.358337,6.156942
2,2013,ATMO SUD,FR02N30,PROVENCE-ALPES-COTE-D-AZUR-ZI,FR02020,Rognac les Brets,Périurbaine,PM2.5,Industrielle,,Oui,mesures fixes,,Moy. annuelle,15.0,14.796162642949009,µg-m3,90.0,99,90.0,R,1,43.510802000000005,5.220046
3,2013,ATMO SUD,FR03A02,PROVENCE-ALPES-COTE-D-AZUR-MARSEILLE,FR03006,MARSEILLE RABATAU,Urbaine,PM2.5,Trafic,2,Oui,mesures fixes,,Moy. annuelle,16.0,15.924126524706338,µg-m3,56.0,99,55.0,N,-1,43.276451,5.39736
4,2013,ATMO SUD,FR03A02,PROVENCE-ALPES-COTE-D-AZUR-MARSEILLE,FR03029,AIX CENTRE ECOLE ART,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,19.0,18.669600123515067,µg-m3,74.0,100,74.0,N,-1,43.530285,5.440912
5,2013,ATMO SUD,FR03A02,PROVENCE-ALPES-COTE-D-AZUR-MARSEILLE,FR03030,GARDANNE,Périurbaine,PM2.5,Fond,4,Oui,mesures fixes,,Moy. annuelle,18.0,17.516996989463927,µg-m3,92.0,99,91.0,R,1,43.453584,5.466672
32,2013,ATMO OCCITANIE,FR08N10,LANGUEDOC-ROUSSILLON-ZUR,FR08614,Nimes Gauzy,Urbaine,PM2.5,Fond,1,Oui,mesures fixes,,Moy. annuelle,14.0,14.187403237156918,µg-m3,98.0,99,97.0,R,1,43.8344,4.3744
6,2013,ATMO SUD,FR03A02,PROVENCE-ALPES-COTE-D-AZUR-MARSEILLE,FR03043,MARSEILLE 5 AVENUES,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,15.0,14.819852683270126,µg-m3,98.0,100,98.0,R,1,43.305287,5.394716000000001
8,2013,ATMO SUD,FR03A01,PROVENCE-ALPES-COTE-D-AZUR-AVIGNON,FR03080,AVIGNON   MAIRIE,Urbaine,PM2.5,Fond,2,Oui,mesures fixes,,Moy. annuelle,15.0,14.754428044281466,µg-m3,84.0,95,80.0,N,-1,43.949673,4.804341
9,2013,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04002,GENNEVILLIERS,Urbaine,PM2.5,Fond,I,Oui,mesures fixes,,Moy. annuelle,16.0,16.430558183538324,µg-m3,97.0,100,97.0,R,1,48.92972,2.294722
10,2013,AIRPARIF,FR04A01,ILE-DE-FRANCE-PARIS,FR04024,GONESSE,Périurbaine,PM2.5,Fond,D,Oui,mesures fixes,,Moy. annuelle,9.0,9.468421052631578,µg-m3,9.0,2,0.0,N,-1,48.990829999999995,2.444722
