SITE	NUMERO_SITE	SEXE	ANNEE	PA	CAS_PRED	CAS_PRED_INF	CAS_PRED_SUP	TSM_I_PRED	TSM_I_PRED_INF	TSM_I_PRED_SUP	TSE_I_PRED	TSE_I_PRED_INF	TSE_I_PRED_SUP	TB_I_PRED	TB_I_PRED_INF	TB_I_PRED_SUP
lmnhw	32.08	1	2018	31500281	892	738	1078	1.2	1	1.4	1.9	1.5	2.2	2.8	2.3	3.4
lmnhw	32.08	2	1995	29727493.5	450	364	558	0.7	0.6	0.9	1.1	0.9	1.3	1.5	1.2	1.9
lmnhw	32.08	2	1996	29830389.5	455	370	556	0.7	0.6	0.9	1.1	0.9	1.3	1.5	1.2	1.9
lmnhw	32.08	2	1997	29931526	457	376	554	0.7	0.6	0.9	1.1	0.9	1.3	1.5	1.3	1.9
lmnhw	32.08	2	1998	30036624.5	458	381	554	0.7	0.6	0.9	1.1	0.9	1.3	1.5	1.3	1.8
lmnhw	32.08	2	1999	30191342.5	463	387	555	0.7	0.6	0.8	1.1	0.9	1.3	1.5	1.3	1.8
lmnhw	32.08	2	2000	30404491.5	468	393	559	0.7	0.6	0.8	1.1	0.9	1.3	1.5	1.3	1.8
lmnhw	32.08	2	2001	30631830.5	473	398	564	0.7	0.6	0.8	1	0.9	1.2	1.5	1.3	1.8
lmnhw	32.08	2	2002	30860462.5	478	403	570	0.7	0.6	0.8	1	0.9	1.2	1.5	1.3	1.8
lmnhw	32.08	2	2003	31083389.5	483	407	575	0.7	0.6	0.8	1	0.9	1.2	1.6	1.3	1.8
lmnhw	32.08	2	2004	31319326	486	410	580	0.7	0.6	0.8	1	0.9	1.2	1.6	1.3	1.9
lmnhw	32.08	2	2005	31565612.5	489	412	583	0.7	0.6	0.8	1	0.8	1.2	1.5	1.3	1.8
lmnhw	32.08	2	2006	31781491	489	412	582	0.7	0.6	0.8	1	0.8	1.2	1.5	1.3	1.8
lmnhw	32.08	2	2007	31963889.5	486	411	578	0.6	0.5	0.8	1	0.8	1.1	1.5	1.3	1.8
lmnhw	32.08	2	2008	32134197	483	408	572	0.6	0.5	0.7	0.9	0.8	1.1	1.5	1.3	1.8
lmnhw	32.08	2	2009	32292780	477	404	564	0.6	0.5	0.7	0.9	0.8	1.1	1.5	1.3	1.7
lmnhw	32.08	2	2010	32442000.5	471	399	557	0.6	0.5	0.7	0.9	0.8	1.1	1.5	1.2	1.7
lmnhw	32.08	2	2011	32596758.5	466	394	551	0.6	0.5	0.7	0.9	0.7	1	1.4	1.2	1.7
lmnhw	32.08	2	2012	32754328.5	460	388	545	0.6	0.5	0.7	0.9	0.7	1	1.4	1.2	1.7
lmnhw	32.08	2	2013	32917445	454	382	541	0.6	0.5	0.7	0.8	0.7	1	1.4	1.2	1.6
lmnhw	32.08	2	2014	33078234.5	449	376	537	0.5	0.5	0.6	0.8	0.7	1	1.4	1.1	1.6
lmnhw	32.08	2	2015	33219169.5	443	369	534	0.5	0.4	0.6	0.8	0.7	1	1.3	1.1	1.6
lmnhw	32.08	2	2016	33346795	438	361	531	0.5	0.4	0.6	0.8	0.6	0.9	1.3	1.1	1.6
lmnhw	32.08	2	2017	33463250.5	434	354	529	0.5	0.4	0.6	0.8	0.6	0.9	1.3	1.1	1.6
lmnhw	32.08	2	2018	33517815	425	344	524	0.5	0.4	0.6	0.7	0.6	0.9	1.3	1	1.6
lmnhtricho	32.09	1	1990	27606178	117	98	140	0.3	0.3	0.4	0.4	0.4	0.5	0.4	0.4	0.5
lmnhtricho	32.09	1	1991	27731738.5	121	105	147	0.3	0.3	0.4	0.5	0.4	0.6	0.4	0.4	0.5
lmnhtricho	32.09	1	1992	27855283	132	113	155	0.4	0.3	0.4	0.5	0.4	0.6	0.5	0.4	0.6
lmnhtricho	32.09	1	1993	27957444	140	120	165	0.4	0.3	0.4	0.5	0.4	0.6	0.5	0.4	0.6
lmnhtricho	32.09	1	1994	28038749.5	149	127	176	0.4	0.3	0.5	0.5	0.5	0.6	0.5	0.5	0.6
lmnhtricho	32.09	1	1995	28116753.5	159	136	187	0.4	0.4	0.5	0.6	0.5	0.7	0.6	0.5	0.7
lmnhtricho	32.09	1	1996	28195599	170	146	197	0.4	0.4	0.5	0.6	0.5	0.7	0.6	0.5	0.7
lmnhtricho	32.09	1	1997	28275964	179	156	207	0.5	0.4	0.5	0.6	0.5	0.7	0.6	0.6	0.7
lmnhtricho	32.09	1	1998	28361163	187	165	217	0.5	0.4	0.5	0.6	0.6	0.7	0.7	0.6	0.8
lmnhtricho	32.09	1	1999	28486063	196	172	226	0.5	0.4	0.6	0.7	0.6	0.8	0.7	0.6	0.8
lmnhtricho	32.09	1	2000	28657893.5	202	178	233	0.5	0.4	0.6	0.7	0.6	0.8	0.7	0.6	0.8
lmnhtricho	32.09	1	2001	28844405	207	182	235	0.5	0.4	0.6	0.7	0.6	0.8	0.7	0.6	0.8
lmnhtricho	32.09	1	2002	29033407.5	209	185	235	0.5	0.4	0.5	0.7	0.6	0.8	0.7	0.6	0.8
lmnhtricho	32.09	1	2003	29220241.5	207	185	233	0.5	0.4	0.5	0.7	0.6	0.7	0.7	0.6	0.8
lmnhtricho	32.09	1	2004	29415016.5	206	184	232	0.5	0.4	0.5	0.6	0.6	0.7	0.7	0.6	0.8
lmnhtricho	32.09	1	2005	29615886	204	183	232	0.5	0.4	0.5	0.6	0.6	0.7	0.7	0.6	0.8
lmnhtricho	32.09	1	2006	29815994.5	206	184	233	0.5	0.4	0.5	0.6	0.6	0.7	0.7	0.6	0.8
lmnhtricho	32.09	1	2007	30001162.5	207	186	234	0.5	0.4	0.5	0.6	0.6	0.7	0.7	0.6	0.8
lmnhtricho	32.09	1	2008	30166090.5	211	190	234	0.4	0.4	0.5	0.6	0.6	0.7	0.7	0.6	0.8
lmnhtricho	32.09	1	2009	30322692	214	195	236	0.4	0.4	0.5	0.6	0.6	0.7	0.7	0.6	0.8
lmnhtricho	32.09	1	2010	30475789	216	198	239	0.4	0.4	0.5	0.6	0.6	0.7	0.7	0.7	0.8
lmnhtricho	32.09	1	2011	30626399	219	201	243	0.5	0.4	0.5	0.6	0.6	0.7	0.7	0.7	0.8
lmnhtricho	32.09	1	2012	30782589.5	223	202	249	0.5	0.4	0.5	0.6	0.6	0.7	0.7	0.7	0.8
lmnhtricho	32.09	1	2013	30945466.5	225	202	257	0.5	0.4	0.5	0.6	0.6	0.7	0.7	0.7	0.8
lmnhtricho	32.09	1	2014	31086155	231	202	265	0.5	0.4	0.5	0.6	0.5	0.7	0.7	0.6	0.9
lmnhtricho	32.09	1	2015	31210477	234	201	275	0.5	0.4	0.5	0.6	0.5	0.7	0.7	0.6	0.9
lmnhtricho	32.09	1	2016	31332989	236	200	285	0.5	0.4	0.5	0.6	0.5	0.7	0.8	0.6	0.9
lmnhtricho	32.09	1	2017	31446345.5	242	198	295	0.5	0.4	0.6	0.6	0.5	0.8	0.8	0.6	0.9
lmnhtricho	32.09	1	2018	31500281	243	195	305	0.5	0.4	0.6	0.6	0.5	0.8	0.8	0.6	1
lmnhtricho	32.09	2	1990	29102652.5	44	38	53	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	1991	29243858.5	44	39	54	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	1992	29384564	46	39	55	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	1993	29509640.5	46	40	55	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	1994	29620022	45	40	56	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	1995	29727493.5	47	41	57	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	1996	29830389.5	47	42	58	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	1997	29931526	47	42	59	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	1998	30036624.5	48	43	59	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	1999	30191342.5	49	43	60	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	2000	30404491.5	52	44	61	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	2001	30631830.5	53	45	62	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	2002	30860462.5	53	46	63	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	2003	31083389.5	55	46	64	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	2004	31319326	55	47	65	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2
lmnhtricho	32.09	2	2005	31565612.5	56	48	66	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2006	31781491	56	48	67	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2007	31963889.5	57	49	68	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2008	32134197	57	49	68	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2009	32292780	59	50	69	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2010	32442000.5	58	50	70	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2011	32596758.5	58	51	70	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2012	32754328.5	59	51	71	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2013	32917445	60	52	72	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2014	33078234.5	58	52	72	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2015	33219169.5	59	52	73	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2016	33346795	60	53	73	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2017	33463250.5	61	53	74	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnhtricho	32.09	2	2018	33517815	61	53	74	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2
lmnht	32.10	1	2003	29220241.5	796	748	848	1.8	1.7	1.9	2.5	2.3	2.6	2.7	2.6	2.9
lmnht	32.10	1	2004	29415016.5	810	760	861	1.8	1.7	1.9	2.5	2.3	2.6	2.8	2.6	2.9
lmnht	32.10	1	2005	29615886	824	773	876	1.8	1.7	1.9	2.5	2.3	2.6	2.8	2.6	3
lmnht	32.10	1	2006	29815994.5	835	786	890	1.8	1.7	1.9	2.5	2.3	2.6	2.8	2.6	3
lmnht	32.10	1	2007	30001162.5	851	798	905	1.8	1.7	1.9	2.5	2.3	2.6	2.8	2.7	3
lmnht	32.10	1	2008	30166090.5	864	811	919	1.8	1.7	1.9	2.5	2.3	2.6	2.9	2.7	3
lmnht	32.10	1	2009	30322692	877	824	933	1.8	1.7	1.9	2.5	2.3	2.6	2.9	2.7	3.1
lmnht	32.10	1	2010	30475789	891	836	947	1.8	1.7	1.9	2.5	2.3	2.6	2.9	2.7	3.1
lmnht	32.10	1	2011	30626399	902	849	962	1.8	1.7	1.9	2.5	2.3	2.6	2.9	2.8	3.1
lmnht	32.10	1	2012	30782589.5	918	862	977	1.8	1.7	1.9	2.5	2.3	2.6	3	2.8	3.2
lmnht	32.10	1	2013	30945466.5	930	876	993	1.8	1.7	1.9	2.5	2.3	2.6	3	2.8	3.2
lmnht	32.10	1	2014	31086155	947	890	1009	1.8	1.7	1.9	2.5	2.3	2.6	3	2.9	3.2
lmnht	32.10	1	2015	31210477	962	904	1024	1.8	1.7	1.9	2.5	2.3	2.6	3.1	2.9	3.3
lmnht	32.10	1	2016	31332989	975	917	1040	1.8	1.7	1.9	2.5	2.3	2.6	3.1	2.9	3.3
lmnht	32.10	1	2017	31446345.5	991	931	1055	1.8	1.7	1.9	2.5	2.3	2.6	3.2	3	3.4
lmnht	32.10	1	2018	31500281	997	938	1063	1.8	1.7	1.9	2.5	2.3	2.6	3.2	3	3.4
lmnht	32.10	2	2003	31083389.5	488	434	549	1	0.8	1.1	1.2	1.1	1.4	1.6	1.4	1.8
lmnht	32.10	2	2004	31319326	506	454	563	1	0.9	1.1	1.3	1.1	1.4	1.6	1.4	1.8
lmnht	32.10	2	2005	31565612.5	524	475	577	1	0.9	1.1	1.3	1.2	1.4	1.7	1.5	1.8
lmnht	32.10	2	2006	31781491	542	496	592	1	0.9	1.1	1.3	1.2	1.4	1.7	1.6	1.9
lmnht	32.10	2	2007	31963889.5	561	516	607	1	0.9	1.1	1.3	1.2	1.5	1.8	1.6	1.9
lmnht	32.10	2	2008	32134197	579	535	623	1.1	1	1.1	1.4	1.3	1.5	1.8	1.7	1.9
lmnht	32.10	2	2009	32292780	597	554	640	1.1	1	1.2	1.4	1.3	1.5	1.8	1.7	2
lmnht	32.10	2	2010	32442000.5	616	572	659	1.1	1	1.2	1.4	1.3	1.5	1.9	1.8	2
lmnht	32.10	2	2011	32596758.5	632	589	681	1.1	1	1.2	1.5	1.3	1.6	1.9	1.8	2.1
lmnht	32.10	2	2012	32754328.5	654	605	705	1.1	1	1.2	1.5	1.4	1.6	2	1.8	2.2
lmnht	32.10	2	2013	32917445	673	620	732	1.2	1.1	1.3	1.5	1.4	1.6	2	1.9	2.2
lmnht	32.10	2	2014	33078234.5	697	635	761	1.2	1.1	1.3	1.5	1.4	1.7	2.1	1.9	2.3
lmnht	32.10	2	2015	33219169.5	716	649	792	1.2	1.1	1.3	1.6	1.4	1.7	2.2	2	2.4
lmnht	32.10	2	2016	33346795	737	662	824	1.2	1.1	1.4	1.6	1.4	1.8	2.2	2	2.5
lmnht	32.10	2	2017	33463250.5	761	675	859	1.3	1.1	1.4	1.6	1.4	1.9	2.3	2	2.6
lmnht	32.10	2	2018	33517815	780	684	891	1.3	1.1	1.5	1.7	1.5	1.9	2.3	2	2.7
lmnht.cut	32.101	1	2003	29220241.5	413	374	456	0.9	0.9	1	1.3	1.2	1.4	1.4	1.3	1.6
lmnht.cut	32.101	1	2004	29415016.5	419	380	464	0.9	0.9	1	1.3	1.2	1.4	1.4	1.3	1.6
lmnht.cut	32.101	1	2005	29615886	428	387	471	0.9	0.9	1	1.3	1.2	1.4	1.4	1.3	1.6
lmnht.cut	32.101	1	2006	29815994.5	436	393	479	0.9	0.9	1	1.3	1.2	1.4	1.5	1.3	1.6
lmnht.cut	32.101	1	2007	30001162.5	441	399	487	0.9	0.9	1	1.3	1.2	1.4	1.5	1.3	1.6
lmnht.cut	32.101	1	2008	30166090.5	449	406	494	0.9	0.9	1	1.3	1.2	1.4	1.5	1.3	1.6
lmnht.cut	32.101	1	2009	30322692	454	412	502	0.9	0.9	1	1.3	1.2	1.4	1.5	1.4	1.7
lmnht.cut	32.101	1	2010	30475789	460	418	510	0.9	0.9	1	1.3	1.2	1.4	1.5	1.4	1.7
lmnht.cut	32.101	1	2011	30626399	469	424	517	0.9	0.9	1	1.3	1.2	1.4	1.5	1.4	1.7
lmnht.cut	32.101	1	2012	30782589.5	475	431	525	0.9	0.9	1	1.3	1.2	1.4	1.5	1.4	1.7
lmnht.cut	32.101	1	2013	30945466.5	482	438	534	0.9	0.9	1	1.3	1.2	1.4	1.6	1.4	1.7
lmnht.cut	32.101	1	2014	31086155	490	444	542	0.9	0.9	1	1.3	1.2	1.4	1.6	1.4	1.7
lmnht.cut	32.101	1	2015	31210477	497	451	550	0.9	0.9	1	1.3	1.2	1.4	1.6	1.4	1.8
lmnht.cut	32.101	1	2016	31332989	506	458	558	0.9	0.9	1	1.3	1.2	1.4	1.6	1.5	1.8
lmnht.cut	32.101	1	2017	31446345.5	512	464	566	0.9	0.9	1	1.3	1.2	1.4	1.6	1.5	1.8
lmnht.cut	32.101	1	2018	31500281	516	467	570	0.9	0.9	1	1.3	1.2	1.4	1.6	1.5	1.8
lmnht.cut	32.101	2	2003	31083389.5	249	222	280	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
lmnht.cut	32.101	2	2004	31319326	254	225	284	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
lmnht.cut	32.101	2	2005	31565612.5	257	228	288	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
lmnht.cut	32.101	2	2006	31781491	258	231	292	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
lmnht.cut	32.101	2	2007	31963889.5	264	234	296	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
lmnht.cut	32.101	2	2008	32134197	265	237	299	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
lmnht.cut	32.101	2	2009	32292780	269	239	302	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
lmnht.cut	32.101	2	2010	32442000.5	271	242	305	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
lmnht.cut	32.101	2	2011	32596758.5	274	244	309	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.7	0.9
lmnht.cut	32.101	2	2012	32754328.5	277	247	312	0.5	0.5	0.6	0.7	0.6	0.8	0.8	0.8	1
lmnht.cut	32.101	2	2013	32917445	281	250	315	0.5	0.5	0.6	0.7	0.6	0.8	0.9	0.8	1
lmnht.cut	32.101	2	2014	33078234.5	284	252	319	0.5	0.5	0.6	0.7	0.6	0.8	0.9	0.8	1
lmnht.cut	32.101	2	2015	33219169.5	286	255	322	0.5	0.5	0.6	0.7	0.6	0.8	0.9	0.8	1
lmnht.cut	32.101	2	2016	33346795	291	257	325	0.5	0.5	0.6	0.7	0.6	0.8	0.9	0.8	1
lmnht.cut	32.101	2	2017	33463250.5	292	260	328	0.5	0.5	0.6	0.7	0.6	0.8	0.9	0.8	1
lmnht.cut	32.101	2	2018	33517815	293	261	330	0.5	0.5	0.6	0.7	0.6	0.8	0.9	0.8	1
lmnht.ncut	32.102	1	2003	29220241.5	379	320	447	0.9	0.7	1	1.2	1	1.4	1.3	1.1	1.5
lmnht.ncut	32.102	1	2004	29415016.5	378	330	429	0.8	0.7	1	1.1	1	1.3	1.3	1.1	1.5
lmnht.ncut	32.102	1	2005	29615886	375	338	418	0.8	0.7	0.9	1.1	1	1.2	1.3	1.1	1.4
lmnht.ncut	32.102	1	2006	29815994.5	377	343	414	0.8	0.7	0.9	1.1	1	1.2	1.3	1.1	1.4
lmnht.ncut	32.102	1	2007	30001162.5	382	346	418	0.8	0.7	0.9	1.1	1	1.2	1.3	1.2	1.4
lmnht.ncut	32.102	1	2008	30166090.5	386	352	426	0.8	0.7	0.9	1.1	1	1.2	1.3	1.2	1.4
lmnht.ncut	32.102	1	2009	30322692	399	363	438	0.8	0.7	0.9	1.1	1	1.2	1.3	1.2	1.4
lmnht.ncut	32.102	1	2010	30475789	412	379	452	0.8	0.8	0.9	1.1	1	1.2	1.4	1.2	1.5
lmnht.ncut	32.102	1	2011	30626399	434	400	470	0.9	0.8	0.9	1.2	1.1	1.3	1.4	1.3	1.5
lmnht.ncut	32.102	1	2012	30782589.5	457	421	494	0.9	0.8	1	1.2	1.1	1.3	1.5	1.4	1.6
lmnht.ncut	32.102	1	2013	30945466.5	481	441	525	0.9	0.8	1	1.3	1.2	1.4	1.6	1.4	1.7
lmnht.ncut	32.102	1	2014	31086155	507	458	564	1	0.9	1.1	1.3	1.2	1.5	1.6	1.5	1.8
lmnht.ncut	32.102	1	2015	31210477	536	473	608	1	0.9	1.1	1.4	1.2	1.5	1.7	1.5	1.9
lmnht.ncut	32.102	1	2016	31332989	564	487	657	1	0.9	1.2	1.4	1.2	1.6	1.8	1.6	2.1
lmnht.ncut	32.102	1	2017	31446345.5	597	500	711	1.1	0.9	1.3	1.5	1.2	1.8	1.9	1.6	2.3
lmnht.ncut	32.102	1	2018	31500281	625	509	765	1.1	0.9	1.4	1.5	1.2	1.9	2	1.6	2.4
lmnht.ncut	32.102	2	2003	31083389.5	230	200	268	0.4	0.4	0.5	0.6	0.5	0.6	0.7	0.6	0.9
lmnht.ncut	32.102	2	2004	31319326	246	215	279	0.4	0.4	0.5	0.6	0.5	0.7	0.8	0.7	0.9
lmnht.ncut	32.102	2	2005	31565612.5	259	232	291	0.5	0.4	0.5	0.6	0.5	0.7	0.8	0.7	0.9
lmnht.ncut	32.102	2	2006	31781491	274	249	304	0.5	0.4	0.5	0.6	0.6	0.7	0.9	0.8	1
lmnht.ncut	32.102	2	2007	31963889.5	290	266	316	0.5	0.5	0.6	0.7	0.6	0.7	0.9	0.8	1
lmnht.ncut	32.102	2	2008	32134197	305	283	330	0.5	0.5	0.6	0.7	0.6	0.7	0.9	0.9	1
lmnht.ncut	32.102	2	2009	32292780	322	301	345	0.5	0.5	0.6	0.7	0.7	0.8	1	0.9	1.1
lmnht.ncut	32.102	2	2010	32442000.5	339	318	363	0.6	0.5	0.6	0.7	0.7	0.8	1	1	1.1
lmnht.ncut	32.102	2	2011	32596758.5	357	334	383	0.6	0.5	0.6	0.8	0.7	0.8	1.1	1	1.2
lmnht.ncut	32.102	2	2012	32754328.5	376	349	406	0.6	0.6	0.7	0.8	0.7	0.9	1.1	1.1	1.2
lmnht.ncut	32.102	2	2013	32917445	397	364	432	0.6	0.6	0.7	0.8	0.8	0.9	1.2	1.1	1.3
lmnht.ncut	32.102	2	2014	33078234.5	417	379	462	0.7	0.6	0.7	0.9	0.8	1	1.3	1.1	1.4
lmnht.ncut	32.102	2	2015	33219169.5	439	393	494	0.7	0.6	0.8	0.9	0.8	1	1.3	1.2	1.5
lmnht.ncut	32.102	2	2016	33346795	463	408	528	0.7	0.6	0.8	1	0.8	1.1	1.4	1.2	1.6
lmnht.ncut	32.102	2	2017	33463250.5	487	423	565	0.8	0.7	0.9	1	0.9	1.2	1.5	1.3	1.7
lmnht.ncut	32.102	2	2018	33517815	511	436	603	0.8	0.7	0.9	1	0.9	1.2	1.5	1.3	1.8
lmnhleu	32.11	1	1995	28116753.5	464	436	495	2	1.9	2.1	1.7	1.6	1.8	1.7	1.6	1.8
lmnhleu	32.11	1	1996	28195599	466	436	495	2	1.9	2.1	1.7	1.6	1.8	1.7	1.5	1.8
lmnhleu	32.11	1	1997	28275964	464	437	496	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.8
lmnhleu	32.11	1	1998	28361163	465	437	496	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.7
lmnhleu	32.11	1	1999	28486063	466	438	498	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.7
lmnhleu	32.11	1	2000	28657893.5	472	441	501	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.7
lmnhleu	32.11	1	2001	28844405	473	444	504	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.7
lmnhleu	32.11	1	2002	29033407.5	478	447	507	2	1.9	2.2	1.7	1.6	1.8	1.6	1.5	1.7
lmnhleu	32.11	1	2003	29220241.5	478	450	510	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.7
lmnhleu	32.11	1	2004	29415016.5	481	453	514	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.7
lmnhleu	32.11	1	2005	29615886	486	456	517	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.7
lmnhleu	32.11	1	2006	29815994.5	488	459	521	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.7
lmnhleu	32.11	1	2007	30001162.5	493	462	524	2	1.9	2.2	1.7	1.6	1.8	1.6	1.5	1.7
lmnhleu	32.11	1	2008	30166090.5	496	465	528	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.7
lmnhleu	32.11	1	2009	30322692	502	468	531	2	1.9	2.1	1.7	1.6	1.8	1.7	1.5	1.8
lmnhleu	32.11	1	2010	30475789	503	471	534	2	1.9	2.1	1.7	1.6	1.8	1.7	1.5	1.8
lmnhleu	32.11	1	2011	30626399	506	473	537	2	1.9	2.1	1.7	1.6	1.8	1.7	1.5	1.8
lmnhleu	32.11	1	2012	30782589.5	506	476	540	2	1.9	2.2	1.7	1.6	1.8	1.6	1.5	1.8
lmnhleu	32.11	1	2013	30945466.5	511	479	543	2	1.9	2.1	1.7	1.6	1.8	1.7	1.5	1.8
lmnhleu	32.11	1	2014	31086155	514	481	546	2	1.9	2.1	1.7	1.6	1.8	1.7	1.5	1.8
lmnhleu	32.11	1	2015	31210477	513	483	548	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.8
lmnhleu	32.11	1	2016	31332989	515	484	549	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.8
lmnhleu	32.11	1	2017	31446345.5	516	485	550	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.8
lmnhleu	32.11	1	2018	31500281	517	485	551	2	1.9	2.1	1.7	1.6	1.8	1.6	1.5	1.7
lmnhleu	32.11	2	1995	29727493.5	346	327	364	1.5	1.4	1.6	1.3	1.2	1.3	1.2	1.1	1.2
lmnhleu	32.11	2	1996	29830389.5	347	328	365	1.5	1.4	1.6	1.3	1.2	1.3	1.2	1.1	1.2
lmnhleu	32.11	2	1997	29931526	346	328	365	1.5	1.4	1.6	1.3	1.2	1.3	1.2	1.1	1.2
lmnhleu	32.11	2	1998	30036624.5	347	328	365	1.5	1.4	1.6	1.3	1.2	1.3	1.2	1.1	1.2
lmnhleu	32.11	2	1999	30191342.5	349	329	367	1.5	1.4	1.6	1.3	1.2	1.3	1.2	1.1	1.2
lmnhleu	32.11	2	2000	30404491.5	351	332	369	1.5	1.4	1.6	1.3	1.2	1.3	1.2	1.1	1.2
lmnhleu	32.11	2	2001	30631830.5	352	334	372	1.5	1.4	1.6	1.3	1.2	1.3	1.1	1.1	1.2
lmnhleu	32.11	2	2002	30860462.5	353	337	375	1.5	1.4	1.6	1.3	1.2	1.3	1.1	1.1	1.2
lmnhleu	32.11	2	2003	31083389.5	356	339	377	1.5	1.4	1.6	1.3	1.2	1.3	1.1	1.1	1.2
lmnhleu	32.11	2	2004	31319326	360	341	380	1.5	1.4	1.6	1.3	1.2	1.3	1.1	1.1	1.2
lmnhleu	32.11	2	2005	31565612.5	363	344	383	1.5	1.4	1.6	1.3	1.2	1.3	1.1	1.1	1.2
lmnhleu	32.11	2	2006	31781491	364	346	386	1.5	1.4	1.6	1.3	1.2	1.3	1.1	1.1	1.2
lmnhleu	32.11	2	2007	31963889.5	367	349	388	1.5	1.4	1.6	1.3	1.2	1.3	1.1	1.1	1.2
lmnhleu	32.11	2	2008	32134197	370	351	390	1.5	1.4	1.6	1.3	1.2	1.3	1.2	1.1	1.2
lmnhleu	32.11	2	2009	32292780	372	353	393	1.5	1.4	1.6	1.3	1.2	1.3	1.2	1.1	1.2
lmnhleu	32.11	2	2010	32442000.5	375	355	395	1.5	1.4	1.6	1.3	1.2	1.3	1.2	1.1	1.2
lmnhleu	32.11	2	2011	32596758.5	376	357	397	1.5	1.4	1.6	1.3	1.2	1.3	1.2	1.1	1.2
lmnhleu	32.11	2	2012	32754328.5	377	359	399	1.5	1.4	1.6	1.3	1.2	1.3	1.2	1.1	1.2
