SITE	NUMERO_SITE	SEXE	ANNEE	PA	CAS_PRED	CAS_PRED_INF	CAS_PRED_SUP	TSM_I_PRED	TSM_I_PRED_INF	TSM_I_PRED_SUP	TSE_I_PRED	TSE_I_PRED_INF	TSE_I_PRED_SUP	TB_I_PRED	TB_I_PRED_INF	TB_I_PRED_SUP
lmnhf	32.02	2	1999	30191342.5	745	673	827	1.5	1.4	1.7	2.1	1.9	2.3	2.5	2.2	2.7
lmnhf	32.02	2	2000	30404491.5	781	708	860	1.6	1.4	1.7	2.2	2	2.4	2.6	2.3	2.8
lmnhf	32.02	2	2001	30631830.5	817	743	897	1.6	1.5	1.8	2.2	2	2.5	2.7	2.4	2.9
lmnhf	32.02	2	2002	30860462.5	854	778	937	1.7	1.5	1.9	2.3	2.1	2.5	2.8	2.5	3
lmnhf	32.02	2	2003	31083389.5	892	813	979	1.7	1.6	1.9	2.4	2.2	2.6	2.9	2.6	3.1
lmnhf	32.02	2	2004	31319326	929	846	1022	1.8	1.6	2	2.4	2.2	2.7	3	2.7	3.3
lmnhf	32.02	2	2005	31565612.5	967	880	1063	1.8	1.7	2	2.5	2.3	2.8	3.1	2.8	3.4
lmnhf	32.02	2	2006	31781491	1000	912	1099	1.9	1.7	2	2.6	2.3	2.8	3.1	2.9	3.5
lmnhf	32.02	2	2007	31963889.5	1032	942	1130	1.9	1.7	2.1	2.6	2.4	2.8	3.2	2.9	3.5
lmnhf	32.02	2	2008	32134197	1061	972	1160	1.9	1.7	2.1	2.6	2.4	2.9	3.3	3	3.6
lmnhf	32.02	2	2009	32292780	1092	1001	1189	1.9	1.7	2.1	2.6	2.4	2.9	3.4	3.1	3.7
lmnhf	32.02	2	2010	32442000.5	1120	1029	1220	1.9	1.8	2.1	2.7	2.5	2.9	3.5	3.2	3.8
lmnhf	32.02	2	2011	32596758.5	1153	1058	1255	1.9	1.8	2.1	2.7	2.5	2.9	3.5	3.2	3.9
lmnhf	32.02	2	2012	32754328.5	1183	1086	1293	1.9	1.8	2.1	2.7	2.5	3	3.6	3.3	3.9
lmnhf	32.02	2	2013	32917445	1219	1115	1336	2	1.8	2.2	2.7	2.5	3	3.7	3.4	4.1
lmnhf	32.02	2	2014	33078234.5	1258	1144	1382	2	1.8	2.2	2.8	2.5	3.1	3.8	3.5	4.2
lmnhf	32.02	2	2015	33219169.5	1295	1172	1431	2	1.8	2.2	2.8	2.5	3.1	3.9	3.5	4.3
lmnhf	32.02	2	2016	33346795	1333	1199	1484	2	1.8	2.2	2.8	2.5	3.2	4	3.6	4.4
lmnhf	32.02	2	2017	33463250.5	1377	1227	1541	2	1.8	2.3	2.9	2.6	3.2	4.1	3.7	4.6
lmnhf	32.02	2	2018	33517815	1408	1248	1592	2	1.8	2.3	2.9	2.6	3.3	4.2	3.7	4.7
lmnhb	32.03	1	1995	28116753.5	1490	1383	1604	3.6	3.4	3.9	5.1	4.7	5.5	5.3	4.9	5.7
lmnhb	32.03	1	1996	28195599	1529	1429	1638	3.7	3.4	3.9	5.1	4.8	5.5	5.4	5.1	5.8
lmnhb	32.03	1	1997	28275964	1575	1477	1675	3.7	3.5	4	5.2	4.9	5.6	5.6	5.2	5.9
lmnhb	32.03	1	1998	28361163	1617	1526	1713	3.8	3.6	4	5.3	5	5.6	5.7	5.4	6
lmnhb	32.03	1	1999	28486063	1665	1577	1756	3.8	3.6	4	5.4	5.1	5.7	5.8	5.5	6.2
lmnhb	32.03	1	2000	28657893.5	1715	1631	1803	3.9	3.7	4.1	5.4	5.2	5.7	6	5.7	6.3
lmnhb	32.03	1	2001	28844405	1766	1686	1854	3.9	3.7	4.1	5.5	5.3	5.8	6.1	5.8	6.4
lmnhb	32.03	1	2002	29033407.5	1822	1741	1909	4	3.8	4.2	5.6	5.3	5.9	6.3	6	6.6
lmnhb	32.03	1	2003	29220241.5	1877	1795	1966	4	3.8	4.2	5.7	5.4	5.9	6.4	6.1	6.7
lmnhb	32.03	1	2004	29415016.5	1935	1851	2026	4.1	3.9	4.3	5.7	5.5	6	6.6	6.3	6.9
lmnhb	32.03	1	2005	29615886	1993	1908	2087	4.1	3.9	4.3	5.8	5.5	6.1	6.7	6.4	7
lmnhb	32.03	1	2006	29815994.5	2054	1966	2146	4.2	4	4.4	5.9	5.6	6.1	6.9	6.6	7.2
lmnhb	32.03	1	2007	30001162.5	2110	2023	2203	4.2	4	4.4	5.9	5.7	6.2	7	6.7	7.3
lmnhb	32.03	1	2008	30166090.5	2168	2081	2260	4.3	4.1	4.4	6	5.7	6.2	7.2	6.9	7.5
lmnhb	32.03	1	2009	30322692	2226	2137	2317	4.3	4.1	4.5	6	5.8	6.3	7.3	7	7.6
lmnhb	32.03	1	2010	30475789	2283	2193	2377	4.3	4.2	4.5	6.1	5.8	6.3	7.5	7.2	7.8
lmnhb	32.03	1	2011	30626399	2343	2248	2441	4.4	4.2	4.6	6.1	5.9	6.4	7.7	7.3	8
lmnhb	32.03	1	2012	30782589.5	2402	2303	2509	4.4	4.2	4.6	6.2	5.9	6.5	7.8	7.5	8.1
lmnhb	32.03	1	2013	30945466.5	2467	2358	2581	4.5	4.3	4.7	6.3	6	6.5	8	7.6	8.3
lmnhb	32.03	1	2014	31086155	2530	2413	2658	4.5	4.3	4.7	6.3	6	6.6	8.1	7.8	8.6
lmnhb	32.03	1	2015	31210477	2597	2466	2737	4.5	4.3	4.8	6.4	6	6.7	8.3	7.9	8.8
lmnhb	32.03	1	2016	31332989	2662	2518	2818	4.6	4.3	4.8	6.4	6.1	6.8	8.5	8	9
lmnhb	32.03	1	2017	31446345.5	2730	2571	2903	4.6	4.3	4.9	6.5	6.1	6.9	8.7	8.2	9.2
lmnhb	32.03	1	2018	31500281	2778	2602	2967	4.7	4.4	5	6.5	6.1	7	8.8	8.3	9.4
lmnhb	32.03	2	1995	29727493.5	1263	1169	1363	2.3	2.1	2.5	3.2	3	3.5	4.2	3.9	4.6
lmnhb	32.03	2	1996	29830389.5	1310	1223	1403	2.4	2.2	2.5	3.3	3.1	3.5	4.4	4.1	4.7
lmnhb	32.03	2	1997	29931526	1361	1279	1445	2.4	2.2	2.6	3.4	3.2	3.6	4.5	4.3	4.8
lmnhb	32.03	2	1998	30036624.5	1412	1339	1489	2.5	2.3	2.6	3.4	3.3	3.6	4.7	4.5	5
lmnhb	32.03	2	1999	30191342.5	1469	1401	1539	2.5	2.4	2.6	3.5	3.4	3.7	4.9	4.6	5.1
lmnhb	32.03	2	2000	30404491.5	1531	1468	1596	2.6	2.4	2.7	3.6	3.5	3.8	5	4.8	5.2
lmnhb	32.03	2	2001	30631830.5	1598	1536	1659	2.6	2.5	2.7	3.7	3.6	3.8	5.2	5	5.4
lmnhb	32.03	2	2002	30860462.5	1665	1603	1726	2.7	2.6	2.8	3.8	3.6	3.9	5.4	5.2	5.6
lmnhb	32.03	2	2003	31083389.5	1731	1666	1795	2.7	2.6	2.8	3.9	3.7	4	5.6	5.4	5.8
lmnhb	32.03	2	2004	31319326	1799	1728	1866	2.8	2.7	2.9	3.9	3.8	4.1	5.7	5.5	6
lmnhb	32.03	2	2005	31565612.5	1860	1789	1932	2.8	2.7	2.9	4	3.8	4.2	5.9	5.7	6.1
lmnhb	32.03	2	2006	31781491	1913	1842	1985	2.9	2.7	3	4	3.9	4.2	6	5.8	6.2
lmnhb	32.03	2	2007	31963889.5	1953	1887	2025	2.9	2.8	3	4.1	3.9	4.2	6.1	5.9	6.3
lmnhb	32.03	2	2008	32134197	1991	1928	2058	2.9	2.8	3	4.1	4	4.2	6.2	6	6.4
lmnhb	32.03	2	2009	32292780	2022	1963	2087	2.9	2.8	3	4.1	4	4.3	6.3	6.1	6.5
lmnhb	32.03	2	2010	32442000.5	2055	1993	2116	3	2.9	3.1	4.2	4	4.3	6.3	6.1	6.5
lmnhb	32.03	2	2011	32596758.5	2083	2020	2151	3	2.9	3.1	4.2	4	4.3	6.4	6.2	6.6
lmnhb	32.03	2	2012	32754328.5	2116	2044	2188	3	2.9	3.1	4.2	4	4.4	6.5	6.2	6.7
lmnhb	32.03	2	2013	32917445	2145	2065	2231	3	2.9	3.2	4.2	4	4.4	6.5	6.3	6.8
lmnhb	32.03	2	2014	33078234.5	2178	2086	2277	3.1	2.9	3.2	4.2	4	4.5	6.6	6.3	6.9
lmnhb	32.03	2	2015	33219169.5	2212	2104	2323	3.1	2.9	3.3	4.3	4.1	4.5	6.7	6.3	7
lmnhb	32.03	2	2016	33346795	2242	2120	2371	3.1	2.9	3.4	4.3	4.1	4.6	6.7	6.4	7.1
lmnhb	32.03	2	2017	33463250.5	2275	2136	2420	3.2	2.9	3.4	4.3	4.1	4.6	6.8	6.4	7.2
lmnhb	32.03	2	2018	33517815	2293	2140	2458	3.2	3	3.5	4.4	4.1	4.7	6.8	6.4	7.3
lmnhman	32.04	1	2003	29220241.5	364	323	411	0.7	0.6	0.8	1.1	1	1.2	1.2	1.1	1.4
lmnhman	32.04	1	2004	29415016.5	378	342	422	0.7	0.7	0.8	1.1	1	1.2	1.3	1.2	1.4
lmnhman	32.04	1	2005	29615886	397	361	435	0.8	0.7	0.8	1.1	1	1.2	1.3	1.2	1.5
lmnhman	32.04	1	2006	29815994.5	412	380	447	0.8	0.7	0.8	1.2	1.1	1.3	1.4	1.3	1.5
lmnhman	32.04	1	2007	30001162.5	428	400	461	0.8	0.7	0.9	1.2	1.1	1.3	1.4	1.3	1.5
lmnhman	32.04	1	2008	30166090.5	447	421	476	0.8	0.8	0.9	1.2	1.1	1.3	1.5	1.4	1.6
lmnhman	32.04	1	2009	30322692	466	440	493	0.8	0.8	0.9	1.2	1.2	1.3	1.5	1.5	1.6
lmnhman	32.04	1	2010	30475789	485	459	513	0.8	0.8	0.9	1.3	1.2	1.3	1.6	1.5	1.7
lmnhman	32.04	1	2011	30626399	504	477	536	0.9	0.8	0.9	1.3	1.2	1.4	1.6	1.6	1.7
lmnhman	32.04	1	2012	30782589.5	527	495	562	0.9	0.8	0.9	1.3	1.2	1.4	1.7	1.6	1.8
lmnhman	32.04	1	2013	30945466.5	549	511	591	0.9	0.8	1	1.3	1.3	1.5	1.8	1.7	1.9
lmnhman	32.04	1	2014	31086155	573	528	624	0.9	0.8	1	1.4	1.3	1.5	1.8	1.7	2
lmnhman	32.04	1	2015	31210477	597	543	658	0.9	0.9	1	1.4	1.3	1.6	1.9	1.7	2.1
lmnhman	32.04	1	2016	31332989	623	559	695	1	0.9	1.1	1.4	1.3	1.6	2	1.8	2.2
lmnhman	32.04	1	2017	31446345.5	651	575	734	1	0.9	1.1	1.5	1.3	1.7	2.1	1.8	2.3
lmnhman	32.04	1	2018	31500281	673	585	769	1	0.9	1.2	1.5	1.3	1.7	2.1	1.9	2.4
lmnhman	32.04	2	2003	31083389.5	175	157	191	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.5	0.6
lmnhman	32.04	2	2004	31319326	177	160	195	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.5	0.6
lmnhman	32.04	2	2005	31565612.5	179	163	199	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.5	0.6
lmnhman	32.04	2	2006	31781491	184	166	202	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.5	0.6
lmnhman	32.04	2	2007	31963889.5	186	169	205	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.5	0.6
lmnhman	32.04	2	2008	32134197	189	171	208	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.5	0.6
lmnhman	32.04	2	2009	32292780	192	174	211	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.5	0.7
lmnhman	32.04	2	2010	32442000.5	195	176	214	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.5	0.7
lmnhman	32.04	2	2011	32596758.5	197	178	217	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.5	0.7
lmnhman	32.04	2	2012	32754328.5	200	181	219	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.6	0.7
lmnhman	32.04	2	2013	32917445	201	183	222	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.6	0.7
lmnhman	32.04	2	2014	33078234.5	203	186	226	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.6	0.7
lmnhman	32.04	2	2015	33219169.5	208	188	229	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.6	0.7
lmnhman	32.04	2	2016	33346795	210	190	232	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.6	0.7
lmnhman	32.04	2	2017	33463250.5	211	193	235	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.6	0.7
lmnhman	32.04	2	2018	33517815	214	194	236	0.2	0.2	0.3	0.4	0.3	0.4	0.6	0.6	0.7
lmnhburkitt	32.05	1	1995	28116753.5	134	103	176	0.5	0.4	0.7	0.5	0.4	0.6	0.5	0.4	0.6
lmnhburkitt	32.05	1	1996	28195599	140	109	178	0.5	0.4	0.7	0.5	0.4	0.6	0.5	0.4	0.6
lmnhburkitt	32.05	1	1997	28275964	145	116	179	0.5	0.4	0.7	0.5	0.4	0.6	0.5	0.4	0.6
lmnhburkitt	32.05	1	1998	28361163	150	123	181	0.6	0.5	0.7	0.5	0.4	0.6	0.5	0.4	0.6
lmnhburkitt	32.05	1	1999	28486063	153	129	184	0.6	0.5	0.7	0.5	0.5	0.7	0.5	0.5	0.6
lmnhburkitt	32.05	1	2000	28657893.5	160	136	188	0.6	0.5	0.7	0.6	0.5	0.7	0.6	0.5	0.7
lmnhburkitt	32.05	1	2001	28844405	167	142	194	0.6	0.5	0.7	0.6	0.5	0.7	0.6	0.5	0.7
lmnhburkitt	32.05	1	2002	29033407.5	171	148	200	0.6	0.5	0.7	0.6	0.5	0.7	0.6	0.5	0.7
lmnhburkitt	32.05	1	2003	29220241.5	178	152	207	0.6	0.5	0.7	0.6	0.5	0.7	0.6	0.5	0.7
lmnhburkitt	32.05	1	2004	29415016.5	185	155	213	0.6	0.5	0.8	0.6	0.5	0.7	0.6	0.5	0.7
lmnhburkitt	32.05	1	2005	29615886	186	157	217	0.6	0.5	0.8	0.6	0.5	0.7	0.6	0.5	0.7
lmnhburkitt	32.05	1	2006	29815994.5	187	159	217	0.6	0.5	0.8	0.6	0.5	0.7	0.6	0.5	0.7
lmnhburkitt	32.05	1	2007	30001162.5	189	159	215	0.6	0.5	0.7	0.6	0.5	0.7	0.6	0.5	0.7
lmnhburkitt	32.05	1	2008	30166090.5	181	158	211	0.6	0.5	0.7	0.6	0.5	0.7	0.6	0.5	0.7
lmnhburkitt	32.05	1	2009	30322692	179	157	206	0.6	0.5	0.7	0.6	0.5	0.7	0.6	0.5	0.7
lmnhburkitt	32.05	1	2010	30475789	177	154	202	0.6	0.5	0.7	0.6	0.5	0.7	0.6	0.5	0.7
lmnhburkitt	32.05	1	2011	30626399	174	150	199	0.6	0.5	0.7	0.6	0.5	0.6	0.6	0.5	0.6
lmnhburkitt	32.05	1	2012	30782589.5	168	146	197	0.6	0.5	0.7	0.5	0.5	0.6	0.5	0.5	0.6
lmnhburkitt	32.05	1	2013	30945466.5	169	141	196	0.5	0.5	0.6	0.5	0.4	0.6	0.5	0.5	0.6
lmnhburkitt	32.05	1	2014	31086155	165	136	196	0.5	0.4	0.6	0.5	0.4	0.6	0.5	0.4	0.6
lmnhburkitt	32.05	1	2015	31210477	160	131	196	0.5	0.4	0.6	0.5	0.4	0.6	0.5	0.4	0.6
lmnhburkitt	32.05	1	2016	31332989	156	125	196	0.5	0.4	0.6	0.5	0.4	0.6	0.5	0.4	0.6
lmnhburkitt	32.05	1	2017	31446345.5	153	120	196	0.5	0.4	0.6	0.5	0.4	0.6	0.5	0.4	0.6
lmnhburkitt	32.05	1	2018	31500281	149	114	196	0.5	0.4	0.6	0.5	0.4	0.6	0.5	0.4	0.6
lmnhburkitt	32.05	2	1995	29727493.5	58	48	68	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	1996	29830389.5	56	48	68	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	1997	29931526	56	48	69	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	1998	30036624.5	57	48	69	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	1999	30191342.5	58	49	70	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2000	30404491.5	59	49	70	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2001	30631830.5	58	50	71	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2002	30860462.5	59	50	72	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2003	31083389.5	59	51	73	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2004	31319326	60	51	73	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2005	31565612.5	61	52	74	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2006	31781491	62	53	75	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2007	31963889.5	64	53	76	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2008	32134197	65	54	77	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2009	32292780	66	54	77	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2010	32442000.5	65	55	78	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2011	32596758.5	65	55	78	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2012	32754328.5	67	55	79	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2013	32917445	67	56	80	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2014	33078234.5	68	56	81	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2015	33219169.5	69	57	81	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2016	33346795	70	57	82	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2017	33463250.5	70	58	82	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhburkitt	32.05	2	2018	33517815	71	58	83	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.2	0.2
lmnhm	32.07	1	1995	28116753.5	1440	1322	1567	3.3	3	3.5	4.9	4.5	5.3	5.1	4.7	5.6
lmnhm	32.07	1	1996	28195599	1494	1385	1615	3.3	3.1	3.6	5	4.6	5.4	5.3	4.9	5.7
lmnhm	32.07	1	1997	28275964	1557	1451	1667	3.4	3.2	3.6	5.1	4.8	5.5	5.5	5.1	5.9
lmnhm	32.07	1	1998	28361163	1616	1519	1722	3.5	3.3	3.7	5.2	4.9	5.6	5.7	5.4	6.1
lmnhm	32.07	1	1999	28486063	1683	1591	1783	3.6	3.4	3.8	5.3	5.1	5.7	5.9	5.6	6.3
lmnhm	32.07	1	2000	28657893.5	1757	1666	1851	3.6	3.5	3.8	5.5	5.2	5.8	6.1	5.8	6.5
lmnhm	32.07	1	2001	28844405	1833	1743	1926	3.7	3.5	3.9	5.6	5.3	5.9	6.4	6	6.7
lmnhm	32.07	1	2002	29033407.5	1910	1819	2007	3.8	3.6	4	5.7	5.4	6	6.6	6.3	6.9
lmnhm	32.07	1	2003	29220241.5	1987	1891	2090	3.9	3.7	4.1	5.8	5.5	6.1	6.8	6.5	7.2
lmnhm	32.07	1	2004	29415016.5	2065	1963	2173	3.9	3.7	4.2	5.9	5.6	6.2	7	6.7	7.4
lmnhm	32.07	1	2005	29615886	2140	2033	2252	4	3.8	4.2	6	5.7	6.3	7.2	6.9	7.6
lmnhm	32.07	1	2006	29815994.5	2207	2098	2320	4.1	3.8	4.3	6.1	5.8	6.4	7.4	7	7.8
lmnhm	32.07	1	2007	30001162.5	2266	2160	2379	4.1	3.9	4.3	6.1	5.8	6.4	7.6	7.2	7.9
lmnhm	32.07	1	2008	30166090.5	2322	2217	2431	4.1	3.9	4.3	6.2	5.9	6.4	7.7	7.3	8.1
lmnhm	32.07	1	2009	30322692	2372	2270	2479	4.1	3.9	4.3	6.2	5.9	6.4	7.8	7.5	8.2
lmnhm	32.07	1	2010	30475789	2419	2319	2527	4.1	3.9	4.3	6.2	5.9	6.5	7.9	7.6	8.3
lmnhm	32.07	1	2011	30626399	2472	2366	2581	4.1	3.9	4.3	6.2	5.9	6.5	8.1	7.7	8.4
lmnhm	32.07	1	2012	30782589.5	2522	2411	2639	4.1	3.9	4.3	6.2	5.9	6.5	8.2	7.8	8.6
lmnhm	32.07	1	2013	30945466.5	2574	2453	2702	4.1	3.9	4.3	6.2	5.9	6.5	8.3	7.9	8.7
lmnhm	32.07	1	2014	31086155	2629	2495	2770	4.1	3.9	4.4	6.2	5.9	6.5	8.5	8	8.9
lmnhm	32.07	1	2015	31210477	2682	2534	2841	4.1	3.9	4.4	6.2	5.9	6.6	8.6	8.1	9.1
lmnhm	32.07	1	2016	31332989	2737	2571	2914	4.1	3.9	4.4	6.2	5.8	6.6	8.7	8.2	9.3
lmnhm	32.07	1	2017	31446345.5	2792	2607	2990	4.1	3.9	4.4	6.2	5.8	6.7	8.9	8.3	9.5
lmnhm	32.07	1	2018	31500281	2822	2619	3041	4.2	3.9	4.5	6.2	5.8	6.7	9	8.3	9.7
lmnhm	32.07	2	1995	29727493.5	1510	1406	1627	2.6	2.4	2.8	3.8	3.5	4.1	5.1	4.7	5.5
lmnhm	32.07	2	1996	29830389.5	1545	1445	1653	2.6	2.4	2.8	3.8	3.6	4.1	5.2	4.8	5.5
lmnhm	32.07	2	1997	29931526	1582	1487	1682	2.6	2.4	2.8	3.9	3.6	4.1	5.3	5	5.6
lmnhm	32.07	2	1998	30036624.5	1621	1530	1714	2.6	2.5	2.8	3.9	3.7	4.1	5.4	5.1	5.7
lmnhm	32.07	2	1999	30191342.5	1662	1576	1751	2.6	2.5	2.8	3.9	3.7	4.2	5.5	5.2	5.8
lmnhm	32.07	2	2000	30404491.5	1707	1625	1793	2.7	2.5	2.8	4	3.8	4.2	5.6	5.3	5.9
lmnhm	32.07	2	2001	30631830.5	1755	1675	1839	2.7	2.6	2.8	4	3.8	4.2	5.7	5.5	6
lmnhm	32.07	2	2002	30860462.5	1804	1725	1888	2.7	2.6	2.8	4	3.8	4.2	5.8	5.6	6.1
lmnhm	32.07	2	2003	31083389.5	1853	1774	1939	2.7	2.6	2.9	4.1	3.9	4.2	6	5.7	6.2
lmnhm	32.07	2	2004	31319326	1906	1825	1994	2.7	2.6	2.9	4.1	3.9	4.3	6.1	5.8	6.4
lmnhm	32.07	2	2005	31565612.5	1965	1880	2052	2.8	2.6	2.9	4.1	3.9	4.3	6.2	6	6.5
lmnhm	32.07	2	2006	31781491	2018	1933	2106	2.8	2.7	2.9	4.1	4	4.3	6.3	6.1	6.6
lmnhm	32.07	2	2007	31963889.5	2069	1983	2156	2.8	2.7	2.9	4.2	4	4.4	6.5	6.2	6.7
lmnhm	32.07	2	2008	32134197	2118	2034	2205	2.8	2.7	2.9	4.2	4	4.4	6.6	6.3	6.9
lmnhm	32.07	2	2009	32292780	2167	2082	2254	2.8	2.7	2.9	4.2	4	4.4	6.7	6.4	7
lmnhm	32.07	2	2010	32442000.5	2213	2129	2304	2.8	2.7	3	4.2	4.1	4.4	6.8	6.6	7.1
lmnhm	32.07	2	2011	32596758.5	2266	2175	2358	2.8	2.7	3	4.3	4.1	4.5	7	6.7	7.2
lmnhm	32.07	2	2012	32754328.5	2314	2219	2414	2.9	2.7	3	4.3	4.1	4.5	7.1	6.8	7.4
lmnhm	32.07	2	2013	32917445	2365	2262	2474	2.9	2.7	3	4.3	4.1	4.5	7.2	6.9	7.5
lmnhm	32.07	2	2014	33078234.5	2420	2305	2538	2.9	2.7	3	4.3	4.1	4.6	7.3	7	7.7
lmnhm	32.07	2	2015	33219169.5	2472	2346	2603	2.9	2.7	3.1	4.4	4.1	4.6	7.4	7.1	7.8
lmnhm	32.07	2	2016	33346795	2523	2385	2670	2.9	2.7	3.1	4.4	4.1	4.6	7.6	7.2	8
lmnhm	32.07	2	2017	33463250.5	2578	2425	2740	2.9	2.7	3.1	4.4	4.1	4.7	7.7	7.2	8.2
lmnhm	32.07	2	2018	33517815	2620	2451	2796	2.9	2.7	3.2	4.4	4.1	4.7	7.8	7.3	8.3
lmnhw	32.08	1	1995	28116753.5	773	634	938	1.8	1.4	2.1	2.6	2.1	3.2	2.7	2.3	3.3
lmnhw	32.08	1	1996	28195599	769	635	934	1.7	1.4	2.1	2.6	2.1	3.1	2.7	2.3	3.3
lmnhw	32.08	1	1997	28275964	769	637	931	1.7	1.4	2	2.5	2.1	3.1	2.7	2.3	3.3
lmnhw	32.08	1	1998	28361163	769	639	930	1.6	1.4	2	2.5	2.1	3	2.7	2.3	3.3
lmnhw	32.08	1	1999	28486063	772	642	930	1.6	1.3	1.9	2.4	2	2.9	2.7	2.3	3.3
lmnhw	32.08	1	2000	28657893.5	775	646	932	1.6	1.3	1.9	2.4	2	2.9	2.7	2.3	3.3
lmnhw	32.08	1	2001	28844405	779	651	936	1.6	1.3	1.9	2.4	2	2.8	2.7	2.3	3.2
lmnhw	32.08	1	2002	29033407.5	785	656	940	1.5	1.3	1.8	2.3	1.9	2.8	2.7	2.3	3.2
lmnhw	32.08	1	2003	29220241.5	789	660	944	1.5	1.3	1.8	2.3	1.9	2.7	2.7	2.3	3.2
lmnhw	32.08	1	2004	29415016.5	795	666	950	1.5	1.2	1.8	2.2	1.9	2.7	2.7	2.3	3.2
lmnhw	32.08	1	2005	29615886	803	672	957	1.5	1.2	1.7	2.2	1.9	2.6	2.7	2.3	3.2
lmnhw	32.08	1	2006	29815994.5	808	678	964	1.4	1.2	1.7	2.2	1.8	2.6	2.7	2.3	3.2
lmnhw	32.08	1	2007	30001162.5	815	683	972	1.4	1.2	1.7	2.2	1.8	2.6	2.7	2.3	3.2
lmnhw	32.08	1	2008	30166090.5	819	689	979	1.4	1.2	1.6	2.1	1.8	2.5	2.7	2.3	3.2
lmnhw	32.08	1	2009	30322692	826	694	987	1.4	1.1	1.6	2.1	1.8	2.5	2.7	2.3	3.3
lmnhw	32.08	1	2010	30475789	835	699	995	1.3	1.1	1.6	2.1	1.7	2.5	2.7	2.3	3.3
lmnhw	32.08	1	2011	30626399	841	704	1004	1.3	1.1	1.6	2	1.7	2.4	2.7	2.3	3.3
lmnhw	32.08	1	2012	30782589.5	846	709	1013	1.3	1.1	1.6	2	1.7	2.4	2.7	2.3	3.3
lmnhw	32.08	1	2013	30945466.5	856	715	1024	1.3	1.1	1.5	2	1.7	2.4	2.8	2.3	3.3
lmnhw	32.08	1	2014	31086155	864	721	1036	1.3	1	1.5	2	1.6	2.3	2.8	2.3	3.3
lmnhw	32.08	1	2015	31210477	873	727	1049	1.2	1	1.5	1.9	1.6	2.3	2.8	2.3	3.4
lmnhw	32.08	1	2016	31332989	881	733	1061	1.2	1	1.5	1.9	1.6	2.3	2.8	2.3	3.4
lmnhw	32.08	1	2017	31446345.5	891	739	1075	1.2	1	1.5	1.9	1.6	2.3	2.8	2.4	3.4
