SITE	NUMERO_SITE	SEXE	ANNEE	AGECLASSE	POIDS_MONDE	POIDS_EUROPE	PA	CAS_PRED	CAS_PRED_INF	CAS_PRED_SUP	TAUX_I_PRED	TAUX_I_PRED_INF	TAUX_I_PRED_SUP
hodgkin	31.00	1	1990	[00;04]	0.12	0.08	1933176.5	2	1	4	0.1	0.1	0.2
hodgkin	31.00	1	1990	[05;09]	0.1	0.07	1975705	10	7	12	0.5	0.4	0.6
hodgkin	31.00	1	1990	[10;14]	0.09	0.07	1920892	28	23	33	1.5	1.2	1.7
hodgkin	31.00	1	1990	[15;19]	0.09	0.07	2180747	64	56	72	2.9	2.6	3.3
hodgkin	31.00	1	1990	[20;24]	0.08	0.07	2151509.5	89	80	99	4.1	3.7	4.6
hodgkin	31.00	1	1990	[25;29]	0.08	0.07	2151441	98	89	107	4.6	4.1	5
hodgkin	31.00	1	1990	[30;34]	0.06	0.07	2132209.5	89	81	98	4.2	3.8	4.6
hodgkin	31.00	1	1990	[35;39]	0.06	0.07	2146547	77	70	85	3.6	3.3	4
hodgkin	31.00	1	1990	[40;44]	0.06	0.07	2141184	69	62	77	3.2	2.9	3.6
hodgkin	31.00	1	1990	[45;49]	0.06	0.07	1474710.5	46	41	51	3.1	2.8	3.5
hodgkin	31.00	1	1990	[50;54]	0.05	0.07	1435968.5	43	38	49	3	2.6	3.4
hodgkin	31.00	1	1990	[55;59]	0.04	0.06	1468606	42	37	48	2.9	2.5	3.3
hodgkin	31.00	1	1990	[60;64]	0.04	0.05	1365437.5	40	35	46	2.9	2.6	3.4
hodgkin	31.00	1	1990	[65;69]	0.03	0.04	1208335.5	40	35	46	3.3	2.9	3.8
hodgkin	31.00	1	1990	[70;74]	0.02	0.03	614188.5	25	21	29	4.1	3.4	4.7
hodgkin	31.00	1	1990	[75;79]	0.01	0.02	654559.5	34	29	40	5.2	4.4	6.1
hodgkin	31.00	1	1990	[80;84]	0.005	0.01	416036	23	19	29	5.5	4.6	7
hodgkin	31.00	1	1990	[85;++]	0.005	0.01	234924.5	10	8	14	4.3	3.4	6
hodgkin	31.00	1	1991	[00;04]	0.12	0.08	1927007.5	2	1	4	0.1	0.1	0.2
hodgkin	31.00	1	1991	[05;09]	0.1	0.07	1960290	9	7	12	0.5	0.4	0.6
hodgkin	31.00	1	1991	[10;14]	0.09	0.07	1955056	27	23	32	1.4	1.2	1.6
hodgkin	31.00	1	1991	[15;19]	0.09	0.07	2105933.5	61	54	68	2.9	2.6	3.2
hodgkin	31.00	1	1991	[20;24]	0.08	0.07	2148672	87	79	97	4	3.7	4.5
hodgkin	31.00	1	1991	[25;29]	0.08	0.07	2157720	96	88	105	4.4	4.1	4.9
hodgkin	31.00	1	1991	[30;34]	0.06	0.07	2141111.5	88	80	96	4.1	3.7	4.5
hodgkin	31.00	1	1991	[35;39]	0.06	0.07	2131483.5	75	68	83	3.5	3.2	3.9
hodgkin	31.00	1	1991	[40;44]	0.06	0.07	2201917.5	70	63	77	3.2	2.9	3.5
hodgkin	31.00	1	1991	[45;49]	0.06	0.07	1570400.5	48	43	53	3.1	2.7	3.4
hodgkin	31.00	1	1991	[50;54]	0.05	0.07	1405256.5	41	37	46	2.9	2.6	3.3
hodgkin	31.00	1	1991	[55;59]	0.04	0.06	1446748	41	36	46	2.8	2.5	3.2
hodgkin	31.00	1	1991	[60;64]	0.04	0.05	1376735.5	39	35	45	2.8	2.5	3.3
hodgkin	31.00	1	1991	[65;69]	0.03	0.04	1202535.5	39	34	45	3.2	2.8	3.7
hodgkin	31.00	1	1991	[70;74]	0.02	0.03	728249.5	29	25	33	4	3.4	4.5
hodgkin	31.00	1	1991	[75;79]	0.01	0.02	601232.5	31	26	36	5.2	4.3	6
hodgkin	31.00	1	1991	[80;84]	0.005	0.01	424805	23	19	28	5.4	4.5	6.6
hodgkin	31.00	1	1991	[85;++]	0.005	0.01	246584	11	8	14	4.5	3.2	5.7
hodgkin	31.00	1	1992	[00;04]	0.12	0.08	1914872	2	1	4	0.1	0.1	0.2
hodgkin	31.00	1	1992	[05;09]	0.1	0.07	1946387	9	7	12	0.5	0.4	0.6
hodgkin	31.00	1	1992	[10;14]	0.09	0.07	1987372.5	28	23	32	1.4	1.2	1.6
hodgkin	31.00	1	1992	[15;19]	0.09	0.07	2030177	58	51	65	2.9	2.5	3.2
hodgkin	31.00	1	1992	[20;24]	0.08	0.07	2156749.5	86	78	96	4	3.6	4.5
hodgkin	31.00	1	1992	[25;29]	0.08	0.07	2159645	95	86	104	4.4	4	4.8
hodgkin	31.00	1	1992	[30;34]	0.06	0.07	2147765	86	79	95	4	3.7	4.4
hodgkin	31.00	1	1992	[35;39]	0.06	0.07	2126562.5	74	67	81	3.5	3.2	3.8
hodgkin	31.00	1	1992	[40;44]	0.06	0.07	2194915	68	61	75	3.1	2.8	3.4
hodgkin	31.00	1	1992	[45;49]	0.06	0.07	1717900.5	51	46	57	3	2.7	3.3
hodgkin	31.00	1	1992	[50;54]	0.05	0.07	1383690.5	40	35	45	2.9	2.5	3.3
hodgkin	31.00	1	1992	[55;59]	0.04	0.06	1425293	39	35	44	2.7	2.5	3.1
hodgkin	31.00	1	1992	[60;64]	0.04	0.05	1385502.5	39	34	44	2.8	2.5	3.2
hodgkin	31.00	1	1992	[65;69]	0.03	0.04	1203366.5	38	33	43	3.2	2.7	3.6
hodgkin	31.00	1	1992	[70;74]	0.02	0.03	839891	32	28	37	3.8	3.3	4.4
hodgkin	31.00	1	1992	[75;79]	0.01	0.02	541203.5	27	23	32	5	4.2	5.9
hodgkin	31.00	1	1992	[80;84]	0.005	0.01	435538.5	23	19	28	5.3	4.4	6.4
hodgkin	31.00	1	1992	[85;++]	0.005	0.01	258451.5	11	8	14	4.3	3.1	5.4
hodgkin	31.00	1	1993	[00;04]	0.12	0.08	1891854	2	1	4	0.1	0.1	0.2
hodgkin	31.00	1	1993	[05;09]	0.1	0.07	1944670.5	9	7	12	0.5	0.4	0.6
hodgkin	31.00	1	1993	[10;14]	0.09	0.07	2000292.5	28	23	32	1.4	1.1	1.6
hodgkin	31.00	1	1993	[15;19]	0.09	0.07	1966915.5	55	49	62	2.8	2.5	3.2
hodgkin	31.00	1	1993	[20;24]	0.08	0.07	2164189.5	86	77	95	4	3.6	4.4
hodgkin	31.00	1	1993	[25;29]	0.08	0.07	2148869.5	93	84	102	4.3	3.9	4.7
hodgkin	31.00	1	1993	[30;34]	0.06	0.07	2156839.5	86	78	94	4	3.6	4.4
hodgkin	31.00	1	1993	[35;39]	0.06	0.07	2123194.5	72	65	80	3.4	3.1	3.8
hodgkin	31.00	1	1993	[40;44]	0.06	0.07	2172422	66	60	73	3	2.8	3.4
hodgkin	31.00	1	1993	[45;49]	0.06	0.07	1853623	54	49	61	2.9	2.6	3.3
hodgkin	31.00	1	1993	[50;54]	0.05	0.07	1388557.5	39	35	44	2.8	2.5	3.2
hodgkin	31.00	1	1993	[55;59]	0.04	0.06	1406431.5	38	33	43	2.7	2.3	3.1
hodgkin	31.00	1	1993	[60;64]	0.04	0.05	1386865	38	33	43	2.7	2.4	3.1
hodgkin	31.00	1	1993	[65;69]	0.03	0.04	1209923.5	37	33	43	3.1	2.7	3.6
hodgkin	31.00	1	1993	[70;74]	0.02	0.03	934970.5	35	31	41	3.7	3.3	4.4
hodgkin	31.00	1	1993	[75;79]	0.01	0.02	489397.5	24	20	28	4.9	4.1	5.7
hodgkin	31.00	1	1993	[80;84]	0.005	0.01	447993.5	23	19	28	5.1	4.2	6.3
hodgkin	31.00	1	1993	[85;++]	0.005	0.01	270434.5	11	8	14	4.1	3	5.2
hodgkin	31.00	1	1994	[00;04]	0.12	0.08	1861522	2	1	4	0.1	0.1	0.2
hodgkin	31.00	1	1994	[05;09]	0.1	0.07	1951263.5	9	7	12	0.5	0.4	0.6
hodgkin	31.00	1	1994	[10;14]	0.09	0.07	1999567.5	28	23	32	1.4	1.2	1.6
hodgkin	31.00	1	1994	[15;19]	0.09	0.07	1927501	53	47	60	2.7	2.4	3.1
hodgkin	31.00	1	1994	[20;24]	0.08	0.07	2149559.5	84	76	94	3.9	3.5	4.4
hodgkin	31.00	1	1994	[25;29]	0.08	0.07	2126312.5	91	82	100	4.3	3.9	4.7
hodgkin	31.00	1	1994	[30;34]	0.06	0.07	2167368	85	77	94	3.9	3.6	4.3
hodgkin	31.00	1	1994	[35;39]	0.06	0.07	2124448	72	65	79	3.4	3.1	3.7
hodgkin	31.00	1	1994	[40;44]	0.06	0.07	2146409.5	65	58	72	3	2.7	3.4
hodgkin	31.00	1	1994	[45;49]	0.06	0.07	1976995.5	57	51	64	2.9	2.6	3.2
hodgkin	31.00	1	1994	[50;54]	0.05	0.07	1405031.5	39	35	44	2.8	2.5	3.1
hodgkin	31.00	1	1994	[55;59]	0.04	0.06	1392432.5	37	33	42	2.7	2.4	3
hodgkin	31.00	1	1994	[60;64]	0.04	0.05	1382345.5	37	33	43	2.7	2.4	3.1
hodgkin	31.00	1	1994	[65;69]	0.03	0.04	1219258	37	32	42	3	2.6	3.4
hodgkin	31.00	1	1994	[70;74]	0.02	0.03	1012145	38	33	44	3.8	3.3	4.3
hodgkin	31.00	1	1994	[75;79]	0.01	0.02	455951	21	18	25	4.6	3.9	5.5
hodgkin	31.00	1	1994	[80;84]	0.005	0.01	457499.5	23	19	28	5	4.2	6.1
hodgkin	31.00	1	1994	[85;++]	0.005	0.01	283139.5	11	8	15	3.9	2.8	5.3
hodgkin	31.00	1	1995	[00;04]	0.12	0.08	1837976.5	2	1	4	0.1	0.1	0.2
hodgkin	31.00	1	1995	[05;09]	0.1	0.07	1950076	9	7	12	0.5	0.4	0.6
hodgkin	31.00	1	1995	[10;14]	0.09	0.07	1987445	27	23	32	1.4	1.2	1.6
hodgkin	31.00	1	1995	[15;19]	0.09	0.07	1932198.5	53	47	59	2.7	2.4	3.1
hodgkin	31.00	1	1995	[20;24]	0.08	0.07	2104125.5	82	74	91	3.9	3.5	4.3
hodgkin	31.00	1	1995	[25;29]	0.08	0.07	2106515.5	90	81	99	4.3	3.8	4.7
hodgkin	31.00	1	1995	[30;34]	0.06	0.07	2170887.5	85	77	94	3.9	3.5	4.3
hodgkin	31.00	1	1995	[35;39]	0.06	0.07	2127304	71	64	79	3.3	3	3.7
hodgkin	31.00	1	1995	[40;44]	0.06	0.07	2121831.5	64	57	71	3	2.7	3.3
hodgkin	31.00	1	1995	[45;49]	0.06	0.07	2094343.5	60	54	67	2.9	2.6	3.2
hodgkin	31.00	1	1995	[50;54]	0.05	0.07	1433358	40	35	45	2.8	2.4	3.1
hodgkin	31.00	1	1995	[55;59]	0.04	0.06	1373997.5	36	32	41	2.6	2.3	3
hodgkin	31.00	1	1995	[60;64]	0.04	0.05	1370044.5	37	32	42	2.7	2.3	3.1
hodgkin	31.00	1	1995	[65;69]	0.03	0.04	1230684.5	37	32	42	3	2.6	3.4
hodgkin	31.00	1	1995	[70;74]	0.02	0.03	1042670.5	39	34	45	3.7	3.3	4.3
hodgkin	31.00	1	1995	[75;79]	0.01	0.02	490232	22	19	26	4.5	3.9	5.3
hodgkin	31.00	1	1995	[80;84]	0.005	0.01	446877	22	18	27	4.9	4	6
hodgkin	31.00	1	1995	[85;++]	0.005	0.01	296186	11	8	15	3.7	2.7	5.1
hodgkin	31.00	1	1996	[00;04]	0.12	0.08	1823093	2	1	4	0.1	0.1	0.2
hodgkin	31.00	1	1996	[05;09]	0.1	0.07	1941910	9	7	12	0.5	0.4	0.6
hodgkin	31.00	1	1996	[10;14]	0.09	0.07	1969103	27	23	32	1.4	1.2	1.6
hodgkin	31.00	1	1996	[15;19]	0.09	0.07	1966733.5	54	48	60	2.7	2.4	3.1
hodgkin	31.00	1	1996	[20;24]	0.08	0.07	2035980	80	72	89	3.9	3.5	4.4
hodgkin	31.00	1	1996	[25;29]	0.08	0.07	2097940.5	90	81	98	4.3	3.9	4.7
hodgkin	31.00	1	1996	[30;34]	0.06	0.07	2169606.5	85	77	93	3.9	3.5	4.3
hodgkin	31.00	1	1996	[35;39]	0.06	0.07	2129763	72	65	79	3.4	3.1	3.7
hodgkin	31.00	1	1996	[40;44]	0.06	0.07	2104662.5	63	57	70	3	2.7	3.3
hodgkin	31.00	1	1996	[45;49]	0.06	0.07	2152143	62	55	69	2.9	2.6	3.2
hodgkin	31.00	1	1996	[50;54]	0.05	0.07	1525577.5	42	37	47	2.8	2.4	3.1
hodgkin	31.00	1	1996	[55;59]	0.04	0.06	1345777.5	35	31	40	2.6	2.3	3
hodgkin	31.00	1	1996	[60;64]	0.04	0.05	1350347.5	36	32	41	2.7	2.4	3
hodgkin	31.00	1	1996	[65;69]	0.03	0.04	1240826.5	37	32	42	3	2.6	3.4
hodgkin	31.00	1	1996	[70;74]	0.02	0.03	1038584	38	33	44	3.7	3.2	4.2
hodgkin	31.00	1	1996	[75;79]	0.01	0.02	585607.5	27	23	31	4.6	3.9	5.3
hodgkin	31.00	1	1996	[80;84]	0.005	0.01	410577	20	17	24	4.9	4.1	5.8
hodgkin	31.00	1	1996	[85;++]	0.005	0.01	307366.5	11	9	15	3.6	2.9	4.9
hodgkin	31.00	1	1997	[00;04]	0.12	0.08	1813662.5	2	1	4	0.1	0.1	0.2
hodgkin	31.00	1	1997	[05;09]	0.1	0.07	1928041.5	9	7	12	0.5	0.4	0.6
hodgkin	31.00	1	1997	[10;14]	0.09	0.07	1954095	27	23	32	1.4	1.2	1.6
hodgkin	31.00	1	1997	[15;19]	0.09	0.07	1997615	55	50	62	2.8	2.5	3.1
hodgkin	31.00	1	1997	[20;24]	0.08	0.07	1966793	78	71	86	4	3.6	4.4
hodgkin	31.00	1	1997	[25;29]	0.08	0.07	2102429.5	91	83	99	4.3	3.9	4.7
hodgkin	31.00	1	1997	[30;34]	0.06	0.07	2162888	85	78	94	3.9	3.6	4.3
hodgkin	31.00	1	1997	[35;39]	0.06	0.07	2128305	72	65	79	3.4	3.1	3.7
hodgkin	31.00	1	1997	[40;44]	0.06	0.07	2097029	63	57	70	3	2.7	3.3
hodgkin	31.00	1	1997	[45;49]	0.06	0.07	2143818	62	56	69	2.9	2.6	3.2
hodgkin	31.00	1	1997	[50;54]	0.05	0.07	1668173.5	46	41	52	2.8	2.5	3.1
hodgkin	31.00	1	1997	[55;59]	0.04	0.06	1326576.5	35	31	40	2.6	2.3	3
hodgkin	31.00	1	1997	[60;64]	0.04	0.05	1331398	36	31	40	2.7	2.3	3
hodgkin	31.00	1	1997	[65;69]	0.03	0.04	1249136.5	37	33	42	3	2.6	3.4
hodgkin	31.00	1	1997	[70;74]	0.02	0.03	1039437.5	38	33	44	3.7	3.2	4.2
hodgkin	31.00	1	1997	[75;79]	0.01	0.02	677293	31	27	35	4.6	4	5.2
hodgkin	31.00	1	1997	[80;84]	0.005	0.01	369963.5	18	15	22	4.9	4.1	5.9
hodgkin	31.00	1	1997	[85;++]	0.005	0.01	319309	12	9	16	3.8	2.8	5
hodgkin	31.00	1	1998	[00;04]	0.12	0.08	1816498.5	2	1	4	0.1	0.1	0.2
hodgkin	31.00	1	1998	[05;09]	0.1	0.07	1904282.5	9	7	12	0.5	0.4	0.6
hodgkin	31.00	1	1998	[10;14]	0.09	0.07	1952923	28	24	32	1.4	1.2	1.6
hodgkin	31.00	1	1998	[15;19]	0.09	0.07	2010489	57	51	63	2.8	2.5	3.1
hodgkin	31.00	1	1998	[20;24]	0.08	0.07	1909032	77	70	85	4	3.7	4.5
hodgkin	31.00	1	1998	[25;29]	0.08	0.07	2110757	92	84	101	4.4	4	4.8
hodgkin	31.00	1	1998	[30;34]	0.06	0.07	2145491	86	78	94	4	3.6	4.4
hodgkin	31.00	1	1998	[35;39]	0.06	0.07	2131476.5	73	66	80	3.4	3.1	3.8
hodgkin	31.00	1	1998	[40;44]	0.06	0.07	2090667.5	64	58	71	3.1	2.8	3.4
hodgkin	31.00	1	1998	[45;49]	0.06	0.07	2121247.5	62	56	69	2.9	2.6	3.3
hodgkin	31.00	1	1998	[50;54]	0.05	0.07	1799218	51	45	56	2.8	2.5	3.1
hodgkin	31.00	1	1998	[55;59]	0.04	0.06	1333015.5	36	32	40	2.7	2.4	3
hodgkin	31.00	1	1998	[60;64]	0.04	0.05	1315622.5	36	31	40	2.7	2.4	3
hodgkin	31.00	1	1998	[65;69]	0.03	0.04	1251411	38	33	43	3	2.6	3.4
hodgkin	31.00	1	1998	[70;74]	0.02	0.03	1045046	39	34	44	3.7	3.3	4.2
hodgkin	31.00	1	1998	[75;79]	0.01	0.02	754373.5	35	30	40	4.6	4	5.3
hodgkin	31.00	1	1998	[80;84]	0.005	0.01	336465	17	14	20	5.1	4.2	5.9
hodgkin	31.00	1	1998	[85;++]	0.005	0.01	333147	12	9	16	3.6	2.7	4.8
hodgkin	31.00	1	1999	[00;04]	0.12	0.08	1835280	2	1	4	0.1	0.1	0.2
hodgkin	31.00	1	1999	[05;09]	0.1	0.07	1878354.5	9	7	12	0.5	0.4	0.6
hodgkin	31.00	1	1999	[10;14]	0.09	0.07	1966645	28	24	33	1.4	1.2	1.7
hodgkin	31.00	1	1999	[15;19]	0.09	0.07	2007451.5	58	52	65	2.9	2.6	3.2
hodgkin	31.00	1	1999	[20;24]	0.08	0.07	1872245.5	77	70	85	4.1	3.7	4.5
hodgkin	31.00	1	1999	[25;29]	0.08	0.07	2101636	94	85	102	4.5	4	4.9
hodgkin	31.00	1	1999	[30;34]	0.06	0.07	2125937.5	86	79	95	4	3.7	4.5
hodgkin	31.00	1	1999	[35;39]	0.06	0.07	2145231.5	75	68	82	3.5	3.2	3.8
hodgkin	31.00	1	1999	[40;44]	0.06	0.07	2091791.5	65	59	72	3.1	2.8	3.4
hodgkin	31.00	1	1999	[45;49]	0.06	0.07	2099420	62	56	69	3	2.7	3.3
hodgkin	31.00	1	1999	[50;54]	0.05	0.07	1920798.5	55	49	61	2.9	2.6	3.2
hodgkin	31.00	1	1999	[55;59]	0.04	0.06	1352671	37	32	41	2.7	2.4	3
hodgkin	31.00	1	1999	[60;64]	0.04	0.05	1305842.5	36	31	40	2.8	2.4	3.1
hodgkin	31.00	1	1999	[65;69]	0.03	0.04	1251379.5	38	34	43	3	2.7	3.4
hodgkin	31.00	1	1999	[70;74]	0.02	0.03	1054137	39	35	45	3.7	3.3	4.3
hodgkin	31.00	1	1999	[75;79]	0.01	0.02	815604	38	33	43	4.7	4	5.3
hodgkin	31.00	1	1999	[80;84]	0.005	0.01	317104.5	16	13	19	5	4.1	6
hodgkin	31.00	1	1999	[85;++]	0.005	0.01	344533	12	10	17	3.5	2.9	4.9
hodgkin	31.00	1	2000	[00;04]	0.12	0.08	1862291.5	2	1	4	0.1	0.1	0.2
hodgkin	31.00	1	2000	[05;09]	0.1	0.07	1862478	9	7	12	0.5	0.4	0.6
hodgkin	31.00	1	2000	[10;14]	0.09	0.07	1979979	29	25	34	1.5	1.3	1.7
hodgkin	31.00	1	2000	[15;19]	0.09	0.07	1992668	59	53	66	3	2.7	3.3
hodgkin	31.00	1	2000	[20;24]	0.08	0.07	1875078	79	71	87	4.2	3.8	4.6
hodgkin	31.00	1	2000	[25;29]	0.08	0.07	2064303.5	94	86	103	4.6	4.2	5
hodgkin	31.00	1	2000	[30;34]	0.06	0.07	2117428	88	80	96	4.2	3.8	4.5
hodgkin	31.00	1	2000	[35;39]	0.06	0.07	2158859.5	77	70	84	3.6	3.2	3.9
hodgkin	31.00	1	2000	[40;44]	0.06	0.07	2099445.5	67	60	73	3.2	2.9	3.5
hodgkin	31.00	1	2000	[45;49]	0.06	0.07	2081396.5	63	57	70	3	2.7	3.4
hodgkin	31.00	1	2000	[50;54]	0.05	0.07	2040544	59	53	66	2.9	2.6	3.2
hodgkin	31.00	1	2000	[55;59]	0.04	0.06	1384080	38	34	43	2.7	2.5	3.1
hodgkin	31.00	1	2000	[60;64]	0.04	0.05	1294087	36	32	41	2.8	2.5	3.2
hodgkin	31.00	1	2000	[65;69]	0.03	0.04	1246785.5	39	34	44	3.1	2.7	3.5
hodgkin	31.00	1	2000	[70;74]	0.02	0.03	1067870.5	40	36	46	3.7	3.4	4.3
hodgkin	31.00	1	2000	[75;79]	0.01	0.02	841023.5	40	34	45	4.8	4	5.4
hodgkin	31.00	1	2000	[80;84]	0.005	0.01	347003.5	17	15	21	4.9	4.3	6.1
hodgkin	31.00	1	2000	[85;++]	0.005	0.01	342572	12	10	17	3.5	2.9	5
hodgkin	31.00	1	2001	[00;04]	0.12	0.08	1886992.5	2	1	4	0.1	0.1	0.2
hodgkin	31.00	1	2001	[05;09]	0.1	0.07	1855506.5	10	8	12	0.5	0.4	0.6
hodgkin	31.00	1	2001	[10;14]	0.09	0.07	1984412	30	26	35	1.5	1.3	1.8
hodgkin	31.00	1	2001	[15;19]	0.09	0.07	1980711.5	60	54	67	3	2.7	3.4
hodgkin	31.00	1	2001	[20;24]	0.08	0.07	1905894	82	74	90	4.3	3.9	4.7
hodgkin	31.00	1	2001	[25;29]	0.08	0.07	2004851.5	93	85	102	4.6	4.2	5.1
hodgkin	31.00	1	2001	[30;34]	0.06	0.07	2120271.5	90	82	99	4.2	3.9	4.7
hodgkin	31.00	1	2001	[35;39]	0.06	0.07	2168958.5	79	72	86	3.6	3.3	4
hodgkin	31.00	1	2001	[40;44]	0.06	0.07	2109284	68	62	75	3.2	2.9	3.6
hodgkin	31.00	1	2001	[45;49]	0.06	0.07	2069539	64	58	71	3.1	2.8	3.4
hodgkin	31.00	1	2001	[50;54]	0.05	0.07	2102960	62	56	69	2.9	2.7	3.3
hodgkin	31.00	1	2001	[55;59]	0.04	0.06	1476966	42	37	46	2.8	2.5	3.1
hodgkin	31.00	1	2001	[60;64]	0.04	0.05	1273299	36	32	41	2.8	2.5	3.2
hodgkin	31.00	1	2001	[65;69]	0.03	0.04	1235770	39	34	44	3.2	2.8	3.6
hodgkin	31.00	1	2001	[70;74]	0.02	0.03	1082510.5	42	37	47	3.9	3.4	4.3
hodgkin	31.00	1	2001	[75;79]	0.01	0.02	841698.5	40	35	46	4.8	4.2	5.5
hodgkin	31.00	1	2001	[80;84]	0.005	0.01	419227.5	21	18	25	5	4.3	6
hodgkin	31.00	1	2001	[85;++]	0.005	0.01	325552.5	11	9	16	3.4	2.8	4.9
hodgkin	31.00	1	2002	[00;04]	0.12	0.08	1905888	3	1	4	0.2	0.1	0.2
hodgkin	31.00	1	2002	[05;09]	0.1	0.07	1854879	10	8	12	0.5	0.4	0.6
hodgkin	31.00	1	2002	[10;14]	0.09	0.07	1979847	31	27	36	1.6	1.4	1.8
hodgkin	31.00	1	2002	[15;19]	0.09	0.07	1980074.5	62	56	68	3.1	2.8	3.4
hodgkin	31.00	1	2002	[20;24]	0.08	0.07	1934051	85	78	94	4.4	4	4.9
hodgkin	31.00	1	2002	[25;29]	0.08	0.07	1943233	93	85	101	4.8	4.4	5.2
hodgkin	31.00	1	2002	[30;34]	0.06	0.07	2134488.5	93	85	101	4.4	4	4.7
hodgkin	31.00	1	2002	[35;39]	0.06	0.07	2174128	81	74	88	3.7	3.4	4
hodgkin	31.00	1	2002	[40;44]	0.06	0.07	2116981.5	70	64	77	3.3	3	3.6
hodgkin	31.00	1	2002	[45;49]	0.06	0.07	2066387	65	59	72	3.1	2.9	3.5
hodgkin	31.00	1	2002	[50;54]	0.05	0.07	2100734	63	57	70	3	2.7	3.3
hodgkin	31.00	1	2002	[55;59]	0.04	0.06	1619136.5	46	42	52	2.8	2.6	3.2
hodgkin	31.00	1	2002	[60;64]	0.04	0.05	1260687	36	32	41	2.9	2.5	3.3
hodgkin	31.00	1	2002	[65;69]	0.03	0.04	1224853.5	39	35	44	3.2	2.9	3.6
hodgkin	31.00	1	2002	[70;74]	0.02	0.03	1096521	43	38	48	3.9	3.5	4.4
hodgkin	31.00	1	2002	[75;79]	0.01	0.02	847012.5	41	36	46	4.8	4.3	5.4
hodgkin	31.00	1	2002	[80;84]	0.005	0.01	486940	25	21	29	5.1	4.3	6
hodgkin	31.00	1	2002	[85;++]	0.005	0.01	307565.5	10	8	15	3.3	2.6	4.9
hodgkin	31.00	1	2003	[00;04]	0.12	0.08	1919298.5	3	1	4	0.2	0.1	0.2
hodgkin	31.00	1	2003	[05;09]	0.1	0.07	1866989.5	10	8	13	0.5	0.4	0.7
hodgkin	31.00	1	2003	[10;14]	0.09	0.07	1962084	32	28	37	1.6	1.4	1.9
hodgkin	31.00	1	2003	[15;19]	0.09	0.07	1998416	64	58	71	3.2	2.9	3.6
hodgkin	31.00	1	2003	[20;24]	0.08	0.07	1946610	88	81	97	4.5	4.2	5
hodgkin	31.00	1	2003	[25;29]	0.08	0.07	1891228.5	93	85	101	4.9	4.5	5.3
hodgkin	31.00	1	2003	[30;34]	0.06	0.07	2149441.5	96	88	105	4.5	4.1	4.9
hodgkin	31.00	1	2003	[35;39]	0.06	0.07	2169325.5	83	76	90	3.8	3.5	4.1
hodgkin	31.00	1	2003	[40;44]	0.06	0.07	2130318	72	66	79	3.4	3.1	3.7
hodgkin	31.00	1	2003	[45;49]	0.06	0.07	2065384.5	67	61	73	3.2	3	3.5
hodgkin	31.00	1	2003	[50;54]	0.05	0.07	2083257.5	64	58	71	3.1	2.8	3.4
hodgkin	31.00	1	2003	[55;59]	0.04	0.06	1751154.5	51	46	57	2.9	2.6	3.3
hodgkin	31.00	1	2003	[60;64]	0.04	0.05	1271628	37	33	42	2.9	2.6	3.3
hodgkin	31.00	1	2003	[65;69]	0.03	0.04	1215487	39	35	44	3.2	2.9	3.6
hodgkin	31.00	1	2003	[70;74]	0.02	0.03	1105726.5	44	39	49	4	3.5	4.4
hodgkin	31.00	1	2003	[75;79]	0.01	0.02	855861	42	37	47	4.9	4.3	5.5
hodgkin	31.00	1	2003	[80;84]	0.005	0.01	543075.5	28	24	33	5.2	4.4	6.1
hodgkin	31.00	1	2003	[85;++]	0.005	0.01	294955.5	11	8	14	3.7	2.7	4.7
hodgkin	31.00	1	2004	[00;04]	0.12	0.08	1927466.5	3	1	5	0.2	0.1	0.3
hodgkin	31.00	1	2004	[05;09]	0.1	0.07	1891722.5	11	8	13	0.6	0.4	0.7
hodgkin	31.00	1	2004	[10;14]	0.09	0.07	1935142	33	28	38	1.7	1.4	2
hodgkin	31.00	1	2004	[15;19]	0.09	0.07	2027784.5	67	61	74	3.3	3	3.6
hodgkin	31.00	1	2004	[20;24]	0.08	0.07	1954489.5	91	84	100	4.7	4.3	5.1
hodgkin	31.00	1	2004	[25;29]	0.08	0.07	1858170.5	94	86	102	5.1	4.6	5.5
hodgkin	31.00	1	2004	[30;34]	0.06	0.07	2144320	98	90	107	4.6	4.2	5
hodgkin	31.00	1	2004	[35;39]	0.06	0.07	2157011.5	84	77	92	3.9	3.6	4.3
hodgkin	31.00	1	2004	[40;44]	0.06	0.07	2150465.5	74	68	82	3.4	3.2	3.8
hodgkin	31.00	1	2004	[45;49]	0.06	0.07	2069492	68	62	75	3.3	3	3.6
hodgkin	31.00	1	2004	[50;54]	0.05	0.07	2062865.5	65	59	72	3.2	2.9	3.5
hodgkin	31.00	1	2004	[55;59]	0.04	0.06	1872451	56	50	62	3	2.7	3.3
hodgkin	31.00	1	2004	[60;64]	0.04	0.05	1292557.5	38	34	43	2.9	2.6	3.3
hodgkin	31.00	1	2004	[65;69]	0.03	0.04	1210752	40	35	45	3.3	2.9	3.7
hodgkin	31.00	1	2004	[70;74]	0.02	0.03	1110800.5	45	39	50	4.1	3.5	4.5
hodgkin	31.00	1	2004	[75;79]	0.01	0.02	868168	43	38	48	5	4.4	5.5
hodgkin	31.00	1	2004	[80;84]	0.005	0.01	588904	31	26	36	5.3	4.4	6.1
hodgkin	31.00	1	2004	[85;++]	0.005	0.01	292453.5	11	8	14	3.8	2.7	4.8
