"IRIS";"P15_POP";"fdep15"
"273970000";1704;0,0787552081553679
"273980000";1372;0,024043625489677
"273990000";49;-0,616152846316032
"274000000";345;-1,72133261110229
"274010000";175;-1,7401411037325
"274020000";69;-1,40670400602936
"274030000";232;-0,399049019653254
"274040000";98;0,775301047536108
"274050000";118;0,825553509327085
"274060000";934;0,702335424003712
"274070000";281;0,941775403895261
"274080000";627;0,0691223154531754
"274100000";619;-0,458398469456591
"274110000";227;-0,334450924106217
"274120000";1516;-0,600276970240836
"274130000";750;2,26956172833159
"274140000";805;1,41368347350782
"274150000";375;0,90294150827808
"274160000";992;-0,470021622247773
"274170000";644;0,972774550732109
"274180000";115;-0,690854920253719
"274190000";759;0,210840294898411
"274200000";173;0,341381212983221
"274210000";656;0,56378101027254
"274220000";855;0,0942352840740466
"274230000";830;-0,424568626802737
"274240000";327;1,61416301190778
"274250000";2397;1,45317323852202
"274260000";1228;-0,53104716480405
"274270000";424;1,25239233922749
"274280000";4099;1,74512147313431
"274290000";166;-0,322742446484176
"274300000";337;1,37278407177558
"274310000";574;2,25496972230188
"274320000";644;0,743710013288676
"274330000";199;1,40619014523308
"274340000";57;-0,139603383777102
"274350000";254;1,55118570659488
"274360000";411;-0,173702208515898
"274370000";337;1,19270655344118
"274380000";2283;1,63821961192735
"274390000";1105;-0,918841074466756
"274400000";672;-0,793170982721221
"274410000";80;2,73855610018097
"274420000";214;0,740126280528034
"274440000";226;0,117048342328078
"274450000";277;0,783708585241714
"274460000";512;-0,850443962265367
"274470000";530;-0,210416611198635
"274480000";5117;0,491709778622118
"274510000";314;-1,59578487358755
"274530000";1833;1,76335193304064
"274540000";475;0,497544875951263
"274550000";151;-0,25054299089297
"274560000";749;-0,277853862098181
"274570000";761;1,07857381855302
"274580000";2452;1,26866343584719
"274590000";78;-0,67298743015059
"274600000";191;0,524237915407961
"274620000";155;0,681552678639123
"274630000";702;0,151454843562929
"274640000";848;-1,16521773251118
"274650000";393;-0,663993354249991
"274660000";330;0,930430469970667
"274670101";3028;2,32622491232179
"274670102";2079;2,18092879863609
"274670103";1841;3,16468964572539
"274670104";2049;1,29711144094103
"274680000";667;2,67377798969563
"274690000";4166;0,11312171288329
"274700000";1168;1,05211113831164
"274710000";109;-1,78251130926161
"274720000";269;-0,380206035214068
"274730000";936;-1,1027195009081
"274740000";1172;0,243179649416466
"274750000";176;1,26192263224326
"274760000";389;-0,152484817784217
"274770000";706;-0,353712407253899
"274780000";952;-0,826064259876896
"274800000";607;0,904135500980609
"274810000";403;-0,242841426243155
"274820000";155;-0,87362003854656
"274830000";403;-0,456523481742912
"274850000";931;2,47732908454406
"274860000";639;-0,230053941595726
"274870000";663;0,749009816509867
"274880000";196;-1,00096631285793
"274890000";538;0,636371915977621
"274900000";275;0,877926589912921
"274910000";282;-0,126372185281166
"274920000";320;1,51761496073249
"274930000";3229;0,588607419762429
"274950000";239;0,152440772969544
"274960000";545;0,776516714701297
"274970000";1024;0,505857416607522
"274980000";355;1,06728231450318
"275000000";1538;0,785884108262349
"275010000";272;-2,16918257103488
"275020000";2313;2,19536624077399
"275040000";1195;-1,03656671393268
"275050000";148;-0,364586140775391
"275070000";3943;1,46323562325384
"275080000";186;1,0668187946452
"275110000";699;0,294998455683225
"275120000";364;-0,0217513220388054
"275140000";367;-0,00393892379184952
"275160000";862;0,794807743237742
"275170000";1871;-0,313765676599929
"275180000";677;1,12503763576521
"275200000";137;0,902508746713643
"275210000";149;-0,703090207363215
"275220000";492;0,707786377872455
"275230000";343;0,535900777717575
"275240000";821;-0,168401212692703
"275250000";318;-2,22540483080853
"275270000";206;0,238140944744209
"275280000";3709;-0,462036167068428
"275290000";421;-1,17898314015354
"275300000";91;-1,17058393571656
"275310000";211;-0,839489963915673
"275330000";493;-1,47041356326618
"275340000";866;-0,391195990713717
"275350000";442;-0,453054389284798
"275360000";506;0,35909477534853
"275370000";896;-0,431744462935221
"275380000";562;0,655596161368118
"275390000";402;-0,0836903234602462
"275400000";669;-0,00812739426049596
"275410000";133;0,436453277551515
"275420000";853;1,58194932723413
"275430000";917;-0,671143437605942
"275440000";207;0,153220579824989
"275450000";132;-1,91949623104914
"275460000";185;-0,838119332837289
"275470000";886;1,91602196685469
"275480000";1195;0,232527339309921
"275490000";1675;1,49714066235449
"275500000";325;0,50300915554783
"275510000";60;-1,71474840831188
"275520000";239;0,681386084431583
"275530000";405;-0,578455044744905
"275540000";3455;-0,337882022125358
"275550000";246;0,171218871101132
"275560000";59;1,73925643724754
"275570000";399;0,411193493851354
"275580000";187;-1,03692925276951
"275600000";255;-1,00891039226999
"275610000";607;0,508654803870274
"275620000";4588;0,173585374498006
"275630000";796;0,417622725024404
"275640000";346;0,707403621660525
"275650000";664;1,11100693365597
"275670000";257;0,615002863617499
"275680000";500;0,699679057435108
"275690000";243;-0,16886025307423
"275700000";99;1,87602589553721
"275710000";310;0,504630114938737
"275720000";289;-0,237359719181184
"275760000";663;-0,284315937504662
"275770000";445;0,738575658339895
"275780000";568;-0,134756008584685
"275790000";98;1,77972830517619
"275800000";2357;-0,291805329289096
"275810000";316;0,466396079515625
"275820000";1605;-0,522894082223559
"275840000";295;0,707418173977072
"275860000";173;-0,134700009574307
"275870000";777;1,45008552534164
"275890000";971;-1,07562549060298
"275900000";214;1,65634736806583
"275910000";612;1,5542248683704
"275920000";251;1,54532025256404
"275930000";1532;0,727975972571013
"275940000";286;1,72324817188928
"275950000";1059;-0,522577314920977
"275970000";570;0,406389689951782
"275980000";1291;0,917036154841379
"275990000";939;-0,0961359617182466
"276000000";227;0,179505582489223
"276010000";419;0,164809160322318
"276020000";5638;-0,618657636685104
"276030000";325;0,531144624527622
"276040000";181;-0,391655305447606
"276050000";245;0,2431154412051
"276060000";471;0,905319200662871
"276070000";236;-0,279015393990774
"276080000";454;1,12552662319607
"276090000";322;2,31001302733748
"276100000";61;-0,712150533372921
"276110000";327;-0,72083936533709
"276120000";341;-0,870992377670633
"276130000";368;1,42706276065555
"276140000";156;0,660274494666926
"276150000";184;-1,51026019655036
"276160000";1851;-0,672442629933146
"276170000";527;2,02292795508226
"276180000";478;1,66241890475256
"276200000";462;0,12461713767542
"276210000";140;0,409959748663946
"276220000";2003;2,19730116636588
"276230000";486;0,252720951326001
"276240000";930;-0,609873272898245
"276250000";336;1,52840810597902
"276270000";257;0,546458699103237
"276290000";1827;1,63295530695005
"276300000";300;0,375533183266905
"276310000";370;0,272430983033657
"276320000";493;1,03702640798578
"276330000";468;0,631412761191965
"276350000";147;0,484380124205289
"276380000";3516;-0,430341742634403
"276400000";193;1,27155854658369
"276410000";245;0,143779266615236
"276420000";372;0,302622730089705
"276430000";1098;1,91580992770678
"276440000";544;-0,263361444773603
"276450000";153;-0,568837078056612
"276460000";428;0,130867459790459
"276490000";346;1,2523592693402
"276500000";465;-0,164592003413797
"276510000";100;0,615853434021093
"276520000";336;-1,42592108274123
"276540000";1041;-0,590077699278169
"276550000";737;0,407381338945871
"276560000";1322;1,22702480659607
"276570000";169;-0,47753046054221
"276580000";335;1,19139443343736
"276590000";114;-2,23797584325265
"276600000";242;1,12829732116875
"276610000";443;-1,21355130874631
"276620000";341;-0,506826145944214
"276630000";175;0,249261496993832
"276640000";511;0,931837251121128
"276650000";774;0,41297361165471
"276660000";559;-0,319685217335464
"276670000";391;1,27483066832151
"276680000";738;-0,51897712682947
"276690000";391;0,520578998070811
"276700000";960;0,0215508655747989
"276710000";148;-0,250199203484817
"276720000";352;0,354105765652525
"276730000";185;-0,758243070255184
"276740000";275;-0,808600423644387
"276760000";1779;0,150335228818997
"276770000";382;0,61042604325978
"276780000";1050;-0,63133749542082
"276790101";2242;-0,00253470565920016
"276790102";1653;2,45805488807553
"276790103";3001;0,661170311171222
"276790201";1277;1,32933655552838
"276800000";206;0,936218825578551
"276810101";2791;-1,12357459770772
"276810102";2519;-0,718682004393195
"276810103";1771;0,0801357339273506
"276810104";2467;0,378419150791554
"276810105";957;4,62693003694948
"276810106";2461;3,15978230667232
"276810107";2874;2,07101629842901
"276810108";2912;0,00551772470890017
"276810109";2631;-0,0601587090828545
"276810110";2413;1,46150846588052
"276820000";672;0,244157691609041
"276830000";263;1,13427576693632
"276840000";776;-0,251351820539534
"276850000";627;1,76222406435936
"276860000";47;-2,93110449572086
"276890000";354;-1,10403496734414
"276900000";311;-0,0530392048803352
"276910000";829;-0,118866166769916
"276920000";178;0,446490619390673
"276930000";1298;-1,0006424893973
"276940000";314;-0,970849911053492
"276950000";281;-0,0217079716690572
"276960000";905;-0,937296273030351
"276970000";330;-1,74692426288073
"276980000";557;0,639263507086233
"276990000";127;-0,923687892982627
"277000000";644;-0,220394718999782
"277010101";4090;2,44895977732621
"277010102";3150;3,08738240399948
"277010103";3311;4,49252425041072
"277010104";2719;1,69806163055943
"280010000";2320;-0,766760901810924
"280020000";318;0,301819808187572
"280030000";135;-0,528112366484023
"280040000";314;1,61030375596711
"280050000";765;0,641525937666952
"280060000";1831;-0,31774654511957
"280070000";2690;-0,202345102581706
"280080000";197;-1,14185283194049
"280090000";74;1,35257837304118
"280100000";341;-0,311147326928499
"280120000";3825;1,60967380198277
"280130000";1453;-0,44602211775414
"280140000";594;0,115284069995422
"280150000";5699;0,440839830476486
"280160000";155;1,65739511623681
"280180000";1227;1,38921874799661
"280190000";250;1,17625112197623
"280210000";1572;0,180727411999929
"280220000";1170;-1,06683294363271
"280230000";1412;-0,657813908929264
"280240000";1735;-0,881999491128122
"280250000";122;0,90582188160424
"280260000";268;0,471184708655203
"280270000";1236;1,52229639722942
"280280000";255;0,506521638568396
"280290000";320;0,553776334502136
"280300000";276;1,64226295777463
"280310000";411;1,52298192534622
"280320000";338;1,07382429251401
"280330000";804;0,900676630813249
"280340000";818;-1,1336099356148
"280350000";997;-0,340725631845117
"280360000";832;-1,27602062069696
"280370000";335;0,311075276556044
"280380000";129;0,638984460230759
"280390000";1609;0,0955699465829795
"280400000";322;-0,443200210122539
"280410000";255;-0,0116351619682677
"280450000";195;-0,387243646970076
"280460000";506;0,772614936970561
"280470000";702;0,740495647680739
"280480000";705;-0,458844332974184
"280490000";244;-0,372590681900948
"280500000";268;-1,42372576737968
"280510000";4986;1,01365323081617
"280520000";765;-1,07975213232537
"280530000";270;-0,641108774146342
"280540000";470;-0,0346127279930232
"280550000";560;-0,422131230420562
"280560000";1777;-1,54249805168172
"280570000";578;0,661515823700692
"280580000";325;-1,30032560075177
"280590000";1847;1,77651898354991
"280600000";229;-0,359666430793538
"280610000";3374;1,97897452824381
"280620000";890;-0,914724844620983
"280630000";566;0,564319513562267
"280640000";1926;-0,558895967133149
"280650000";107;1,22229018283586
"280660000";238;0,518582214503606
"280670000";88;0,177019624549185
"280680000";434;0,549248394195508
"280700000";3588;-0,976316194285135
"280710000";638;0,583634529822743
"280720000";400;0,589348345816646
"280730000";313;-1,42485667869873
"280740000";281;-0,584172881766083
"280750000";1060;0,379441765740128
"280760000";199;-0,5201542443425
"280770000";188;0,315011244267746
"280780000";189;1,999136196157
"280790000";309;1,35166127057596
"280800000";255;0,234490483878995
"280810000";313;0,480444950454542
"280820000";563;-0,804801294441309
"280840000";731;-1,73150972767854
"280850101";1703;4,0228336533741
"280850102";837;2,3654618680088
"280850201";2521;-1,96317054547893
"280850202";2489;-0,949432363162383
"280850203";2487;-1,21399884673257
"280850301";2378;-1,67163904677612
"280850302";3097;-1,53979312675851
"280850401";3653;0,219555666265364
"280850501";2492;0,463618577654983
"280850502";1840;1,32972832874237
"280850601";4717;-0,748299067466919
"280850701";1876;2,18469570953032
"280850702";2407;-0,349019292195981
"280850703";1788;2,19894328343191
"280850801";1321;0,575512285050534
"280850802";3268;-1,47535280554873
"280860000";333;2,08753049397643
"280870000";241;-0,710257499628021
"280880101";2099;0,280989382493299
"280880102";3098;0,213985705800521
"280880103";3434;2,20374268658182
"280880201";2620;4,39037077889063
"280880202";1729;2,75729672143584
"280890000";2664;1,25109596005001
"280900000";101;-1,94149432732612
"280910000";134;-0,429355278909308
"280920000";247;0,294716593351185
"280940000";1668;-0,300662943353319
"280950000";278;1,3062338410775
"280960000";1099;-0,311189429922751
"280980000";1874;-0,564717414820973
"280990000";1114;0,0479324138790302
"281000000";412;-0,913107775516523
"281020000";703;-0,181062805443663
"281030000";5765;0,541283120480326
"281040000";882;-0,342640645983648
"281050000";560;0,721655714197845
"281060000";395;0,376988460161955
"281070000";398;-0,540357086537252
"281080000";247;0,335561484401755
"281090000";315;-0,0359659939888776
"281100000";4220;-1,28146633719383
"281110000";345;0,670163084137068
"281120000";469;1,46646529156993
"281130000";1377;-0,703625621865725
"281140000";134;0,882114057541281
"281160000";2810;0,900495280485217
"281170000";253;-0,631098627350184
"281180000";458;-1,24294825865988
"281190000";168;1,02888119520109
"281200000";471;1,56436310213855
"281210000";94;-0,352477687248583
"281220000";1511;-0,223096265270587
"281230000";480;1,42383329441777
"281240000";725;0,0943017516542682
"281260000";205;1,23877436998203
"281270000";920;1,1897121071576
"281280000";425;-0,32035569312751
"281290000";760;-0,512013886291933
"281300000";954;0,255038605851685
"281320000";699;1,04320076660905
"281340101";1475;2,33724782403964
"281340102";408;0,290666140029903
"281340201";2278;1,50863045885243
"281340202";1988;3,65884416592287
"281340203";1903;1,12191221975278
"281340204";2205;2,84634817256101
"281340301";2087;1,23796925295794
"281340302";2463;-0,572276658009988
"281340303";3223;-0,0116892773272177
"281340401";3023;2,29250462219301
"281340402";1710;0,932237665803891
"281340501";1137;2,54608697130143
"281340502";2445;4,66633947598529
"281340503";1603;4,84949203325747
"281340504";2888;4,03192754744803
"281350000";1261;-1,82686482471326
"281360000";168;-1,19794917060549
"281370000";865;-1,68312634316376
"281390000";186;-0,8200157567267
"281400000";5540;-0,253237312328369
"281410000";324;-1,15216798565983
"281420000";183;0,458480336618673
"281430000";251;-0,134532939946335
"281440000";225;0,136398330862925
"281460000";895;-1,14057435236115
"281470000";608;-0,2977186753576
"281480000";352;0,331553332252483
"281490000";708;2,27313174770486
"281510000";175;2,10018526541245
"281530000";209;0,499049218437786
"281540000";1675;-0,514510632415392
"281550000";215;0,1165902502092
"281560000";949;0,845296416628471
"281570000";143;-0,455407046772843
"281580000";914;-1,25326739435082
"281590000";346;0,722963497113475
"281600000";821;0,342751753182033
"281610000";509;0,245058492899468
"281620000";334;1,19353503053172
"281630000";202;-1,64233143412406
"281640000";748;0,3454990095396
"281650000";511;0,784308132905078
"281660000";238;1,04561654199256
"281670000";413;0,320541519496538
"281680000";3623;-0,354385908770806
"281690000";221;0,104906628069915
"281700000";274;0,450918633439037
"281710000";873;-0,675739001624435
"281720000";782;-0,830667103866624
"281730000";1384;-1,275696782032
"281750000";177;-0,0790442819491927
"281760000";671;-0,20748833177523
"281770000";685;-0,738088429196549
"281780000";279;-0,532025854258801
"281800000";535;-0,889203125138857
"281820000";328;0,967316848910635
"281830000";679;0,241756054043686
"281840000";333;0,249200897321301
"281850000";1276;-0,809021649562972
"281870000";725;-0,451756027629031
"281880000";932;-1,18489507120245
"281890000";185;0,715081386696566
"281900000";442;0,371245482999378
"281910000";2713;-1,26650123078855
"281920000";294;0,525731519771418
"281930000";135;-1,82937835683629
"281940000";452;-1,32194053548145
"281950000";780;-1,52615660644871
"281960000";3333;1,29173754558066
"281970000";138;-0,311314231651878
"281980000";815;0,0446847702244211
"281990000";1832;1,54317282793671
"282000000";381;0,776675591150497
"282010000";1943;-0,483473219200091
"282020000";353;0,697509313781683
"282030000";641;-0,0168585471943205
"282050000";571;0,109210220949734
"282060000";703;1,14992843158073
"282070000";225;-0,534622959680422
"282080000";393;-0,899635049733251
"282090000";5684;-0,608502621718565
"282100000";218;1,34552859537896
"282110000";584;0,524871506841116
"282120000";209;-0,0607145559477454
"282130000";665;-0,188219529824521
"282140000";3471;2,1290518525539
"282150000";250;0,349054839605011
"282160000";202;-0,842547240452516
"282170000";178;0,331272692615774
"282180101";2815;3,40259694403954
"282180102";1713;0,408118927477071
"282180201";3770;1,13059346685117
"282180301";2248;3,6822776773873
"282180302";2336;0,0106569646284581
"282180401";3225;1,37198074793794
"282190000";352;0,870524330384949
"282200101";1829;0,0395992785864641
"282200102";2303;0,18459894275534
"282200103";2527;-0,723363895445243
"282210000";171;1,26639376517947
"282220000";388;-0,9011253054625
"282230000";1595;0,406510107759346
"282250000";661;0,390292245795961
"282260000";937;0,120638134950921
"282270000";4291;-0,590250703496496
"282290101";3010;-0,0902494721298224
"282290102";1657;0,85852684777796
"282290201";2131;4,37199789775624
"282290202";1857;3,23875175524766
"282290301";2555;-0,0798279366974767
"282300000";364;0,587966586455611
"282310000";200;0,928496359650347
"282320000";590;0,185971619893613
"282330000";1119;1,12919937546185
"282340000";504;-0,133878004194191
"282350000";309;-2,33016278364065
"282360000";1202;0,826407076438969
"282370000";220;-1,00676920161807
"282390000";953;-0,0746409234108124
"282400000";556;0,329900064208643
"282420000";102;-0,327578189133245
"282430000";223;0,42564048788819
"282450000";329;-0,730984579919272
"282460000";530;-0,468994810225759
"282470000";605;-0,69952922006264
"282480000";341;0,858660814964413
"282490000";627;-1,7335545246038
"282500000";133;0,945793814939331
"282510000";1085;-0,843335818437907
"282520000";212;1,67533950512683
"282530000";997;-1,27451487802218
"282540000";801;-0,279926451465788
"282550000";162;-0,475132448459662
"282560000";470;0,512318264737117
"282570000";86;-1,73151447400597
"282590000";327;0,384030541994039
"282600000";95;-0,106409817334613
"282610000";648;0,485272256939543
"282630000";260;0,00768349749124386
"282640000";142;-0,413563930486418
"282650000";247;1,59563301162001
"282670000";500;-0,616810110330816
"282680000";30;-0,956484396052441
"282690000";1715;-0,923237680630855
"282700000";216;-0,353048518803892
"282710000";155;1,12968052263936
"282720000";168;-0,799876448706301
"282730000";146;0,523118368291208
"282740000";256;-0,30446872098487
"282750000";649;-1,32260480639843
"282760000";215;2,13784984996101
"282770000";315;-1,15773962474565
"282780000";1378;-1,08216207540905
"282790000";4109;0,703624266308323
"282800101";2528;0,928133467555651
"282800102";2544;0,263783306963179
"282800103";2053;0,498812837286559
"282800104";1659;3,31109558178899
"282800105";1173;2,32621867044481
"282810000";507;-0,872242009559115
"282820000";427;0,593159993403901
"282830000";307;0,310268013439897
"282840000";272;-0,105336960712236
"282850000";338;-0,00944893727086131
"282860000";608;0,010120926252158
"282870000";1126;1,21711289191276
"282890000";240;0,406231016149082
"282900000";303;0,154954168582165
"282910000";512;0,478202547376891
"282920000";713;-1,19950494784542
"282930000";1193;-0,621808765064788
"282940000";519;-0,402159111585217
"282960000";264;0,337200982389828
"282980000";2800;-0,516835986571627
"282990000";184;-2,43372425481172
"283000000";144;-0,0444488148927888
"283010000";444;-0,730817401617195
"283020000";1125;0,888994035854146
"283030000";107;0,358943278272408
"283040000";445;0,465932183676768
"283050000";293;-0,279107905716588
"283060000";191;0,60389429654524
"283080000";259;-0,0708494927032896
"283090000";1069;0,112887236446753
"283100000";291;1,82959197328989
"283110000";419;1,8389387799104
"283120000";145;-0,780611385829617
"283130000";189;-0,152641452979005
"283140000";129;0,272654567582074
"283150000";21;-1,71433331984528
"283160000";131;0,403769681519956
"283170000";535;0,0173532492587221
"283190000";441;-0,487155071137958
"283210000";794;-1,21416367193481
"283220000";521;0,174998568545187
"283230000";285;0,319018606859074
"283240000";891;-0,504268802029418
"283250000";971;0,048107710166631
"283260000";378;0,727408385631583
"283270000";203;1,09504839130315
"283290000";151;-1,85198843471264
"283300000";1441;0,803781417088703
"283310000";487;0,509929698662641
"283320000";1093;-0,767074709664861
"283330000";141;1,06729828945424
"283340000";1703;0,00608806083008529
"283350000";928;0,24242766488753
"283360000";110;-0,0882831882457092
"283370000";2635;-0,434422333465665
"283390000";335;-0,142533573303276
"283410000";228;-0,741078674612911
"283420000";263;-0,0860707698618096
"283430000";445;-1,69811266302409
"283440000";273;-0,711262988775556
"283460000";56;-0,895020748414941
"283470000";953;-1,62401116415876
"283480000";4042;1,28068338893021
"283490000";255;-1,70548468660309
"283500000";871;-0,537014394862483
"283510000";431;-0,409472228501961
"283520000";1568;-1,12263739036904
"283530000";430;-0,135214456261111
"283540000";439;0,712774845920223
"283550000";292;-1,87963302762108
"283570000";1055;-1,06937091087879
"283580000";2010;-1,44383886059863
"283590000";3958;1,41219491491351
"283600000";920;-0,186909364896143
"283620000";513;-0,0791650048862721
"283630000";1013;-0,0793273018592402
"283640000";859;1,66020245853097
"283650000";403;-0,380143154801962
"283660000";314;0,154678457673968
"283670000";346;1,52221083237755
"283680000";189;1,001307329498
"283690000";680;-0,116241152946611
"283700000";479;0,679448329525391
"283710000";1075;0,0507526288963499
"283720000";596;-1,48949922007013
"283730000";3092;1,67350901187023
"283740000";572;-0,516578016941139
"283750000";360;-0,344746599246444
"283760000";298;0,932793216461072
"283770000";1798;-0,600443839892384
"283780000";540;0,475987086173391
"283790000";440;-0,597912687625753
"283800000";1927;-0,314506137788796
"283820000";926;0,732474084875597
"283830000";685;0,171684386994584
"283850000";440;0,658287693074753
"283860000";1278;0,43253457022243
"283870000";1016;2,16034717616208
"283880000";1078;-0,934782100795568
"283890000";347;0,752048376356185
"283900000";328;1,16384163872558
"283910000";2653;1,44458930029092
"283920000";168;0,808327833061994
"283930000";2287;-0,0354052075121569
"283940000";1384;0,18407791690311
"283950000";453;0,0571151348707475
"283960000";325;-0,816246307586109
"283970000";396;-0,400460317598124
"283980000";1223;0,396380635466911
"284000000";198;-0,48024043423728
"284010000";453;0,358355765283441
"284030000";794;-1,27897684858448
"284040101";1804;4,82271994399689
"284040102";1632;2,08679328136978
"284040103";4056;0,968421423081943
"284040104";3206;0,870206122964932
"284040105";1498;3,81454801253204
"284040106";376;0,0528971338952669
"284050000";1114;-0,116093916425251
"284060000";1060;0,341832248735073
"284070000";319;0,442511350813726
"284080000";137;2,6180815930676
"284090000";477;0,196692342018928
"284100000";330;-1,00020007941125
"284110000";172;1,72499888268569
"284120000";187;0,907368264978142
"284140000";74;-1,4451211812544
"284150000";1614;-0,135944632477857
"284170000";1352;-1,32272585264165
"284180000";166;-0,505069742407022
"284190000";355;0,863079943040683
"284210000";289;1,24477609814365
"284220000";4015;0,960794538553746
"284230000";590;-1,54516083484582
"284240000";1680;0,773467048603144
"284250000";635;-0,210252850328896
"284260000";491;0,529881395322657
"290010000";1030;0,650663683354502
"290020000";1387;0,157120221543845
"290030000";3708;0,523227418671708
"290040000";5634;0,853732201916817
"290050000";1143;-0,268190084746238
"290060000";3505;-1,384411417706
"290070000";963;0,864860001080748
"290080000";1016;0,646991458687033
"290100000";1597;-0,248895357429292
"290110000";3491;-1,84607140000523
"290120000";204;3,05211028179836
"290130000";212;0,120165700433212
"290140000";425;1,07743862369359
"290150000";3537;-0,438436382914152
"290160000";1042;0,291415865481499
"290170000";883;-0,543388961174132
"290180000";458;1,46078170953094
"290190102";304;-1,29008299223835
"290190103";2117;-1,34730831544505
"290190104";2093;-1,07260690356104
"290190105";1961;2,32792399142018
"290190106";2553;-1,74313027333337
"290190107";2439;-0,660517849034401
"290190108";2779;0,213767999808383
"290190109";1480;0,369437332311182
"290190110";2547;3,85833020101168
"290190112";3437;-0,351323609133303
"290190113";2034;-0,606836664079796
"290190114";1711;-0,554016640087507
"290190115";2147;1,36542985634599
"290190116";2432;0,935536359354502
"290190117";1916;0,399668977729217
"290190118";1791;3,39135324311967
"290190119";2622;-0,593121706350152
"290190120";910;-0,845052247203937
"290190121";175;1,01085430563449
"290190122";2392;-2,48817395067693
"290190123";1808;-2,44808971266961
"290190124";3015;-1,82834736621696
"290190125";773;-1,14243840858242
"290190126";2185;3,10210136007348
"290190127";1896;2,21847165253975
"290190128";1607;2,27773448784452
"290190129";2178;2,0850317147973
"290190131";1981;1,23430080766068
"290190132";2512;2,14672575979739
"290190133";2337;-0,298887339341972
"290190134";1910;-1,23879800741215
"290190135";3152;-0,685356402267968
"290190136";2083;-0,483336148910124
"290190137";2125;-0,533204794403908
"290190138";2726;-2,11847498048221
"290190139";3592;-0,529348076539055
"290190140";2904;-0,976271365456409
"290190141";3681;-0,412990220792023
"290190142";1918;-0,0110482146285149
"290190143";2017;-0,820997940613446
"290190144";2227;-0,318241233441323
"290190145";2787;-1,76320243554689
"290190146";1882;-2,08974511956761
"290190147";2932;-0,585349691816983
"290190148";2647;-0,49651182844802
"290190149";2144;-1,32529058354361
"290190150";1624;0,60149597744538
"290190151";2300;2,01230544622213
"290190152";2661;0,137248231954466
"290190153";1520;-0,0958584337651223
"290190154";2557;-0,619624419718815
"290190155";2743;4,52128547069201
"290190156";1691;0,183398087834797
"290190157";2338;-0,000309201008819651
"290190158";2902;-0,0474399533583972
"290190159";1977;4,80270560831202
"290190160";2515;1,74801938600506
"290190161";2269;-0,75218926140054
"290190163";295;-0,724349478414166
"290190164";2377;-0,156122142710904
"290190165";2685;1,61859436189457
"290190166";2993;-0,918227401416667
"290190167";1041;-1,21445803137112
"290190168";1817;0,0492309259586757
"290200000";5625;0,825713094046506
"290210000";1947;0,380828755188603
"290220000";2583;0,705436446858549
"290230000";3149;-1,3621757985827
"290240101";2294;0,060462823169346
"290240102";2705;0,868710100352841
"290240103";2306;0,307607450048286
"290250000";1620;0,107823885102023
"290260101";2375;-0,171909264103708
"290260102";2852;0,637231031391721
"290270000";3690;1,29861045655827
"290280000";954;1,04863845318585
"290290000";1134;0,942229914042711
"290300000";3770;0,975675978944233
"290310000";4315;-0,429116519321882
"290320000";2043;-0,830268169501142
"290330000";540;0,851763043156424
"290340000";663;0,0742464514919495
"290350000";1091;-0,28817018702002
"290360000";624;2,08988841794654
"290370000";4011;-1,26004971744833
"290380000";1038;1,23842614185425
"290390101";3651;-0,613992302642452
"290390102";2752;0,666121830524627
"290390103";329;-0,266699523002209
"290390104";2004;1,14263562709503
"290390105";1837;-0,302387969010108
"290390106";2227;2,65614201233835
"290390107";2655;0,0495340868854476
"290390108";3727;0,261070413912275
"290400000";2662;-0,500458666696248
"290410000";1910;0,636350688765377
"290420101";2772;0,363384194263633
"290420102";2254;-0,312682320447519
"290420103";2576;-0,12209433578076
"290430000";1771;-1,23607725521648
"290440000";2164;-0,614156755108032
"290450000";2333;-1,0880683414923
"290460101";2001;1,25172644404895
"290460102";1917;0,572130554276199
"290460103";2147;-0,0164828534095551
"290460104";1924;1,90415043524562
"290460105";1210;1,6615845885796
"290460106";2715;0,872208939988436
"290460107";2294;0,120835189524384
"290470000";1800;-0,449221782547974
"290480000";2201;0,17386937754044
"290490000";3175;0,284263604896528
"290510101";2664;0,226771341581742
"290510102";2581;-0,212371393317685
"290510103";3045;-0,523773632236756
"290530000";1723;-0,141082073513371
"290540000";638;1,14746204086611
"290550000";3156;0,0814211705181594
"290560000";1817;-1,34505437094944
"290570000";3289;-0,758027213974126
"290580101";3485;-0,518137851422179
"290580102";3009;-1,01641094603347
"290580103";3075;0,103946526555111
"290590000";1045;-0,619204587347194
"290600000";2752;-1,13105693127667
"290610101";123;-0,495725954802264
"290610102";2143;-0,521929959840191
"290610103";1788;0,279911135483884
"290610104";1954;-1,47727995227251
"290620000";1106;0,479552591803784
"290630000";434;0,00816590114009259
"290640000";449;1,35883072585464
"290650000";898;0,243316835387608
"290660000";1755;0,44401208877971
"290670000";1343;1,96104238371423
"290680000";2482;0,507354430553008
"290690101";4204;-0,639175938695007
"290690102";2644;0,712886858002634
"290690103";1119;-0,123028948864836
"290700000";535;1,28370312952255
"290710000";757;1,34226817411608
"290720000";2704;1,16155892809281
"290730000";970;0,267991541070775
"290740000";1024;1,08590499275316
"290750101";3344;-0,852726524311902
"290750102";58;1,77271317479768
"290750103";3985;-0,90382202708592
"290750104";3957;-0,667855941122793
"290750105";3074;-0,512185565913755
"290760000";4393;-0,700438147101451
"290770000";2002;0,00326183601380046
"290780000";2006;-0,710573283139109
